,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002353.SZ,X000898.SZ,X002460.SZ,X600299.SH,X600176.SH,X002466.SZ,X601158.SH,X000709.SZ,X000883.SZ,X600426.SH,X600583.SH,X600612.SH,X600219.SH,X000792.SZ,X000629.SZ,X600315.SH,X000027.SZ,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.010765144831727,0,0,0.0421400724013646,0,-0.00880488772664101,0,0,0,0,0,0,0.0296546991791818,0,-0.0164931630438378,0,0,0.0635833669666625,0,0,0,0.0681887871709027,0,0.0586337583536194,0,0,0.0622664729942863,0,0,0,0,0,0.0549495841014559,0,0,0,0,0,0,0,0,0,0,0,0,-0.00675506248271201,0,0,0,0,0.0164062319088696,0,0
X600028.SH,0,0,0.0782240227397321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130325991640525,0,0,0,0,0,0.0486424920694884,0,0,0,0,0,0,0,0,0,0.0339212740533948,0,0,0,0,0,0,0,0,0,0,0,0,0.0128885989391358,0,0,0,-0.000351156048158854,0,0
X601088.SH,0,0,0,0.248114548304249,0,0,0,0,0,0.0502496699234054,0,0,0,0,0.060109921007421,0,0,0,0,0,0,-0.0338448247151937,0,0.0229837783719847,0,0,0.141321091312423,0.0136198671608757,-0.0607649281939546,0,0,0,0.00229882056904593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274006139039997,0,0,0,0.0296784840732427,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546209034945646,-0.0135467599809749,0,-0.0226911480182826,0,0,0,0,0,0,0,-0.0309182757655895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00298222587685515,0,0,0,0,-0.00474702217707099,0,0
X600309.SH,0,0,0,0,0,0,-0.0697509850264685,0,0,0,0,0,0,0.128280286433307,0,0,0,0,0,0,0,0,0,0.0470680055309424,0,0,0,0.0396744005204116,0,0,0,0,0,0,0.105462364508153,0,0,0,0.062501989679036,0,-0.0446606955235775,0,0,0,0,0,0,0,0,0,0,-0.00229439980790061,0,0,0,0,0.00675020606373042,0,0
X600019.SH,0,0,0.241719046620835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030476782906238,0,0,0.097016067077736,0,0,0,0,0,0,0,0,0,0,0,0,0.0946883689831867,0,0,0,0,0,0,0,0.0371496956957532,0.0267987309715828,0,0,0,0.00107258894004738,0,0,0,-0.00956798516525228,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875328205111738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935395903851885,0,0,0,0,0,-0.0698316368801936,0,0,0,0,0,0,0,0.0737601838111043,0,0,0,0,0,0,0,0,0,-0.00364804858868047,0,0,0,0.0426584697774102,0,0
X600011.SH,0,0,0.0656002953569476,0,0,0,0,0,0,0,0,0,0,0,0.0627920964986578,0,0,0,0,0,0.0863807407177925,0,0,0,0.346920203698284,0,0,0,0,0.020060954656131,0,0,0,0,0.045773146590779,0,0,0,0,0,-0.0232263660766809,0,0,0,0.0107079740483974,0,0,0,0,0,0,0.0118420168586554,0,0,0,0,-0.00609479498327963,0,0
X600010.SH,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0208903843118396,0,0,0,0,0,0,0,0,0,0.113756853558955,0,0,0,0.0613680620260006,0,0,0,0.025827823560145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235943975414032,0,0,0.229515879553588,0,0,0.0011075495015298,0.00560693151478058,0,0,0,-0.008655457411792,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203375973187154,0,0,0,0,0.0574708348177437,0,0,-0.0301228045616781,0,0,0,0,0,0,0,0,0,0,0.189820835066658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589089638195099,0.0225973386994511,0,-0.000498597803774437,0,0,0,0,0.0333099635423184,0,0
