,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X002466.SZ,X601600.SH,X601991.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600886.SH,X002460.SZ,X600547.SH,X300072.SZ,X600176.SH,X601992.SH,X600111.SH,X000898.SZ,X600352.SH,X000786.SZ,X600027.SH,X000553.SZ,X000792.SZ,X600299.SH,X000709.SZ,X000825.SZ,X600426.SH,X000408.SZ,X002271.SZ,X601158.SH,X000830.SZ,X601699.SH,X600489.SH,X000883.SZ,X600219.SH,X600315.SH,X600157.SH,X600583.SH,X600808.SH,X600339.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0608715472895441,0.183130177755666,0,0,0,0,0,0.0547660346238416,0,0.0371590768242823,0,0,0,0,0,0.0465248348925344,0,0,0.0310372718366177,0,0.0885157379098855,0,0,0,0,0,0,0,0.0167524643858869,0.0462415965014041,0,0,0,0,0.0318413503835593,0,0,0,0,0,0,0,0,0.0226803271617797,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.282753093774938,0,0.172550164916538,0,0,0,0,0,0,0,0,0,0.464196086309546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140065353226433,0,0,0.0837491606254567,-0.035472308970876,0,0,0,0.13140240699642,0,0,0,0,0,0,0,0,0,0,-0.0229886455870354,0.00474412269241893,0,-0.105706475496198,0,0,0,0
X601088.SH,0,3.48480675366318e-05,0,0.285417001046506,0.079232951283483,-0.0806703981292684,0,0,0,0,0,0,0.0325522344762723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00112653340453504,0,0,0,0.361511023243164,0,0,0,0,0,0,0,0.0595923732119034,0,0,0.00923681200644726,-0.0046815081327905,0,0,0,0,0,0
X600019.SH,0,0,0.316668980623446,0,0,0,0,0,0.171242373960221,0,0,0,0,0,0,0,-0.174751359498519,0,0,0,0,0,0,0,0,-0.015024629838493,0,0,0,0,0,0,0.184114385782143,0,0,0,0,0,0,0,0,0,0,0,0,0.109141359551023,0,0,0,0.0272560051321932,0.0129206752443905,0,0,0,0,0,0
X600585.SH,0,0,0.436124978557219,0,0,0,0,0,0.0595861537459457,0,0,0,0,0,0,0,0.0312995447434636,0,0.0296299417339316,0,0,0,-0.0311655260218791,0,0,0,0,0,-0.0849974158902831,0,0.0377943652021666,0,0,0,0,0,0,0.221222464354046,0,0,0,0,0,0.0890563331723196,0,0,0,0,0,0,0.0704434241902566,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0654077849356312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980632135448747,0,0,0,0,0.191853891521188,0.00672578012507564,-0.200962431597673,0.0631238633051361,0,0,0,0,0.282274522924293,0,0,0.0329987206203507,0,0,0,0,0,0,0,0,0,0,-0.0341336216221844,-0.0215212872119222,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153581755251649,0.0305314077808774,0.111626098528378,0,0.01001056052276,0.0472033342882948,0,0,0,0.0231611906011372,0,0.0623233552973843,0,0.0768211224092909,0,0,0,-0.0124053094071828,0,0,0.0903948892870689,0.0455544784934255,0,0.0709138507311466,0,0.0717874181269128,0,0,-0.0107539089261192,0.0089763002757402,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0459605147574066,0,0,0,0,0,0,0,0.00911310238999495,0,0,0,0,0,0.00636648397660609,0,0.0569759290680197,0,0,0,0,0,0,0,0,0.00805586515179062,0,0,0,0.053881386448892,0.0203729616934961,0,0,0,0,0,0,0.160406196095731,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.129803257127728,0,0,0,0,0,0.155452454493812,0.0814674017994421,0,0,0,0,0,0,0,0.0249976301987983,0,0,0.174403671885236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295472683073259,0.318808705721085,0,0,0,0,0,0.318404882119575,0,0.11599851531544,0,0,-0.0239748772572426,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0860298407023491,0,0,0,0,0,0,0,0.0328372253667596,0,0.446795195658656,0,0,0,0,0.106443831075497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306514731908499,0,0.03035899096901,0,0,0,0,0,0,0
