,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600660.SH,X600585.SH,X601600.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X000408.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.175483663951614,0,0,0,0,0,0,0.139630603230779,0,0,0.00124450457177724,0,0,0,0.0968246588455975,0.0701850460582535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199949870843496,0,0,0.0772506096891448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562968199435413,0,0
X600028.SH,0.339312548062652,0,0.18151918218642,0,0.0919551737010405,0,0.106310833851955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069838902541878,0,0,0,0.151864123591819,0,0,0.0349634254023932,0,0,0,0,0.0608963259520503,0.00873181909723477,0,0,0,0,0.0195354509241126,0,0
X601088.SH,0,0.341613001669383,0,0,0,0.202697950156361,0,0,0,0,0,0.0749311017972243,0,0,0,0,0,0,0,0,0.0850562222445128,0,-0.0304385506104805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528386237625566,0,0,0,-0.0784260608997262,0,0,0,0,0.00054225477926357,0,0,0,0,0.0156033956966387,0,0
X600309.SH,0,0,0,0,0,-0.0371487654821485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179174045678389,-0.204331587072492,-8.67361737988404e-19,0,0,0,0.21842772797972,0,0,0,0,0,0,0.387411090477688,0,0,0,0,0,0,0,0,0,0,0,-0.00851219679849599,0.118223836301668,0,0,0,0,-0.0586627319178875,-0.013232422876295,0,0,0,-0.0030737663049966,0,0
X601898.SH,0.132398699948231,0,0.0166910195326664,0,0,0.120392109457312,0,0,0,0,0,0.201080965948159,0,0,0,0,0,0,0,0,0,0.114056618599003,0,0,0,0,0,0,0.150097233365171,0,0,0,0,0.0109521552905593,0,0,0.000239758314687504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747276696665859,0,0
X600188.SH,0,0,0,0,0.098463738873143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637992580899831,0,0,0,0,0,0,0,0,0,0.178242237130248,0,0,0,0,0,0,0,-0.023730359829558,0,0,0,0,0,0.0242989704015366,0,0,0,-0.00402169068727618,0,0
X600019.SH,0,0.379070107965961,0,0,0,0,0,0,0,0.00653491397772445,0.0444878803493376,0.0802769854107887,0.0136957972895175,0,0,0,0,0,0,0.2124698545914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278897755100961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759289532711154,0,0,0,0,-0.0293415363119087,0,0
X600547.SH,0,0,0,-0.00815453220566444,0,0,0,0,0,0,0,0,0,0,0,0.683986014252534,0,0,0.0864901768940153,0,0,0,0,0,0,0.02140743974117,0,0,0,0,0,0,0,0,0,0,0,0.0256450051513846,0,0,0,0,0,0,0,0,0,0,0,-0.124932660684787,0.0916257470099018,-0.0362581084265797,-1.73472347597681e-18,0,0,0,0.0156282197752084,0,0
X600886.SH,0.103092951462574,0,0,0,0,0,0,0,0,0,0,0,0,0.277858973079802,0,0.0351475780791692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026437863139777,0,-0.245357394268062,0,0,0,0,0,0.191004875134218,-0.016422380809574,-0.0643321526271736,0,0.12777552122508,0,0,0,0,0,0,0,0,0,0,0.124850283279889,0,0,-0.0338917297708348,0,0
X600660.SH,0,0,0,0.0487393416283461,0,0,0,0,0,0,0,0,0,0,0.0884156812289611,-0.162223951910232,0,0,0,0,0,0,0,0,0,0,0.117508794682733,0,0,0.0678089934272269,0.132691337560717,0,0,0,0,0,-0.0272588084930053,0,-0.00335803273467416,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282623371055509,-0.117721421353907,0,0,-0.0470390639802173,0,0
X600585.SH,0,0,0,0.0553954718667804,0,0,0,0,0,0,0,0,0,0,0.186290695322432,0.023731338614188,0,0,0,0,0,-0.0132535246078932,0,0,0,-0.0758739037235006,0,0,0,0.12053997406178,0,0,0,0,0,0,0,0.0933111350252418,0,0,0,0,0,0,0,0,0,0.0331669161468926,0,0,-0.0326752224085866,0.0146537474633764,3.46944695195361e-18,0,0,0,-3.3881317890172e-21,0,0
X601600.SH,0,0,0,0,0,0.0209329596759756,0,0,0,0,0,0,0,0,0,0,0.544541305348465,0,0,0,0,0,0,0,0,0.0220410340502622,0,0,0,0,0,0,0,0.235856455555815,0,0,0.183122865444319,0,0,0.068527927195307,0,0,0.152202080620119,0,0,0.011878582167797,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X600011.SH,0.0521577936526324,0,0,0,0,0,0,0,0,0,0,0,0,0.177213106990901,0,0,0,0,0,0,0,0.117303709572434,0,0.325782731544994,0,-0.0629929780357424,0,0,0,0,0,0.02070360951784,0,0,0,0,0,0,0,0,0,-0.00924034140694588,0.128848128341943,0,0,0,0,0,0,0,0,0,0,-0.0553260942469294,0,0,-0.0630256781702679,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.196928555377485,0,0,0,0,0,0,0,0,0.157261057284524,0,0,0,0,0,0,0,-0.0992341174101199,-0.0425058605988137,0,0,0,0,0,0,-0.0375133366789648,0,0,0,0,0.311175457945015,0,0,0,-0.000981098121679795,0,0,0,0,0,0,0,0,0,-0.0230807592389035,0,0
X000792.SZ,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0696255392465122,0,0.0320891942149868,0,0,0,0,0.150880790392588,0,0,0,0,0,0,0.266122906449907,0,0.0534064780921076,0,0,0,0.0442301686218665,0,0,0,0,0,0,0,0,0,0.0312681053048801,0,0,0,0,0,0,0,-0.0370273756928463,0,0,0.0589182160169592,-0.0565418448742601,0,0,0,0,0,-0.014954580765859,0,0
