,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X600188.SH,X601992.SH,X000709.SZ,X000898.SZ,X600299.SH,X601158.SH,X000792.SZ,X600660.SH,X600309.SH,X000539.SZ,X000883.SZ,X600583.SH,X002466.SZ,X600352.SH,X000027.SZ,X600160.SH,X600623.SH,X000630.SZ,X000629.SZ,X600578.SH,X600489.SH,X600547.SH,X002470.SZ,X600098.SH,X600022.SH,X000959.SZ,X600021.SH,X000060.SZ,X600176.SH,X600808.SH,X000825.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000633692576285696,0,0,0,0.107829518345374,0.0537971062536491,0,0,0,0.0484743931052081,0,0,0,0,0,0,0,0,0.0146415108711112,0,0.0615998573489656,0,0,0,0,0,0,0,0,0,0.0371649546589488,0,0.117814703253154,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.171530927964191,0,0,0,0,0,0,0,0,0,0,0.135853198051341,0,0.034010675850138,0,0,0,0.0067181339049606,0,0,0,0,0,0.0307856006254096,0,0,0,0,0.0354998991591155,0,0,0,0,0,0,0,0,0,0,0,0.0387354616345051,0,0,0,-5.42101086242752e-20,0.000128680136933765,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.304557518626596,0,0,0,0,0,0,0,0.0682032857083322,0,0,0,0,0,0,0,0.00693016024668356,0,0,0,0,0,0,0,0,0,0,0,0.0378155733674729,0,0,0,0,0,0,0,0,0.0411284070666953,0,0,0.166814366163742,0,0,0,-0.0135012760699998,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0429718790524261,0,0,0,0,0,0,0,0,0,0.18769852788756,0,0,0,0,0,0.00689546096003665,0,0,0,0,0,0,0,0,0.0244441289620886,0,0,0.0225897306480142,0,0,0,0,0.135997766076686,0,0,0,-5.42101086242752e-20,0,0,0.0081928611384947,0,0,0.00142381563191679,0.00392672567173185,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.219929368930365,0,0,0,0,0,0,0,0,0.244433568515219,0.106067112579449,0,0,0,0,0,0,0,0,0,0,0,0.0220950748357973,0,0,0,0,0.0174089531642137,0.12078533400078,0,0,0,0,0,0,0.0393763914011176,0,0.132088911144966,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280727870876072,0,0.0219252216112205,0.173814126184714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175439577760808,0,0.0367482259235317,0,0,0,0,0,0.0227666496755258,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416882291921663,0,0.049046287770653,0,0,0,0.0285060601052002,0,0,0,0,0.0958959824036319,0.0294020532338526,0,0.00825783457774626,0.0018579457539448,0,0.032657025450455,0.0727686518339366,0,0,0,0,0,0,0.0478574512473015,0,0,0,0.0504342026953733,0.0873203501428794,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.101099426537471,0,0,0,0,0,0,0,0,0,0,0,0.0720645347056819,0,0,0.218891305890111,0,0,0,0.00380539322401047,0,0.058979547040697,0,0,0,0,0,0,0,0.0584940909131467,0,0,0,0.0924818650706031,0,0,0,0,0.0410285716972016,0,0,0,0.00122383253700883,0,0,0.222452939740176,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977124637113075,0.0807588602944399,0,0.1540813973405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901458536785208,0,0,0.0726487231774928,0,0,0,0,0,0,0,0,0.145759605203121,0,0,0.119624243793771,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827803152414079,0,0.0602702554273969,0,0,0,0,0,0,0,0,0,0,0,0,0.0660428955475623,0.0129924357493994,0.0557664742864171,0,0,0.0222379103164691,0,0,0,0,0.0480141920504663,0,0,0.169168858310314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
