,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600362.SH,X600886.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X002460.SZ,X000709.SZ,X002271.SZ,X600299.SH,X002110.SZ,X000629.SZ,X600219.SH,X601158.SH,X600489.SH,X000553.SZ,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X600426.SH,X600583.SH,X600985.SH,X000027.SZ,X000825.SZ,X600339.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0388001230090501,0,0,0,0,0,0,0.00376908908142279,0,0.0824260821776373,0,0,0,0.00903194355307355,0,0,0,0,0,0,0,0,0,0,0.0269004256892686,0.0113668341452549,0,0,0,0,0,0,0,0,0,0,0,0.0286292962090782,0,0,0,0,0,-0.0106057730754508,-0.0165731860675857,0,0,0,-0.00296380084134077,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949724217612958,0,0,2.16840434497101e-19,0.0639356666141838,0,0,0,0,0,0,0,0,0,0,0,0.00268931105026754,0,0.0652794551407309,0,0,0,0,0,0,0,0.0894571656702473,0,0,0,0,0.0513936857569446,0,0,0.00331154619814007,-0.0368880642736585,0,0,0,-0.00102692357211126,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.026166714628158,0,0,0,-0.0131462418549998,0,0,0,0.185381590555203,0,0,0,0.052350526540704,0.101153580440125,0,0,0,0,0.0535182177479172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260115412017058,-0.0542633485065442,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0804836012137009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484102545182103,0,0,0,0,0,0,0,0,0,0,-0.0204977010223499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078096768375047,0,0,0,0,-0.0198937034664019,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.218265734128646,0,0,0,0,0,0,0.0410634798545924,0.00131413180539518,0.0388766165868576,0,0,0,0.0449596514530451,0,0,0,0,0,0.00461746590322354,0,0,0,0,0.00873536641320041,0,0,0.0224724610357334,0,0,0,0,0,0,0,0,0,0,0.00159942146549551,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0160050266813643,0,0,0,0,0,0,0,0,0.146863946789689,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.346932530608132,0,-0.0427008433077052,0,0,0,0,0,0,0.0502419999682078,0.217016447772419,0,0,0,0,0,0,0,0.0433241531847515,0,0,0,0,-0.0332643733969474,0,0
X600011.SH,0,0,0,0,0,0,0,0.0456298917236468,0,0,0,0,0.0944103863128192,0,0,0,0,0,0,0,0,0,0,0.309612673660133,0,0,0.0600429586754301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657946761385134,0,0,0,0,0,0,0,0,0,0.0472668553681518,0,0,0,0,4.33680868994202e-19,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184151278188893,0,0,0.148406957187495,0,0,0,0,0,0,0,0,0,0,0,0.0351748521150666,0,0.318735962565515,0.122664227071377,0,0,0,0,0,0,0,0,0,0,0.0899673948442025,0,0,0,0,0,-0.0123112884339424,0,0,0,-0.00312713053318064,0,0
X601600.SH,0,0,0,0,0,0,0,0.0931086244277617,0,0,0,0,0,0,0,0,0,0.09831808022212,0,0,0.0880424549497217,0.101898841425176,0,0,0,0,0,0,0,0,0,0.000963369953295144,0,0,0.0224752095684184,0.262310041190902,0,0,0,0,0,0,0,0.0673449748990736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00991240460197792,0,0,0,0,0,0,0,-0.0715587250704862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924818266708778,0.0669041521748484,0,0,0,0,0,0,-0.0102323952545476,0,0,0,0,-0.0700673378465527,0,0,0,0,0,0.0138082111732221,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0922934068332916,0,0,0,0,0,0,0,0.187202619739277,0.118175520407276,0,0,0.0427750699709186,0,0,0.0617472222591101,0,0,0.0236318184454019,0,0,0,0,0,0,0,0,0.00793620480265885,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0403467548197254,0.114681375817724,0,0,0,0,0,0,0,0,0,-0.0207933409621698,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176156943942751,0,0,0,0,0.0737505922862881,0,0,0,0,0,0,0,0,0,0,0,0.181123113015866,0.0878056980883798,0,0,0,0,0.0219279999910221,0,0.0095250077262584,0,0,0,0,0.00275211542131409,0,0,0,0,0,0,0,0,0,0,0
