,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X002466.SZ,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600111.SH,X000553.SZ,X000898.SZ,X600027.SH,X600352.SH,X601992.SH,X600176.SH,X000825.SZ,X600299.SH,X000709.SZ,X000786.SZ,X000792.SZ,X000408.SZ,X600426.SH,X600808.SH,X000883.SZ,X600315.SH,X601699.SH,X601158.SH,X000830.SZ,X600219.SH,X002110.SZ,X000932.SZ,X600339.SH,X600489.SH,X002271.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012291514590397,0,0,0,0,0,0,0.0305066750913019,0,0,0,0,0,0,0.0253508141648038,0,0,0,0,0,0.110733463656543,0,0.143800431358595,0,0,0,0.0914679686876957,0,0.0145882828116001,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0749990804431113,0,0.316804298272604,0,0,0,0,0,-0.0730014958108713,0,0,0,0,-0.100673552853527,0,0,0,0,-0.0647961785854761,0,0,0,0,-0.132639142286303,0,0,0.0215174441311718,0,-0.0662473200819251,0,0,0,0,0.0781211870720838,0,0.0321559570963379,0,0,0,0.0289910857728495,0,0,0,0,0,0,0,0,0,0,-0.00269919568506355,0,0,0,0,0,0,0
X601088.SH,0,0.242179003994795,0,0.0598182274534374,0,0,0,0,0,0,0.390788167589867,0,0,0.0617527533328275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344067414406729,0,0,0,0,0,0,0,0,0,0,0.00981330239470554,0,0,0,0,0,0.0372675805300275,0,0,0.00967861927936168,-0.0307040828177989,0,0,0,0,0,0
X600585.SH,0,0,0.0772766254852148,0,0,0.0143114262658029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160032397224582,0,0,0.0476327187994305,0,0,0,0,0,0.292714902577461,0,0,0.162075809261224,0,0,0.0964521135870431,0,0,-0.033807878338196,0.0355337213112787,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.334334028412909,0,0,0,0.144086565742842,0,0,0,0,0,0,0,0,-0.0216726325995973,0,0,0,0,0.0644807730350351,0,0,0,0,-0.0160656262534757,0,0,0,0,0,0,0,0,0,0,0.0904316787219694,-0.021298153505483,0,0,0,0,-0.00123658937497043,0.0663455009024169,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580681979552273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596037671474927,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0103504373602585,0,0,0,0,0,0,0,0,0,0,0.0362380158276791,0.0452211689382982,0,0.0802341429604238,0,0,0,0.181913398292314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347440029598514,0,0,0,0,0.00915854034589056,-0.0256382959844091,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0435752251403837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172595541673465,0,0,0.0390635928951656,0,0,0,0.188168771729466,0,0.102105296092735,0,0,0,0,0.0490876355317659,0,0,0,0.127287619047519,0.0461920849884669,0,0.0943343180758735,0.0191259109548299,0.0474053955668176,-0.00489421114825865,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.030104066404762,0,0,0,0.00825884945100213,0,0,0,0,0,0,-0.137645150710359,0,0,0,0,0,0,0,0,0,0,0.177192055891044,0,-0.028542824771769,0,0,0,0,0,0,0,0,0,0,0,0,0.062772790764206,0,0,0,0,0,0,0.0251367950025983,-0.0337334374559909,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0990218498860471,0,0,0,0,0,0,0,0,0.00510982988694163,0,0.0906008715359275,0,0,0,0,0,0.0557626231663675,0,0,0,0.284820770784515,0,0,0,0,0,0,0,0,0,0.0452533090256747,0,0,0,0,0,0.0153305472317425,0,0,0,0,0,0,0,0,0,0
