,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X600011.SH,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600219.SH,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X600801.SH,X000807.SZ,X600688.SH,X002353.SZ,X300073.SZ,X000825.SZ,X600352.SH,X600141.SH,X600027.SH,X600489.SH,X000630.SZ,X000932.SZ,X000959.SZ,X600157.SH,X600096.SH,X600160.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00288341572042496,0,0,0.116486294386196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363691024640209,0.109910527010754,0,0,0,0.0527474731690272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00405354948690236,0,0,0,0.0408668924165628,0,0
X600028.SH,0.244209095085205,0,0.0142021273483542,0,0,0,0,0,0,0,0,0,0.00686119560097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054492796817659,0.0206647729282457,0.0460591316001173,0,-0.0208392763096289,0,0,0,0,0,0.0129464678372068,0,0,0,0,0,0,0,-0.00746383351370813,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0.154288314544256,0,0,0,0,0,0,0,0,0.189891494390291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109803441169649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124300144730413,0,0,0,0,-0.00269921369098991,0,0,0,0.0192870320591412,0,0
X600309.SH,0.0707332265207209,0,0,0,0,0,0,0,0,0.0235695362207892,0,0,0,0.0600051535596114,0,0,0,0.0145147891351401,0,0,0,0,0,0,0,0.00169985061850677,0.0334985648837732,0,0,0.203940834885791,0.0302440089400022,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0157908951285497,0,0,0,0,0,0.0256075915838755,0,0,-0.00911088585034042,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0669283779847486,0,0,0,0,0.0607367910884866,0,0,0,0,0,0,0,0.0180134032938043,0.0263139162963037,0,0.108439895616671,0,0,0,0,0,0.388197579332067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310830537986696,0,-0.0294200012663385,0,-0.00991175016987941,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.113873653153693,0,0,0.334512006358321,0,0,0,0,0.00295481018131719,0,0,0,0,0,0,0,0,0,-0.0923989097015827,0.100057516131753,0,0.0785379894924336,0,0.0611601041069925,0,0,0,0,0,0,0.0951830100550913,0,0,0.0587390603480342,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.156216551428435,-0.164497248157049,-0.0381590316759082,0.360011685301899,0,0,0,0,0,0,0.0455185775247201,0,0,-0.244667136843769,0,0,0,0,0.159949744697475,0.0548260367347434,-0.03370162967707,0,0,0,0,0,0,0,0,-0.123593268938538,0,0,0,0,0.0776101566438813,0,0,0,0,0,0,0,0,0,0.00560549952218676,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0589901827700585,0.0648545656203546,0,0,0.00351010033698214,0.147067741693791,0,0,0,0,0.194202403400569,0.19711893374924,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0583433885683191,0,0,0,0,0,0,0,0,0.109192791430356,0,0,0,0,0,0.080435062748613,0,0,0,0,0,0,0,0,0,0,0.00930786298608394,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00752715471804893,0,0,0,0.100793599549774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191077425906544,0,0,0,0,0.114497324548601,0,0,0.113340579004663,0,0,0.0651674322207258,0.116949522101666,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.0534159194431062,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.263241090033369,0.0971152043582703,0,0,0.650324133436301,0,0.465927369268493,0,0,0.0159841290746067,0,0,0,0,0.00216727393753015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447423645832225,0,0,0,0,0.0301656269192594,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.424730178873824,0.0803300880389129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341406617672212,0,0,0,0,0,0,-0.187359742753343,0,0,0,0.257825356599961,0,0,0,-0.0696041700976249,0,0.0934316064361626,0,0,0,0,0,0,0,0.0546596252247271,-0.0541522782668328,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0437198950591596,0.0159019210108037,0,0,0.0745928899001127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270976613426333,2.16840434497101e-19,0,0,0,0,0,0.0932310195730913,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.016763562079002,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0831033755730548,0,0.0918504715609025,0,0,0,0.0311979158229992,0,0,0,0.120129323322204,0.0875190498702431,0,0,0,0.160046006960494,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0.430161422435897,0,0,0,0,0.173766035942299,0,0,0,0,0,-0.0191846661858727,0,0,0,0,0,0
X002271.SZ,0,0,0.0460307896199148,0,0,0,0,0,0,0,0,0,0.000239914124146985,0,0,0,0,0,0,0,0,0,0.0843846061741207,0,0,0,0,0.576416187668223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892855494979677,0,0,0,-0.00817860963568917,0,0,0,0,-0.0187632148790054,0,0
X600660.SH,0,0,0,0,0,0.149789368498583,0,0,0,-0.0491481400473106,0,0,-8.67361737988404e-19,0,0,0,0,0.020384394211099,0,0,0,0,0,0.222890661335058,0,0,-0.143881500991827,0,-0.0165372158033132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00394261521565761,0,-1.73472347597681e-18,-0.08218888288307,-0.0329834765354814,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0983657976902683,0,0.11733402351781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817519315297749,0,0,0,0,0,0,0,0,0,0.0228246742603062,0,0.0610199018751795,0,0,0,0,0,-0.0306342362045464,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.116031928746282,0,0,0,0.240352354775006,0,0,0,0,0,0,0.103451495564927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056411988461054,0,0,0,0,0,0,0,0,0,0,0,0,0.0780306215080843,0.0398330510348752,0,0,0.0365029129134388,-0.00747261602863381,0,0,0,0,0,0
X000301.SZ,0,0,-0.287257933169951,0,0,0,0,0,0,0,0,0,0.260521680180246,0,0,0.0718204522976831,0.0394768580741113,0,0,0,0,0,0,0.154267253076077,0,0,0,-0.0159151193946158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468089183890178,0,0.218665896112561,0,0,0,0.0316398433873305,0.0209377385803478,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0849875726741969,0,0,0,0,0,0,0,0,0.0520324605271099,0.0604777965364782,0,0,0.0451904278699309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550674630976029,0,0,0,0,0,0.102030582610444,0,0,0,0,0,0,0,0,0,0,0,0.00696433587741543,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108317749841157,0.000869604602433181,0,0,0,0,0,0,-0.0111769179088761,0,0,0.0447209979576874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941524907065545,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.00316034583537635,0,0,0,0,-0.0215624440908511,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.163864408816249,0.192374073292941,0,0,0,0,0,0,0,0.00206248359247608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12368476964814,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.105306489850598,0.108571538129858,0,0.0121140306479262,0,0,0,0.023134302571875,0,0,0,0,0.0391825355386611,0,0
X600362.SH,0,0,0.0157672217741809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125980296351666,0,0,0,0,0,0,0.0460767106127879,0,0.054671499072671,0,0,0,0,0,0,0.393835146380118,0,0,0,0,0,0.00660361347648103,0,0.0245058594734117,-0.0334091368892746,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0638691776539384,0,0,0.294598109996612,0,0,0,0,0,-0.0054677408628294,0,0,0,0,0,0,0,0,0,0,0,0,0.179025856298649,0.0820009783766662,0,0,0,-0.0734980447471813,0,0,0,0,0,0,0,0,0,0,0,-0.0656962443781225,0,0,0,0,0,0,0,-0.00626491155895796,0,0
X600426.SH,0.0615405627353177,0,0,0.168960391320277,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0169017929605912,0.0274806050273009,0,0,0,0,0,0,0.0656906353160009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314932403394134,0,0,0,0,0,0,0,0,0,0.0196734949852366,-0.0527407582844891,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0401909901636135,0,0,0,0,0,0,0,0,0,0,0.0659789023443595,0,0,0,0.244249243593412,0,0,0.176210933319984,0,0,0.035020815736936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326241081735485,0,0,0,0.0180473271239836,0,0,0,0,0.00772925972110407,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.435411862339494,0,0,0,0,0,-0.0851220447126757,0,0.116667718227936,0,0,0,0,0,0.124825139960759,0,0,-0.173999797199135,0,0,0,0.179386610658038,0,0,0,0,0,0,0,-0.0509192418683998,0,0,0.0587827451052407,0,0,-0.113647952814421,0,0,0,0.143368338490343,0,0,0.0821008184436291,-4.33680868994202e-19,0,0,0,0.129156115667501,0,0
