,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600027.SH,X600362.SH,X600188.SH,X600111.SH,X601992.SH,X600157.SH,X600583.SH,X000709.SZ,X600021.SH,X000898.SZ,X600309.SH,X600352.SH,X601158.SH,X000539.SZ,X000629.SZ,X600489.SH,X600808.SH,X000792.SZ,X000825.SZ,X600547.SH,X600578.SH,X000060.SZ,X000027.SZ,X600660.SH,X600008.SH,X600863.SH,X600307.SH,X002353.SZ,X000831.SZ,X600219.SH,X002470.SZ,X600022.SH,X600549.SH,X000959.SZ,X000630.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.593067330956359,0,0,0.00142175684105908,0,0,0,0,0,0,0,0.047942600733576,0,0,0,0,0,0,0,0,0,0,0.115450019432742,0,0,0,0,0,0.0498000771919748,0,0,0,0,0,0,0,0,0,0,0,0,0.0420500388919934,0.013404993660252,0,0,0,0,0,0,0.00749887125610876,0.0173178046124559,0,0,0,0,0,0
X600028.SH,0.650544022212208,0,0,0,0,0,0.00415695851531207,0,0,0,0,0,0,0,0,0.0204829617677371,0,0.085858257532332,0,0,0,0.000882256611414445,0,0,0,0.0433396686142934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313246184443597,0,0,0,0,0,0,0,0,0.0046847678729799,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.395840246166083,0.0757696433947085,0.145430900314869,0,0,0,0,0,0,0,0,0.0272054755217752,0,0,0,0,0.0635651091939761,0.0553288933103638,0,0,0,0,0,0,0.0466804543791277,0,0.0972685999362058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00523899475364357,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0792740627876064,0,0,0,0.0716359576398554,0.113635798247589,0,0,0.3899121617969,0,0,0,0,0,0,0,0,0.0825277766875716,0,0,0,0,0,0,0.00997996890376028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690682877101554,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0676420725016574,0,0,0,0,0,0,0,0,0.0955267648883042,0,0,0.0600179668243747,0.0233868397550759,0.383962752897854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163105316362711,0,0,0,-0.0276195146061598,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0688976451640519,0,0,0,0,0,0.269956149555638,0,0,0,0.10031027664992,0,0,0,0,0,0,0,0,0.0733904075286717,0,0,0,0,0,0,0.0447511341246935,0,0.0541772435345438,0,0,0,0,0,0,0.217694553651095,0,0,0,0,0,0,0,0,0,0,0,0,0.011186762045566,0,0,0,0,0,0
X600585.SH,0,0,0.130352075847186,0,0,0,0,0,0,0,0,0,0.0404153928881371,0,0,0,0,0.115947057329247,0,0.245555022975228,0,0,0,0.0751354373123396,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00137213493221051,0,0,0,0,0,0
X601600.SH,0.033509757845746,0,0.236075685322157,0,0.0211349865438171,0,0,0,0,0.0734643377276227,0,0.0739574848941654,0,0,0,0,0,0,0,0,0,0.0220930907802565,0.0173230073847283,0,0,0,0,0,0,0.106217631350768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026566894712349,0.0361093077815083,0,0,0,0,0,0
X601898.SH,0,0,0.0256634478614954,0,0.0756733976116717,0,0,0.10659602268464,0,0.054370874515784,0.0410253701280165,0.0317565600399772,0,0,0,0.0443236780540889,0,0,0,0,0.00386105568679009,0,0.120991598456012,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383213362586977,0,0,0,0,0,0
X601991.SH,0,0,0,0.355577145586509,0,0,0,0.129485805215631,0.0514412697106039,0,0,0,0,0.0866982202677274,0,0,0,0.0867869402569769,0,0.0554082637058539,0,0.22227733699158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159513897380035,0,0,0,0,0,0,0.0428640546473497,0,0,0,0,0,0,0,-0.00620855256671947,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.217897133927318,0,0,0,0,0,0,0,0,0,0,0,0.126525862803081,0,0,0,0,0.232973738340089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159671181335362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034219054591579,0.059175254322111,0,0,0,0,0,0
X600688.SH,0.0822769654020788,0.356080853240787,0,0,0.107917316502052,-0.0728319561560201,0,0,0.0724590293394696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551158082044955,0,0,0,0,0,0,0,0,0,0,0,0.100105897859999,0,0,0,0,0.0520617965133738,0,0,0,0,0,0.228781563321642,0,0,0.080546211105763,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.130651357725231,0.13540680436683,0.222933194075547,0,0,0.310637218750574,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174762986629437,0,0,0,0,0,0,0.0346684114199751,0,0,0,0,0,0,0,-0.00202811150498783,0.0375053145703986,0,0,0,0,0,0
X600027.SH,0,0,0,0.232775070716549,0,0.384477706427425,0,0,0,0.0566439457476598,0,0,0,0,0,0,0,0,0,0,0,0.00422444936034024,0,0,0,0,0.106689883461815,0,0,0,0,1.73472347597681e-18,0,0,0,0.168346367229629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372432665838741,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0627606471967902,0,0,0,0,0,0,0,0.112747490133897,0,0,0,0,0,0,0,0,0,0,0,0.0264232151382835,0,0.00125856023967879,0,0,0,0,0.285488626913492,0,0,0.0436180496412765,0,0,0,0,0.0342656219978021,0,0,0.0929703612640529,0,0,0,0,8.54969133280545e-05,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0494687753721595,0,0,0,0,0.0263482670532263,0.218050996869746,0,0.22851402681623,0.042469145997045,0,0,0,0,0.0458504808161043,0,0,0,0,0,0,0,0.10418737968491,0.15690762813337,0.0379460070705253,0,0.034974077156971,0,0,0,0,0,0,0,0,0,0,0,0.102813924799152,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0270120340618901,0,0,0,0,0,0,0,0,0,0.0246493020402072,0,0,0,0,0,0,0,0.103921259642388,0,0,0,0.100364249467896,0,0,0.0333550559487421,0.129614777885959,0,0,0,0,0.0566906052123655,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00602308058029967,0.0173883840822025,0,0,0,0,0,0
