,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X600660.SH,X000723.SZ,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600176.SH,X600111.SH,X600516.SH,X002466.SZ,X000709.SZ,X000786.SZ,X002460.SZ,X600299.SH,X002271.SZ,X000629.SZ,X600219.SH,X002110.SZ,X600489.SH,X601158.SH,X600985.SH,X600808.SH,X000990.SZ,X000883.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600157.SH,X000027.SZ,X600583.SH,X601699.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0129676882786074,0,0,0.0623716262592717,0,0,0,0,0.0130212648072852,0,0,0,0,0,0.106747323498824,0,0,0,0,0,0,0,0,0,0,0,0.000696406361840987,0,0,0,0,0,0,0.0296900601428342,0,0,0,0,0,0,0.0041310660522444,0,0,0.00600441045834493,2.16840434497101e-19,0,-0.0127153941510019,0,0,0,0,0,0,0
X600028.SH,0,0,0.111047824464513,0,0,0.0106469079295392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135555890847545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227031741570155,0,0,0,0,0,0,0.12811658281711,0,0,-0.0342905594148878,0,0,0,0,0,0
X601088.SH,0,0,0,0.0945094436239644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784324682808998,0,0.0222735305535336,0,0,0.0539191364625511,0,0,0.0565670761328495,0,0,0,0.0177606440617528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518242742235183,0,0,0,0.0434147020728927,0,0,-0.0566681629618685,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0780185287307002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492718214637212,0,0,0,0,0,0,0,0,-0.0191645392398804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00794304534335277,0,0,0,0,-0.0159807267786848,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.090217949982956,0,0,0,0,0.042667417001118,0,0,0,0,0,0.112317403629116,0,0,0.136588674263794,0,0,0,0,0,0,0.0654998532505511,0,0.0117153926842524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618016567166712,0.0406373961587932,0,0,0,0,0,-0.0242666609250019,0,0,0,0,0,0
X600309.SH,0,0,0,0.055860612995163,0,0,0,0,0,0,0,0.0238812009593534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221494159837337,0,0,0,0,0,0.148170944584653,0,0,0,0.0418590542561345,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.213780077905327,0,-0.0524443784825948,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0945938843796953,0,0,0,0,0,0,0,0,0,0,0,0,0.393280138828937,0,0,0.354093157447828,0,0,0,0,0,0,0,0,0,-0.000571135882714223,0,0,0,0,0,0,0.00729421888605016,0,-0.0336385050738598,0,0,0,0,0,0,0,0,0,0,0.0282248271036289,0,0,0,0,0.0773112708997385,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0326324921359692,0,0,0,0,0,0,0,0,0,0,0.080876082847538,0,0,0,0,0.0414162109145905,0.0935879219810401,0,0,0,0,0,0,0,0.0328120485957488,0.225510231044563,0,0,0,0,0,0,0,0,0,0,0.18637362299352,0,0,0,0,0,-0.00481800600738113,-0.0137924493833209,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524853304406364,0,0,0,0.0379872966783922,0,0.165963323716987,0.0387303653668675,0,0.050566045218062,0,0,0.0311102804060225,0,0,0,0,0.0326528092485176,0,0,0,0.266237395033367,0,0,0,0,0,0,0,0,0,0,0.0146318320560031,0,0,0,0.122159051416651,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346458290683566,0,0,0,0,0,0,0,0,0,0,0,-0.0318386259556999,0,0,0,0,0,0.0758795254271933,0,0,0,0,0.741353593308006,0,-0.00315413210156112,0,0,0,0,0,0,0.0230625609323023,0,0,0,0,-0.0528636073167515,-0.0075628006444618,0,0,0,0,0.00593427480527729,0,0
