,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600188.SH,X600299.SH,X000792.SZ,X600660.SH,X601158.SH,X002466.SZ,X000709.SZ,X600309.SH,X000539.SZ,X000898.SZ,X000883.SZ,X600583.SH,X000027.SZ,X600160.SH,X600623.SH,X600352.SH,X000630.SZ,X002470.SZ,X600578.SH,X000629.SZ,X600547.SH,X600489.SH,X600098.SH,X600021.SH,X600176.SH,X600022.SH,X000060.SZ,X600808.SH,X300072.SZ,X000825.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0778612719373628,0,0,0,0,0,0.0644515512121826,0.0435187563982826,0,0.00146627760131745,0,0,0,0.0484635576796159,0,0,0,0,0,0.0731333664087018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892311104339273,0.0697026926934226,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0270935288523934,0,0,0,0,0.106328357199408,0,0,0,0,0,0.0370782781398769,0.240531172064536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188096242628139,0,0,0,0,0,0.0235227414759183,0.0114941260117744,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.352424814744779,0,0,0,0,0,0,0,0,0,0,0.0104004953730446,0,0.0137732936531886,0,0,0,0,0,0,0,0,0,0,0.00308722423935791,0,0,0,0,0,0.0425378161077177,0,0,0,0,0,0,0.0546056522658812,0,0,0.104871918992456,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0131531064439712,0,0,0,0,0,0,0,0,0,0,0.158831670799359,0,0,0,0,0,0,0,0,0,0,0,0,0.00867462987892297,0,0,0,0,0,0.0118808596648388,0,0,0.11846160173899,0.123234580072096,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0014058239949642,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446753526329311,0.130912955740352,0.237108023760576,0,0.239399111263789,0,0,0,0,0.0319151037177229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063238706383601,0.0405132451206786,0,0.0296970132660405,0,0,0.0555164318352374,0.047619369724512,0.0221458998776045,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404847362061786,0,0,0,0,0,0,0,0,0,0.304305379152704,0,0,0,0,0,0.0290944826192117,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.102628507587095,0,0.359173957157536,0,0,0,-0.0425946225876844,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.121081654034336,0,0,0,0,0,0,0,0.0277933396662191,0,0.0741054003952959,0,0,0,0,0,0.0214221608208758,0.0642800670800137,0,0,0,0,0,0,0,0,0,0,0,0,0.069972180230585,0,0,0,0,0.0737192062171858,0,0,0.0886755009542431,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127152140738338,0,0,0.236192126992781,0,-1.73472347597681e-18,0,0,0,0.0118324511004291,0,0,0,0,0,0.00415244619625374,0,0,0,0,0,0,0.0909835430419151,0,0,0,0,0,0.0153297386071306,0.100609416294944,0,0,0.281229174075157,0,0,0.00940709628168683,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17852252233716,0.102742148072634,0,0,0.10713944837238,0.00647173790971481,0,0,0,0,0.047420031710117,0,0,0,0,0,0,0,0,0,0.0237730185821812,0,0,0.0882334499413857,0,0,0,0,0,0,0.134149646331579,0,0,0.0685257537260648,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950430625726883,0,0,0,0,0,0.0529462898899303,0,0,0,0,0,0.041071786996024,0.0592099900142441,0,0,0,0,0,0.0656723991138076,0,0,0,0.186450498655163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.153609748743091,0,0,0,0,0,0,0,0,0,0,0.168549093491483,0,0.0305231422447302,0,0,0,0.00865006903156161,0,0,0,0,0,0,0,0,0,0,0,0,0.0249950292669309,0,0,0,0.229383507811743,0,0,0.00124895620588345,0.0282598921631886,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.176677368144435,0,0,0,0,0,0,0,0.151765113999854,0,0,0.0229340588498185,0,0,0,0.0719659792060862,0,0.00955586203032975,0,0,0,0,0,0,0.024677196712572,0,0,0,0,0,0,0,0,0.128172939141069,0,0,0,0.152919178527993,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.163823490402826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735991395825834,0,0,0.0598482631983297,0,0,0.0145676619803253,0,0,0,0,0,0,0,0,0,0.0875565375276894,0.202151218680221,0,0,0,0,0,0.0177562721227599,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261693456402814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418770215939344,0,0,0.0385058362959496,0,0,0,0.0330866331899084,0,0,0.025904729161881,0.150042481060047,0,0,0,0,0,0,0,0,0,-0.00362806461444023,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0169013953405051,0,0,0,0.312950324314991,0,0,0,0,0,0,0.12509260592523,0.114241051704804,0,0.0940601111528878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600190489798952,0,0,0,0,0,0,0,0,0,0.158239620428014,0,0,0,0,0,0,0.00482415849767366,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.109099819740885,0,0,0,0,0,0,0,0,0,0,0,0,0.0737425725071551,0,0,0,0,0,0,0,0,0,0,0.00826850967010544,0,0,0,0.126370869830098,0,0.198774845332401,0,0,0.074215104595315,0,0,0,0.128119520524538,0,0,0,0,0,0,-0.00676594423219166,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.191412320353453,0,0,0,0,0,0,0,0,0,0.132283886712407,0,0,0,0,-8.67361737988404e-19,0,0,0.101703021960797,0,0,0,0,0,0,0,0,0.0106273693761743,0,0,0,0,0,0,0,0,0,0,0.208274331394344,0,0.255312519579528,0,0,0,0,0,-0.035604210924201,0.0168813912678305,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0.00688411627832004,0,0,0,0,0,0,0.036766750631738,-0.0355726492934991,0,0.260420212816519,0,0,0,0,0,0,0,0,0.109007608487896,0,0,0,0,0.0357836929572137,0,0,0,0,0.0948467836905144,0,0,0,0.239116516881696,0.250497976995037,0,0,0,0,0.00846824102602953,0.0169638604858026,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.417085462207637,0,0,0,0,0,0,0,0,0,0.0867264522124815,0,0,0.0218287325708611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020710312548521,0,0,0,0,0,0,0,0,0,0.284920435441481,0,0,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637633477533353,0,0,0.0264506146335373,0,0.167755462545691,0,0,0,0,0.145330335794889,0.248422030838132,0,0,0.067663540550404,-0.102755899205937,0,0,0,0,0,0,0,0,0.202690238511045,0,-0.000129894799737203,0,0,0,0,-0.0152023147606503,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288730350444742,0,0,0,0.257248404945641,0,0.39431262400949,0,0,0,0,0.0117352024573751,0,0.198293510051348,0,-0.0708815261788496,0.00520261028584121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025122903535674,0.0519447383395899,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.123793303846049,0,0,0,0,0,0,0,0,0,0,0,0.0720249412807358,0,0,0,0,0,0,0,0,0,0,0,0,0.0234150261703106,0,0.0324459863988218,0.117344519409409,0,0.0457768059310368,0,-1.73472347597681e-18,0,0,0,0,0.0944401663683762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.119741537671082,0,0,0,0.0939714828607167,0.0332085416381877,0,0.117978640738632,0.117423281972762,0,0,0,0,0,0,0,0,0,0,0.113583732399874,0,0,0,0,0.023437763910964,0,0.0009047754051933,0,0,0.111137690002955,0,0,0,0,0.0774671658610049,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.21596594589914,0,0,0,0,0,0,0,0,0.445797057109904,0,0,0,0,0,0,0,0,0,0,0,-0.0894713363686855,0,1.73472347597681e-18,0,0,0,-0.193269084316049,0,0.0736608607181805,0,0,0,0,0,0,0,0,0,0.250597312766914,0.0521132233462629,0,0.292018589057589,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.03182653193762,0,0,0.0559138755211771,0,0,0,0,0,0,0,0,0,0,0,0.0729372269247767,0,0,0,0.537089762191684,0,0,0,0.0684071358608749,0,0,0,0,0,0.00502987286519863,0,0,0,0,0,0,0.03204696001053,0,0,0,0,0,0,-0.0268967149193555,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0580447401154068,0,0.0260514475497159,0,0,0,0,0,0,0,0,0,0,0,0.165388244302643,0.0475155333485857,0,0,0,0,0,0,0,0,0,0.132763880773995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143810766250262,0,0.125034429044259,0,0,-0.00419306517198548,0.00330332450371959,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0.00656365294037054,0,0,0,0,0,0,0,0,0,0,0.169066050887389,0.0422218256275701,0,0,0,0,0,0,0,0,0,0,0.0606556771467137,0.0493337552666834,0,0.0814602152350233,0,0,0,0.170191864016551,0,0,0.0969639001361301,0,0,0,0,0,0,0,0,0,0,-0.00699757444085369,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.125592271099301,0,0.0630298354258582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540428533959944,0,0,0,0,0,0,0.0148837232163805,0,0,0,0,0,0,0,0,0.0574615828303024,0,0,0,0.060538751171072,0,0,0,0,0,0,-0.0254215360043951,0,0,0,0,0,0
