,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600188.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X601992.SH,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X600176.SH,X000898.SZ,X600516.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X600027.SH,X000553.SZ,X000408.SZ,X000792.SZ,X002271.SZ,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X000959.SZ,X601158.SH,X000983.SZ,X000883.SZ,X600339.SH,X000723.SZ,X000630.SZ,X002470.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.471058079017842,0,0.063114567571344,0,0,0,0,0,0,0,0,0.0196891578262033,0.0573235490945381,0,0,0.0108291811054228,0,0,0,0,0,0,0,-0.0226056759941182,0,0,0.00535171990492586,0,0,0,-0.0307746643800601,0,0.0768299003691991,0,0,0,0,0.009652417097627,0,0,0,0,0,0,0,0,0,0,-0.00126775202614681,0,0,0,0,0,0,0
X600028.SH,0.435718813609397,0,0.0298124558272816,0,0,0,0,0,0,0,-0.0402493354525386,0.0430249308287582,0,0,0,0,0,0,0,0,0,0,-0.0950037467304688,0,0,0,0,0,0,0,0,0.00555665943524288,0.0325735571401228,0,0,0,0,-0.068197035491495,0,0,0,0,0,0,0,0,0,0,0,-0.0107454326080071,0.0183429412002106,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.194724037577474,0,0,0,0,0,0.143997857703843,0,0,-0.112011376190417,0,0,0.00537661607857832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232746064798892,0.0499398048078226,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325821011899321,0.0995299838380212,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676265680720811,0.316490284672174,0.118158338457433,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.108826698781445,0,0,0,0,0,0,0,0,0,0,0,0.0283877473544098,0.00331981968125235,0.0219026653991669,0,0,0,0,0
X600585.SH,0,0,0.423431113775251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238980817507787,0,0,0,0,0,0.0159116282544269,0,0,0,0,0.0336851825982099,0,0,0,-0.054133342535575,-0.118785381360221,0,0,0,0,0.00303175146323383,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0077016626572817,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00781757655550953,0,0,0.12360759132848,0,0,0,0,0,0,0,0.0766107617467924,0.0601926234765913,0,0,0,0,0,0,0,0.0828387462402527,0,0.0012434637120759,0,0,0,0,0.180086382976432,0,0,0,0,0,0,0,0,0,0,0,-0.0106249902262156,0,0,0,0,0,0,0
X600309.SH,0,0,0.0762467014632453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107551220906373,0,-0.170108261629223,0,0,0.265271502484333,0,0,0,0,0,0,0,-0.0584731564916124,0,-0.0649563711501282,0,0,-0.0188202999238576,0,0,0,0,0,0,0,0,0,0,0.458876940549482,0,0,-0.00541087001634225,-0.0310587488904695,0,0,0,0,0,0
X600011.SH,0,0,0,-0.144260906501899,-0.0357809951518146,0,-1.0842021724855e-19,0,0,0,0.0512660871034253,0,0,0,0,0.232683759492452,0,0,0,0,0,0,-0.0530432138262429,0,-0.0426953700851436,0,0,0.0120420881727414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984133345146106,0,-0.0253969338745209,0.0321435791192699,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0137521788149163,0,0,0,0,0,0.222140709638557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165467890893375,0,0,0,0,0,0,0,0.00931474120020872,0,0,0,0,0,0,0,0.0736397784013769,0,0,0,0,0,0,0.0715354128038566,0,0.00227455007524636,0,0,0,0,0,0,0
X600660.SH,0,0,0.00237348330552039,0,0,0,0.0800888655370362,-0.0834439547709979,0,0,0,0,0.190155585628307,-0.07282000344535,0,0,0,0,0,-0.0295430148999572,0,0,0.0532825031459201,0,0.0394471611000821,0,0,0.0808077278973046,0,0,0,0.0838705130058652,0.0343027179086603,0.104307293554109,0,0,0,0,0,0,0,0,0,0,0,-0.116145169921921,0,0,0,-0.0313071128558034,0.0444515981399403,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847931155314301,0,0,0.0553344079171875,0,0,0.0821852679171599,0,0,0,0,0,0,0,0,0.19720731832122,0,0.0385344268025256,0.00604903498393931,0.0208562593464966,0,0,0,0,0,0,0,0.463463150306744,0,0,0,0,0,0,0,0,0.0088956701869295,0,0,0,0,0,0,0
X600688.SH,0,0.0621104174486745,0,0,-0.0346900013468294,0,0,0,0,0,0,0,0.041430371654673,0,0,0,0.0372528120269942,0,0,0,0,0,0.0352134640797375,0,0.0322936051728005,0,0,-0.0769917578227511,0,0,0.144475833193303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.00298229540705692,0.0151628530190899,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124980335463969,0,0,0,0.159671144849283,0,0.0261396219185207,0,0,0.0800491241744697,0,0,0.0533384932897776,0,-0.0768060053040724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312659488671606,0.0451210453589262,0,0,0,0,0,0
X600362.SH,0,0,0,0.0831998055433377,0,0,0.0038179719854115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451413758735152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170810441221984,0,0,0,0,0,0,0,0,0,0,0,0,0.00781280245161428,0,0,0,0,0,0
X600795.SH,0,0,0,0.0344644555619145,0,0.37227947099664,-0.0981952846790796,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0451819140420067,0,0,0,0,0.0482897440318982,0,0,-0.0571129527024473,0,0,0,-0.0814801319860467,0,0.0872657199402897,0,0,0,0,0,0,0,0,0,-0.0105620987463138,0,0,0,0,0,-0.00205051077758776,0.0265555105563022,-0.00498282314226621,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00299869936075256,0,0,0,0,0.0168624025120196,0,0,0.0101099177221357,0,0,0.103287502175246,0,0,0,0,0,0,0,0,0,0.143039404844752,0,0,0.102990851227746,0,0,0,0,0,0.0192428028206625,-0.0239194073746264,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.078809302829279,0,0,0,0,0,0.166021772437625,0,0,0,0,0,0,0,0.0864669314332386,0.798723267275972,0,0,0,0,0.0277149755843478,0,0,0,0.0199819666946536,0,0,0.114555688593359,0,-0.0131899854901444,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00356239584708474,0.0301286916336347,0,0,0,0,0,0
