,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X600489.SH,X000786.SZ,X002466.SZ,X000898.SZ,X600176.SH,X002460.SZ,X600299.SH,X601158.SH,X600426.SH,X000883.SZ,X002353.SZ,X000709.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000792.SZ,X600315.SH,X000630.SZ,X600985.SH,X000553.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722206352118802,0,0,0,0.0674843333196655,0,0,0,0.0325197902924986,0,0,0,0,0,0,0.0501331168813571,0,0.0474153073412297,0,0.0345217155552048,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00717297136444675,0,0,0,0,0.0246092303342605,0,0
X600028.SH,0,0,0.0624007055401638,0,0.0123599507283952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434484140007656,0,0,0,0.0886824500659042,0,0,0,0,0,0,0,0,0,0,0.0636785936684216,0,0,0,0.0289280419919254,0,-0.0131319420121623,0,0,0,0,0,0,0,0,0,0,0,-0.00112248651768643,0,0,0,0,-0.0133324271617344,0,0
X601088.SH,0,0,0,0.257905861305828,0,0,0,0,0,0.0797952791165137,0,0,0,0,0,0,0.108193783721067,0,0.0499660497762416,0,0,-0.070459592881882,0,0,0,0,0,-0.0105165634303576,0.106760029659486,0,0,0,0,0,0,0,0.110062421371538,-0.120013200011111,0,0,0,0,0,0,-0.0336853599089399,0,0,0.0157355007545236,0,0,0,0,0,0,0,0,0.0270930449197756,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845736612884042,0,0.586233871730201,0,0,0,0,0,0,0,0,0,0,0,-0.0243353266752801,0,0,0,0,-0.0221882868286553,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056672329812619,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.123241469027899,0,0,0,0.0312380455306796,0,0,0.062998241886832,0,0,0,0,0.0586692859195163,0,0,0,0.0230828773677617,0,0,0,0.0798061043122075,0,0.086410643119966,0.0342677673149752,0,0,0.0397375320678448,0,0,0.0467447516098513,0,-0.0165455655247495,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0019558603525711,0,0,0,0.0112472382776015,0,0
X600019.SH,0,0,0.217156677917063,0,0,0,0,0,0.0230827084744105,0,0,0,0,0,0,0,0,0,0.00984009731608221,0.0692882940001123,0,0,0,0,0,0,0,0,0.0843084252158833,0,0,0,0.0322160761154562,0.0174748890885621,0,0,0,0,0,0,0,0,0.0450011425981384,0,0,0,0,0.0276743367370484,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733426953660049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942137281179665,0,-0.110693473869955,0,0,0,0,0,0,0,0.0188552351722553,0,0,0,0,0,0,0.134054422082025,0,0,0,0,0,0,0.0083250601028469,0,0,0,0,0.041547455170714,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433854932367415,0,0,0,0.0764210927424653,0,0,0,0.345460358944646,0.0175632277872765,0,0,0,0.0528778425000365,0,0,0,0,0,0,0,3.32784952761248e-05,0,-0.0312643524323389,0,0,0,0,0,0.0444681907493286,0,0,0,0,0,0.0128555867722164,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0219871237573969,0,0,0,0,0,0,0,0,0.119793260416406,0,0,0,0.062643879459261,0,0,0,0,0,0.0253938767605976,0.0189848031766809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223187546793397,0,0,0,0,0.00641174803378941,0,0,0,-0.00541877502811743,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192648482701695,0,0,0,0,0.00490997082859422,0,0,-0.104569585247781,0.00763527910037994,0,0,0,0,0,0,0,0,0,0,0.0993546181132082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160485588251082,0,0,0,-0.0110838858388512,0,0,0,0,0.026250850503849,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749245007508518,0,0,0,0,0.0519314826631663,0,0,0,0,-0.0980886630324689,0,0,0.12384961257424,0,0,0,0,0,0.0277319596221467,0,0,0,0,0,0,0,0,0,0.103732019512636,0,0.0935676907467884,0,0,0,8.67361737988404e-19,-0.0228200720163656,0,0,0,0.0790666279623041,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857524862801009,0,0,0,0,0,0.0721131542630758,0.156966193390314,0,0,0,0,0,0,0,0,0,0.073298333973146,0,0,0.057612507418739,0,0,0,0,0,0,0,0,0,0,0,0.108051433545523,0,0,0,0,0.0201440097855253,0,0,0,-0.00330447151078283,0,0
