,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X000553.SZ,X600612.SH,X600583.SH,X002470.SZ,X000408.SZ,X300072.SZ,X600021.SH,X002110.SZ,X000301.SZ,X000630.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197038873162859,0,0,0.0995977692826444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211023293448623,0.0437999025026394,0,0.174522224537459,0,-0.0248197707508841,0.020810423313127,0,0,0,0,0,0
X600028.SH,0.144554639545893,0,0,0.013904323242523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184229371928213,0,0,0,0.125478900312316,0,0,0,0,0,-0.0537488856758928,0,0,0.00816426725378008,0,0,0,0,0,0.105297144034886,0,0.302715621538479,0,0.00778723802388357,0.110476206730266,0,-0.0459705430111349,0,-0.0181214085016606,0,0
X601088.SH,0.157637708537825,0,0,0.0847442685880352,0,0,0,0,0,0.317837559398515,0,0,0,0,0,0,0,0,0.100875802335138,0,0,-3.46944695195361e-18,0.121700699114042,0,0,0,0,0,0,0,0,0,0.0112588108975771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283296445269686,0,-0.000213218718778017,0.0175326725329179,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.193949140214657,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081355433212276,0,-0.00347794374801163,0,0,-1.73472347597681e-18,0,0.29833649711247,0,0,0,-0.125146908264103,0,0,0,0,0.0527416010276542,0,0.0269321764305937,0,0,0,0,0,-0.0307529124633949,0.0388731486366853,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.068355097108328,0.105219022358168,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.159413748334422,0.0787918352444261,0,0,0,0,0,0,0,0,-0.0738119800502959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994973193501358,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.155400346473745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445640104417302,0,0,0,0,0,0,0,0,0,0,0.0253003898509543,-0.061992139409449,0,0,0.0899821313337491,0,0,0,0,0,0,0,0,0,0.0580062413815149,0,0,0,0,0,0,0,0,-0.00467692449930424,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.188639146809786,0,0,0,0,0,0,0,0,0,0,0,0.215677122944975,0.448407636453324,0,0,0,0,0,0,0,0,0,0,-0.0653938857523118,0,0,0,0,0,0,0,0,0.0489324579204537,0,0,0,0.353345744226063,0,0,0,0,0,0,0,-0.0725374131960402,-0.0229092516522326,0.0767072126351444,0,0,0,0,0,0
X600010.SH,0,0.14503037436759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213300590976509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672031903946362,0,0,0,0,0,0,0,0.0104829375384976,0,0.0867373004447868,0,-0.0168144110152589,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368099563134385,0,0,0,0,0,0,0.034434402940853,0.599484231192113,0,0,0.0108070904665779,0,0,0,0,0,0,0,0,0,0,0,0.0431562193025601,0,0.0750789455960976,0,0,0,0,0,-0.00592883128466492,0,0,0,0,0,0
X601898.SH,0,0,0.0512270408006783,0,0,0,0,0,0,0,0.0201160733084906,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0488957504866423,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130088796536589,0.214029122350212,0,0.144779886203309,0,-0.0145024974275088,0.0197664417094575,0,0,0,0,0,0
