,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600688.SH,X300072.SZ,X600795.SH,X600362.SH,X601992.SH,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X000959.SZ,X002271.SZ,X601699.SH,X000983.SZ,X601158.SH,X000883.SZ,X600339.SH,X000723.SZ,X002092.SZ,X002470.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.483961801367404,0,0.0742942010477942,0,0,-0.00980793227220156,0,0,0,0,0,0.000457027374733484,0,0.0257395610296317,0,0.0114218528260701,0,0,0,0,0,-0.0233187847825932,0,0,0,0,0,0,0,0,0,-0.0212091686356025,0,0,0,0.0285137580936813,0.0806606109675416,0,0,0,0,0,0,0,0,0,0,0,0,-8.20611620412814e-05,0,0,0,0,0,0
X600028.SH,0.437180008132758,0,0.0213552773517863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817428715428592,0,0,-0.00601884107001813,0,0,0,0,0,-0.0239919228933761,0,0,0,0.0698537365250644,0,0,0,0,0,0,0,0,0,-0.0108909813188507,0.0170187757828944,0,0,0,0,0,0
X601088.SH,0,0,0,0.0774975019640646,0.0824350617891817,0,0,0,0,0.238278569695228,0,0,0,0,0,0,0.0420367526895408,0,0,0,0,0,0,0,0,0,0,0,0,0.0330439724295191,-0.0525940410503214,0,-0.00658667528299822,0,0,0,0,0.0325320932095196,0,0,0,0,0,0,0,0,0,-0.096261824540794,0,-8.67361737988404e-19,0.00944005513925732,0,0,0,0,0,0
X600019.SH,0,0,0.113005259734334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124836136801431,0,0,0.057048833659905,0.581783034269625,0,0,0,0,0,0,-0.0589689746357092,0,0,0,0,0.0375506169307416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183203265639839,0,0,0,0,0,0,0
X600585.SH,0,0,0.379425180602796,0,0,0,0,0,0,0,0,0,-0.0126091667968293,0,0,0,0.219756992073459,0,0,0,0,0,0,0,0,0,0,0,0,0.0429541242851801,-0.116338457980751,0,0,0,0,0.107415832096482,0,0,0,0,0,0,-0.107047133294263,0,0,0,0,0.133776895557538,0,0,0.00479439594387001,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00859577102672476,0,0,0,0,0.136426879186895,0,0,0,0,0,0,0.063521684218402,0,0,0,0,0.061277126945617,0,0,0,0.0064727166893306,0.0891088950880813,0,0,0,0.163935409706441,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011379739684589,0,0,0,0,0,0,0
X600309.SH,-0.0365892277088231,0,0.0470299313038358,0,0,0,0,0,0,0,0,0,-0.100178770501653,0,0,0,0,0,0.29463176013119,-0.178065306073237,0,0,0,0,0,0,0.206716847818521,0,0.0903648730067144,-0.0293796460752911,-0.0289492161650838,-0.105853367033562,-0.0780503564328104,0,0,0,0,-0.0679822699394838,-0.125809201130506,0,0,0,0,0,0.586579298229106,0,0,0,0,-0.00548158098003612,0,0,0,0,0,0,0
X600011.SH,0,0,0.00673408870322955,0,-0.0843231291660851,0,0,0,0,0.0422764543592323,0,0,0,0,0,0.108880963406668,0,0,0.113739549366087,0,0,0,0,0,0,0,-0.0481611013433832,0,0,0.0136796003303377,-0.0314050731026102,0,0,0,0,0,0,0,0,0.0348367394563572,0,0,0,0.0812163933502895,0,-0.0374854026752974,0,0,0,-0.0277165175658166,0.0386403072964059,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.220368492461901,0,0,0,0,0,0,0,0,0,0,0,0.0411221969252017,0,0,0,0,0,0,0,0,0.0169187115075848,0.0555846303264537,0,0,0,0.0280769323937656,0,0,0.0201609177333871,0.0428090862521051,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.001989040950821,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.00952239422525778,0,0,0,0,0,0,-0.0117459353907703,0,0,0,0.0919399662945223,0,0,0.00511341848597847,0,0,0,0,0,0,0,0,0.169494680379085,0,0.0243617958552884,0.0139877664431706,0.0112011493748236,0,0,0,0,0,0.0391522285865496,0.512018216750057,0,0,0,0,0,0,0,0.0771015778100062,0,0.0201358581519719,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0834382880849978,-0.0431494937429723,0,0,0,0,0.243437909297645,0,-0.0449249720658055,0,0,0,0,-0.00603653284089105,0,0,0.0413630969619132,0,0,0,0.0507510593527897,0,0,0.0638670531810035,0.0417501852968143,0,0.0343403609015588,0,0,0,0,0.104961963794138,0,0,0,0,0,0,0,-0.0656671565557395,0,0,0,-0.0345309775617819,0.0476772527325656,0,0,0,0,0,0
X600688.SH,0,0.248447867206482,-0.019428923393053,0,-0.00167801902624172,0,0,0,0,0,0,0,0.088045061822037,0,-0.0503555801498743,0,0.0740012864399464,0,0,0,0,0,0.0506650713624869,0,0,0,0.0903558366659127,0,-0.0511346835210829,-0.0764619588766291,0,0.0753472856949205,0,0,0,0,0,0.0636985564928527,0,0,0,0,0,0,0,0,0,0,0,0.0105653179940193,0.000518858087119329,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0.14450055553176,0,0,0,0,0,0,0,-0.0405698785837591,0,0.0269733709996602,0,0,0,0,0,0,0.162684554162462,0,0.0438843498854053,0.0949872262292266,-0.126529160785569,0,0,0,0,0,0,0.0376763356597294,0,0,0,0,0,0,0,0,0,0,0,-0.0585532830603439,0.0686948915958301,0,0,0,0,0,0
