,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600886.SH,X600010.SH,X600660.SH,X601600.SH,X600801.SH,X002271.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X002466.SZ,X600111.SH,X600299.SH,X600027.SH,X000723.SZ,X600176.SH,X600489.SH,X000401.SZ,X000553.SZ,X000898.SZ,X600426.SH,X601158.SH,X600516.SH,X000792.SZ,X600219.SH,X000932.SZ,X002075.SZ,X000883.SZ,X000709.SZ,X600583.SH,X002353.SZ,X000027.SZ,X000630.SZ,X600126.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311063574758985,0,0,0,0.0310012769960674,0.012940712295923,0,0,0,0,0,0.0254011598822007,0,0,0,0,0,0.011600806825117,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.115247136657634,0,-0.00701117628733283,0,0,0,0,0,0,0
X600028.SH,0.162094822613763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406921468883206,0,0,0,0,0,0,0.0146827442957205,0,0,0,0,0,0.00800871576726572,0,0.00118220379353875,0,0,0,0,0,0,0,0,0,0,0.127212359339594,0,0,0,0,0.0751509880540293,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0629255762598871,0,0,0,0,0,0,0,0,0.0522649291280813,0,0.0471934653391174,0,0,0,0,0.218033167231612,0.0261563451295218,0,0,0,0.00767245225710397,0,0,0,0,0.134758322182722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0286875021302491,0,0,0,0,0,0.462912171273587,0,0.119203150589893,0,0,0,0,0,0,0,0.00286632534499077,0,0,0,0,0.0441590408001918,0,0.0722064944238973,0,0,0,0,0,0.00629707542208254,0,0,-0.0342711701218516,0,0,0,0,0,0,0,0,0,0,0.00484550784183812,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.107043377652903,0,0,0,0,0,0.0463035470321904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184327099487467,0,0.17962604040445,0,0,0,0,0,0,0.101956609797719,0.00705548635752271,0,0,0,0,0,0,0.0335412119165828,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.03387990153314,0,0,0,0,0,0.0912979914432628,0,0.0310361554368985,0,0.229840242724647,0.03257523991215,0.0600836347253915,0,6.93889390390723e-18,0,0,0,0.0139761178671686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457527391525362,0,0,0,0,0,0,0,0.00977281403905482,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0256982861359931,0,0,0,0,0,0,0,0,0.0118072948892788,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.853152728154755,-0.0925648220845529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320354848029054,0.00767509670099611,0.0139633131309936,0.00590203708456642,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.173960023264739,0,0.031231812663333,0,0,0.0312265998864329,0,0,0,-0.10514124255274,0,0.267124135706342,0,0,0,0,0.223469835614132,0,0,0.0242232119834407,0,0,0,0,0,0,0,0,0.255739120449341,0.0286121886019917,0,0,0.0646244959845936,0,0,0.0199347893547245,-0.00289275996297051,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0530965148951622,0,0,0,0.0486097474213517,0,0,0,0,0,0,0,0.172188972885092,0,0,0,0,0,0.000854882379640413,0.36510953838202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807708543494713,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359876150862012,0,0,0,0.178922293952363,0,0,0,0,0,0,0,0,0,0,0,0.0543242839167481,0,0,0.395670872467511,0.22597068333155,0,0,0,0,0,-0.0172889975525118,0.0597796708551412,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155611273332497,0,0.0183955166228277,0.424110615720271,0,0,0,0,0,0.0896396119591432,0.0251923416048273,0,0,0,0,0,0,0,0,0,0.0225742381669962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758168727061581,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.109631785708395,0.276562884052428,0,-0.041037246963141,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00311942428066686,0,0,0.135104401385265,0,0.0907376220539539,0,0,0,0,0,0,0,0,0,0.0262208358470508,0,0,0,0,0,0,0,-0.027776140696299,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0173130790372951,0,0,0,0,0,0,0,0,0,0,0.111320583772844,0.151604583177562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528701177554319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.132976775269125,0,0,0,0,0.194948816899444,0,0,0,0,0,0,0,0,0.0936108738288236,0.122025777662698,0,0.0837973710135323,0,0,0,0.0323782527758234,0,0,0,0,0,0,0,0,0,0,0,0,0.0144552103458336,0,0,0,0,0,0,0,0,0,0.00939816102711131,0,0,-0.0343324861980505,0.006873975915516,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106587098487775,0.149107279486454,0,0,0.0703393577606063,0,0.0462898772264631,0,0,0,0,0,0,0,0,0,0,0,0,0.0240707911825391,0,0.0442464712652891,0.108840828858096,0,0.0574478617209651,0,0,0,0,0,0,0.0245411835406885,-0.00913647838495771,0,0,0,0,0,0
X600801.SH,0,0,0,0.444626483289028,0.0395017123723975,0,0,0.051882023731263,0,0,0,0,0,0,0,0,0,0.0302451921063938,0,0,0,0.0151743483293821,0,0,0,0,0,0.0213222492164862,0,0.0938226605152921,0,0,0.329727349290069,0,0,0,0,2.16840434497101e-19,0,0,0,0.0148980719841173,0,0,0.0193949095385298,0,0,0,0,0,0,0,-0.0064040771921458,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.100949158688537,0,0,0,0,0,0.137786050898584,0,0,0,0.103327320630197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203103424910884,0,0,0,0.111655679509202,0,0,0.013603831978311,0.0260662204991852,0,0,0,0,0,0
X600362.SH,0,0,0.103508708613732,0,0,0.0855923664571574,0,0,0,0.013091246471808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112119361293809,0,0,0,0.00155143570629607,0,0,0,0,0,0,0,0,0,0.102277629684197,0,0,0,0,0,0,0,0.556285421773111,0,0,0,0,0.0138660111203709,0,0,0,0,0,0
X600688.SH,0,0.0765076676659629,0,0,0,0,0.2328051693235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348091497981701,0,0,0,0.0734146074098667,0,0,0,0.057748144529274,0,0,0,0,0,0,0,0,0.0906657798548104,0,-0.0587027541633011,-0.107365310034199,0,0,0,0.0281330662593692,0,0,0,0.329267653399542,0,0,0.0547207039917656,0,0,0,0.0768669283401938,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.0607929855477894,0,0,0,0,0,0.132343786315673,0.322745964574789,0,0,0,0,0,0,0,0,0,0,0,0,0.0900633203801852,0.0105191508923315,0,0,0.102342555524519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610776326162164,0,0,-0.0148078515832507,0.0147715950200721,0,0,0,0.0393907924669244,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0237697109856637,0.0841370609778007,0,0,0,0,0.0487996541304275,0,0.00434487456642384,0,0,0,0.315114224890729,0,0,0,0.0232382615090002,0,0,0,0,0,0,0.0881392811059043,0,0,0,0,0,0,0.0186523050109487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741717977214255,0,0,0,0,0.0974916650467769,0,0,0,0.124110620413834,0,0.0700266593475246,0,0,0.0279842694550021,0,0,0.0891850715144172,0,0,0,0,0.20243920346924,0,0,0,0,0,0,0,0,0,0,0.0210008260253861,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113458735804226,0,0,0,0,0.0328782184749438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610740078258753,0,0.098290930245953,0,0.0105671465711463,0,0,0.0229807009689935,0,0,0,0,0,0,0.0236282396965076,0.00473127835234124,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350800763232363,0,0,0.211565473550233,0,0,0,0,0.279109274060934,0.0289166082642538,0,0.0197830992027639,0,0,0,0,0,0,0,0,0,0,0,0.00200237832623973,0,0,0,0,0,0,0.00492158604347254,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489007376089097,0,0,0,0,0.284367161720895,0.113295927939143,0,0,0,0,0,0,0,0,0,0,0.14043862744035,0,0,0,0,0,0,0,0,0.0361280165997933,0,0,0.090582448166032,0,0,0,0,0,0,0,0.0117043272381978,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.481363847305703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994072539750856,0.100171283345227,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738779153433398,0,0.204240371033049,0,0,0,0,0,0,0,0.0215454924136779,0,0,0,0,0,0,0.11249135629355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0879633476513977,0,0,0.229262853619756,0,0,0,0,0,0,0,0,0,0.0750083142681535,0.171895932928737,0,0,0,0,0,0,0,0,0,0,0,0.177021553398647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106780601366477,0,0,0,0.0327495000355932,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0035110344425977,0.205611151858619,0.0166717760357535,0,0,0,0,0,0,0,0.133898670110479,0,0,0.0633751652958039,0,0,0,0,0.00308131353811918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287559875889314,0,0,0,0,0,0,0,0,0,0,0,0.0206363426821449,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.169654762944266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283323768564599,0,0,0,0,0,0,0,0.158926169441739,0,0,0,0.526871926682751,0,0,0,0.212954840731578,0,0,0,0,0,0,0,0,0,0.0237955241519445,0,0,0,0,0,0,0
