,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X000877.SZ,X002271.SZ,X002466.SZ,X601898.SH,X000708.SZ,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X000301.SZ,X600660.SH,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600096.SH,X600803.SH,X601699.SH,X000983.SZ,X000408.SZ,X600219.SH,X600795.SH,X600801.SH,X601991.SH,X000807.SZ,X000932.SZ,X600295.SH,X000630.SZ,X600141.SH,X600486.SH,X000825.SZ,X600985.SH,X600489.SH,X000959.SZ,X002080.SZ,X002353.SZ,X600688.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.157298962489874,0,0,0.158191048583095,0,0,0,0,0,0,0,0,0.182886106443191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101535013116642,0,0,0,0.0221281342681226,0,0.124398197820669,0,0,0,0,0,0,0.0450665212131646,0.054766476958729,0,0,0,-0.0157221802907942,0,0,0,0.0187916857183216,0,0
X601088.SH,0,0,0,0,0,0.0709948309082237,0,0,0,0,0,0,0,0.360897455646459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268317634799574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586221320195556,0,0,0,0.0246198708112601,0,0
X600028.SH,0.0572702647300057,0,0,0,0,0.0418995235875913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322652682060666,0,0,0,0,0,0.0206145766898897,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.152696405332128,0,0,-0.0170514970141873,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852578691074093,0,0,0,0,0.113193207881756,0,0,0,0,0,0,0,0,0.0215759203429501,0,0,0,0,0,0,0,0,0,0,0.0621501419447201,0,0,0,0,0,0.0242537047481623,0,0.0420570368843789,0,0,0,0,0.00652829444269982,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104284238594478,0,0,0,0,0,0,0,0.45139653472865,0,0.0164185340673014,0,0,0,0,0,0.0180356333316116,0,0,0,0,0,0,0,0,0,-0.000815645314846257,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.023022608228242,0,0,0,0,0,0.0468588595373449,0,0.042429505502948,0,0,0,0,0,0,0.120164942990549,0,0,0,0,0,0,0,0,0.355098653886871,0,0,0,0,0,0,0,0,0,0,0.0244532407013276,-0.0454032343026638,0,0,0,0,0,0,0.218172086471393,0,-0.0430949371370917,0.0793596354113902,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0511376503753655,0,0.190365509700453,0,0,0.504798764860207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482717216030819,0,0,0,0.0802359786889643,0,-0.0459022733728121,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0991495746703141,0,0,0.364211462195583,0,0,0,0,0,0,0,0,0,0,0,0,0.273669110823394,0,0.0693755846761982,0,0,0,0.0989654887660861,0,0,0,0,0,-0.0472588616097118,0,0,0.0927018473818258,0,0,0,0,0,0,0,0,0,0,-0.0137611742058456,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15551170793932,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0409015681161687,0,0,0,0.139372204804834,0,0,0.332887418612566,0.0293404750460849,0,0,0,0,0,0,0,0,0,0,0.033766147657406,0,-0.0248314207233919,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.228898731364421,1.73472347597681e-18,0,0,0.0923083293686627,0,0,0,0,0,0.0864949224943133,0,0,0.237813248906997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141368152175067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086448131212854,-0.0132909732943312,0,0,0,0,0,0
