,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600011.SH,X600660.SH,X002271.SZ,X000877.SZ,X000301.SZ,X600188.SH,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600219.SH,X600803.SH,X600795.SH,X000786.SZ,X002326.SZ,X601991.SH,X300037.SZ,X300073.SZ,X600027.SH,X000831.SZ,X600399.SH,X000959.SZ,X600516.SH,X600688.SH,X600141.SH,X600157.SH,X600096.SH,X000825.SZ,X600352.SH,X600489.SH,X600801.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.130167254310224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684919797592243,0.110263893995774,0,0,0,0,0,0,0,0,0,0,0.051984002698967,0,0,0,0,0,0,0,0,0.0742703370074165,0.00102192143210643,0,0,0,0.0738860693493824,0,0,0.0971339689541783,0,0,0,0,0,0,-0.0233823093421108,0,0,0,0,-0.0675193510175482,0,0
X600028.SH,0.161846350835565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024717065534155,0,0,0.0570297624724657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515665751664032,0,0,0.0141485258048778,0,0,0,0,0.0690539975222048,0,0.0341066450742445,0,0,0,0,0.0617439487989996,0,0,-0.0204561188816033,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0921727704889363,0.059492576941488,0,0,0,0,0.264278733118212,0,0,0.384689844554561,0,0,0,0,0,0,0,-0.0190335221890311,0.0820472841353285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0151091286561181,0,0,0,0,0,-0.00815123554906576,0,0,0.047180277267254,0,0,0,0,0,0,0,0.228038796262331,0.119017504731693,0,-8.67361737988404e-19,0,0,0.0910638004452625,-0.0685890398261838,0,0,0,-0.0390553048086853,0,0,0,-0.0314193232590939,0,-0.0725474031366908,0,0.00454196702720332,0,0,0,0,0,0,0,0.032191232114195,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.430809846996319,0,0,0,0,0.129854046580938,0,0,0.016844289615422,-0.00774163507909276,0,0,0,0,0,0,0,0,0,0,0.171067592239203,0,0,0,0,0,0,0,0,0,0,0.00696557898917699,0,0,0,0.0455652106462806,0,0,0,0,0,0,0,0,-0.00375087760510808,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210542772864035,0,0.0148886483605677,0,0,0,0,0,0,0.0540521570561362,0,0,-0.132864597559013,0.0127406309308632,0,0,0,0.0739425909239043,-0.0303831872672551,-0.0127589791380769,0,0,0,-0.107083345511293,0,0,0,0,0,0,0,0,0,0,0.603418235817887,0,0,2.16840434497101e-19,0.0171096944269205,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.134211266076144,0,0,0.390864433982088,0,0,0,0,0.046411130627589,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.124654568220238,0.153545658039202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.0408734302077815,0,0,0,0.368614826192627,0,0,0,0.203577294185913,0,0.282160678878438,0,0,0,0,0.0859861269706673,-0.0187138868708647,0,0,0,0,0.0838084477947817,0,0,0,0,0,0.118507408317171,0,0,0,0,1.73472347597681e-18,0,0,0.0301934612983944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.362750786026791,0,0,0.103760729632393,0,0,0.255049040252852,0,0,0,0,0,-0.11546873323608,0,0,0,0,0,0,0,0,0.110613170530679,0.0854457349982712,0.0755867050502201,0,0,0,0,-0.0214612116135468,0,0,0,0,0,0,0,0.0966570244913774,0.0712737855650999,0,0,0,-0.0983020514952826,0,0,0,0,0,-0.0164908791097479,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0299486761296005,0,0,0,0.0376956776317054,0,0,0,0,0,0.0121036708971585,0,0.133007429172737,0,0,0,0,0,0.0887352439618019,0.00464894803376854,0,0.0122158012398198,0.0355359846708949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123392750197177,0,0,0.25900714755701,0,0,0,0,0,0,0,0,0,0
