,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600111.SH,X600362.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X600021.SH,X000709.SZ,X600309.SH,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X000792.SZ,X600547.SH,X000629.SZ,X000825.SZ,X000060.SZ,X600808.SH,X600660.SH,X000027.SZ,X000883.SZ,X002353.SZ,X600008.SH,X600578.SH,X600863.SH,X000831.SZ,X600307.SH,X002470.SZ,X600549.SH,X000959.SZ,X000630.SZ,X600219.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.508453225567552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142762499781213,0,0,0,0,0,0,0,0,0,0,0.0317806891084981,0,0,0,0,0,0,0,0,0,0.00599088276220418,0,0,0,0,0,0,0,0,0.0178871263652292,0,0,0,0,0,0
X600028.SH,0.595433439608217,0,0,0,0,0,0,0,0.116555977846792,0,0,0,0,0,0,0,0,0,0,0,0.00886859175448357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445381005082154,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.401082424004897,0.0618969166120186,0.163634382935562,0,0,0,0,0,0,0,0.00686549967058879,0,0,0,8.67361737988404e-19,0,0,0,0,0.104832567365292,0,0,0.0835585062944891,0.0533973383128365,0,0,0,0,0,0,0,0,0,0,0,0.0206931198165043,0,0,0,0,0,0,0,0,0,-0.00221150521135935,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.267392400751891,0.067142188554318,0,0,0,0,0.11318136012036,0,0,0,0.0304362573191954,0,0,0,0,0,0.189894828080928,0,0,0,0,0,0,0.0191803461325184,4.33680868994202e-19,0,0,0,0,0,0.153514659547412,0,0,0,0,0,0,0,0,0,0,0,0,0.00296470813558662,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0529819323940477,0,0,0,0.125315721772872,0,0,8.67361737988404e-19,0,0,0,0,0.0374809334556148,0.145124467873955,0,0,0,0.296182994802015,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00672209425495424,0.01203107889618,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0904259449495075,0,0.166162132977026,0,0,0.0317780319224936,0,0,0.374152727347608,0,0,0,0,0.0170632792812869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263508349131542,0.00321525000481627,0,0,0,0,0,0,0,0,0,-0.00887694975667377,0.0126097288696481,0,0,0,0,0,0
X600585.SH,0,0,0.339896936933617,0,0,0,0,0,0,0,0,-0.00782977245756449,0.108098953195711,0,0,0,0,0,0,0.078947463163003,0,0,0.0988947417448629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295248225488491,0,0,0,0,0,0,0,-0.00788796269252896,0,0,0,0,0,0,0
X601600.SH,0,0,0.178266908593181,0,0,0,0,0,0.0461830814512592,0.0545412071113796,0,0.0732190856852513,0,0,0,0,0.00881538834631695,0,0,0,0.0511718336258714,0,0,0,0,0.0204706918970217,0,0,0,0,0,0.0467871084441815,0,0.0682175802132583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111787779679232,0.0407510240146417,0,0,0,0,0,0
X601898.SH,0,0,0.124321192525548,0.0762034904506136,0.101133245445481,0,0,0.126478898566765,0,0.0377578364915137,0,0,0,0,0,0,0,0,0,0.0267332144377961,0,0,0,0,0,0.106480501017362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543439710771955,0,0,0,0,0,0
X601991.SH,0,0,0,0.269799811576432,0,0,0,0,0.331376193684837,0,0,0,0,0,0,0,0,0,0.107044542751727,0.0336490043446329,0.211742304395629,0,0,0,0,0,0,0,0.0285685366203875,0,0,0,0,0,0,0,0,0,0,0.0235085852601563,0,0,0,0,0,0,0,0,0,0,0,-0.00768201507334487,0,0,0,0,0,0,0
