,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X002466.SZ,X002460.SZ,X000708.SZ,X600027.SH,X600010.SH,X600111.SH,X000301.SZ,X601699.SH,X600489.SH,X000983.SZ,X600160.SH,X600803.SH,X600426.SH,X000877.SZ,X601991.SH,X000933.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000408.SZ,X000786.SZ,X601168.SH,X600176.SH,X002128.SZ,X600612.SH,X600219.SH,X600096.SH,X000883.SZ,X000932.SZ,X600348.SH,X002271.SZ,X000027.SZ,X601666.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19979621172829,0,0,0.0268811792383064,0.117026269473495,0,0,0,0.0936167024734434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772815422881139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318533536615905,0,0,0,0,0.0405378494227516,-0.0290850149867082,0,0,0,0,0,0
X601088.SH,0.0262880644672582,0,0,0,0.18703698585268,0,0.0662895939812571,0,0,0,0,0,0,0.102209004371938,0,0,0,0,0,0,0,0,0,0,0,0.200293602735595,0,0,0,0,0,0,0,0,0.0616588376116602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282948420597825,0,0,0,-0.0255983356300434,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.058036102368518,0.0883603384320961,0,0.0881552217931499,0,0,0,0,0,0,0,-0.104089380698364,-0.0723955993217416,0,0,0,0,0,0.0495477261955067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142999974999254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787474711989132,0,0,0,0,0,-3.46944695195361e-18,0,0.206609810671218,0,0,0,0.163110908730666,0,0.188980477828859,0,0,0,0.0205223685958218,0,0,0,0,0,0.139349610916318,0,-0.0725900253131511,0,0,0,0,0,0,0,0,0.0702486953767126,0,0,-0.052012394880871,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.175928667074784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348890755979221,0.0558747826820287,0.0895320307923158,0,0,0,0,0,0,0,0.00812715139657961,0,0,0,0,0,0.174333202630254,0,0,0,0,0,0,0,0,0.0354663724604608,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.13042287404685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247086970985695,0,0,0,0.0874813627991749,0,0,0,0,0,0,0,0,0,0,0.309524846308405,0,0,0,0.00124441647883515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273043052887614,0,0,0,0,0
X600011.SH,0.0374863622919912,0,0,0,0,0.13507638149512,0,0,0,0,0,0,0,0.125652386597903,0,0,0,0,0,0.233324209917801,0,0,0,0,0,0,0.00921659001837934,0.0164385822659554,0,0,0.168164653032232,0,0,0,0,0,0,0.0064565661024558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120837681810402,0,0,0,0,0,0
X600019.SH,0,0,0.0653178862730097,0,0.0896329828444081,0,0,0,0,0,0,0,0,0.0135799126144919,0,0,0.0119907689672529,0,0,0,-0.00468384933659348,0,0,0,0.0502487731765621,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0786661133531943,0,0,0,0,0,0,0.11075938456702,0,0,0,0,-0.0686218649049841,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.086037521199075,0,0,0,0,0,0,0,0,0,0,-0.0591217144418474,0,0.0253786004203625,0,0,0,0,0,0.793581261251121,0,-0.0299414367236825,0,0,0,0,0,0.0843942596346737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163201704175314,0.023747969910893,0,-0.0157564079566979,0,0,0,0,0
X601600.SH,0.178560448770365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245742615108214,0,0,0,0,0,0,0,0,0,0.123009144657916,0,0,0,0.169711580996703,0,0,0,0,0.191803593389947,0.0301476192219547,0,0,0,0,0,0.13155684322248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
