,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X002466.SZ,X000898.SZ,X600111.SH,X600516.SH,X002460.SZ,X600176.SH,X600352.SH,X000709.SZ,X600219.SH,X600299.SH,X000786.SZ,X002271.SZ,X600801.SH,X000629.SZ,X000990.SZ,X600808.SH,X601158.SH,X000825.SZ,X600489.SH,X600157.SH,X000630.SZ,X000553.SZ,X002110.SZ,X000883.SZ,X000723.SZ,X600339.SH,X600583.SH,X300072.SZ,X600985.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0178926171948056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496929959950854,0,0,0,0,0.00748281382057395,0,0.0438734373263786,0.053828889081422,0,0,0.0709244445880432,0.0862560792940005,0.00803554988429541,0.0743483026703603,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676235272096599,0.164509037027445,0.0778930944934055,0,0,0,0,0,0,0,0,0.161473563074269,0,0,0.0339761699602981,0,0,0,0.078970129956047,0,0,0.027870749755709,0,0,0.0540232797412215,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0516626655249602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095783138067119,0,0,0,0.0217375121950017,0.107231863839852,0.000956333314988218,0,0,0.0328280821612255,0,0,0,0,0.00890057162945679,0,0,0,0,0.0716486599443502,0,0,0,0,0,0,-0.00471906600935731,0.0297426573996391,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586689726873204,6.93889390390723e-18,0.476872692672624,0,0,0,0,0,0,0,0,0,0.0148582331219779,0,0,0,0,-0.0275312688593401,0,0,0,-0.00987877522318183,0.0184533635989283,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00103273895639871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158825017306963,0,0,0.173722941154736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449523427380695,0,0,0.191229480383349,0,0,0,0,3.46944695195361e-18,0,0,0,0.0037768062721567,0.0013548317086449,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996567590471875,0,0,0,0,0,0.0875394634907475,0,0,0,0.197603644893629,0.104492362194522,0.22666086195031,0,0.0899568975230372,0,0,0,0,0.0179788319878752,0,0,0,0,0.0367868500419721,0,0,0,0,0.0307943883908244,0,-0.0341443274700485,0.036036961432353,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249891166305005,0,0,0.472605925787237,0,0,0,-0.0672696227546177,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0.105096771061106,0,0,0,0.0822506172822885,0,0,-0.0356291250720063,0,0,0,-0.0108369230552676,0,0,0,0,-0.0180268517994444,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351203128628624,0,0,0,0,0,0.369146260493217,0,0,0.0444903868720115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669640241654954,0,0,0,-0.012959539886235,-0.00160459691400577,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28473514516879,0,0,0.0285190383127955,0,0.0238929181647067,0,0.107475771736755,0,0.0335855685939775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300597259051583,0,0.000646544227656715,0,0,0.12613779003102,0.0656250496109453,0,0,-0.020985848355296,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.00718678842864005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318416845271948,0,0,0,0,0,0,0,0,0,0,0,0.0331896956272558,0,0,-0.0560500799541438,1.00046838114665,0.0265664261213821,0,0,0,0,0,0,0,0,-0.00943835472964739,-0.0959368531346105,-0.0479242424108653,-0.0149272255515813,0.0189218003424397,0,0,0,0.030397829182095,0,0
