,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600660.SH,X601600.SH,X600010.SH,X600362.SH,X600801.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X002460.SZ,X002466.SZ,X000786.SZ,X600688.SH,X601992.SH,X600111.SH,X002271.SZ,X600176.SH,X000723.SZ,X600027.SH,X002353.SZ,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X600219.SH,X601158.SH,X000629.SZ,X600612.SH,X000792.SZ,X000553.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0435201662250929,0.133932668579309,0,0,0.0545553747888352,0,0,0,0,0.165374204480249,0,0,0,0,0,0,0,0,0,0,0.00389150867379393,0,0,0,0,0.0268178851721896,0,0,0.043918234785026,0,0,0,0,0,0,-0.0386224552374753,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208250641802583,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0369197016271778,0.0502608330518384,0,0,0,0.0118778802301003,0,0,0.127940320566725,0,0,0,0,0,0,0,0,0,0.0237621708304208,0,0,0,0.0378741008587041,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184095747703792,0,0,0,0.0765987031394629,0,0.00392853094230758,0,0,0.0135007481143545,0,0,0,0.0160628296173775,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0166031671645002,0.0487984055799227,0,0,0,0,0,0.0685441051583545,0.34459039819593,0.00725335112386829,0,0,0,0,0,0,0,0,0,0,0,0.012965744354396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00947696930312769,0.00895801812196392,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.065008480146486,0,0,0,0.000146433958658741,-0.114907289389097,0.0263691726273909,0.0684544851909417,0,0,0,0.375877377377722,0,0,0,0,0,0,0.064683663525057,0,0,0,0.0362714235023335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357693319524927,0,0,0,0,0,0,0,0,0.0176019165700204,-0.0122806476100594,0,0,0,0,0,0
X600309.SH,0,0,0,0.0542147516336739,0,0,0.0749022667315453,0,-0.0220603319098607,0,0,0,0,0,0,0.225234980135083,0,0,0,0,0,0,0,0,0,0,0.0667764704724184,0,-0.200418112659088,0,0,0,0,0.121267464981947,0,0,0,0,0,0,0,0,0,-0.0177571385109532,0,0,0,0,0,0,0,0,-0.0649662604831295,0,0,0,-0.0904293644072677,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0455756385694204,0,0,0,0,0.090948025443229,0.0425701534922008,0,0,0,0,0,0,-0.0234384840522885,0,0,0,0,0,0,0.03164727769897,0,0,0,0,0,0,0,0,0,0,0,0,0.0401378870272234,-0.00614970177439417,0,0,0,0,0,0,0.101827117148082,-0.0169530609276561,0.0454435655085748,0,0,0,0,0.0149449703865419,0,0
X600547.SH,0,0,0,0,0,-0.0293996521712429,0,0,0,0,0,0,0,0,0,0,-0.0481910346268077,0,0,0,0,-0.0742667093658513,0,0,0,0,0.00620754899856329,0,0,0,0,0,0,0,0,0,0.97687018174779,0,0,0,0,0,0,0.0672149892293736,0,0,0,-0.0958167011812167,0,-0.0528716521098761,0,-0.0366596777151332,0.0188665366933327,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.060998184322599,0,-0.0693204918853616,0,0,0,0,0,0,0.0269909519203142,0,0.0711689655254382,0,0,0,-0.0491937767622171,0,0,0.04258802692009,0,0,0,0,0.268748783241877,8.67361737988404e-19,0.107413035293085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629217026741931,0,0,0,8.67361737988404e-19,-0.014903041377216,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.123177999492553,0,0,0,0,0.0637198579982358,0.212226960109073,0,0.179848250877281,0,0,-0.0347992122237848,0,0,0,0.0735042598588601,0,0,0,0.132004386436509,0,0,0,0,0,0,0.202501065051998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325288780849001,0.036183892012241,0,0,0,0,0,0
X601898.SH,0.393762133666507,0,0,0,0,0.00663673781287655,0,0,0,0,0,0,0,0,0,0,0.496601407517649,0,0,0,0.00340170038875909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163233373554187,0,0,0,0,0,0,-0.0511322189978377,0.0383479751145734,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0934520740247124,0,0.15255720899797,0.124100517552422,0,0,0,0,0,0,0,0,0,0,0,0.17332090211008,0,0,0,-0.059799720703755,0,0.12810140181218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217810766194843,0,0,0,0,0,0.00191169618689472,0,-0.00425104544895119,0,0,0,0,-0.0595249379149761,0,0
X600660.SH,0,0,0,0.0148122490530581,0,0,0,0,0,0,0,0,0,0,0,0.0172803398766074,0,0,0,0,0,0,0.0358879253563358,0,0.0948357615355262,0,0.020952209019923,0,0,0,-0.0331327461964463,-0.0997751487989725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00915140377757504,0,0,0,-0.0136008856654236,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503446302404883,0.171109961596764,0,0,0,0,0,0,0,0.229294201504954,0,0,0.127238186068733,0.0211812080765127,0,0,0,0,0,0,0,0,0,0,0.111332296807134,0,0,0,0,0,0,0,0,0,0,0,0.00685201100012657,-0.016900164849401,0,0,0,-5.42101086242752e-20,0,0
X600010.SH,0,0,0,0,0,0.190068118610701,0,0,0.159484103508233,0.0733557696227106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177735006765258,0,0,0,-0.069138003108087,0,0,0,0,0,0,0,0,0,0,0.0132634242778988,0,0,0,0,0.296038262338356,0,0,0,0.00935977278005479,0.0169963713229524,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0838672946327886,0,0,0,0,0,0,0,0.0465830002438824,0,0,0,0,0,0,0,0,0.0303053533991378,0,0,0.0473547896967122,0,0,0,0,0.00798252907916286,0,0,0,0,0,0,0,0,0,-0.00102764940426614,0,0,0.137361255449759,0,0,0.345621867462449,0,-0.00474480654531906,-0.00829057101088171,0,0,0,0,0,0
X600801.SH,0,0,0,0.416535574064108,0,0,-0.0519068701120129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.103177758025619,0,0,0.0939319125664675,0.0064297414514569,0,0,0,0,0,0.0192460896357264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172516756080963,0,0.0367662435244543,0.0179526400253526,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.0158182371884143,0.2363069160168,0,0,0,0.124636252273393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02734430840006,0,0,0,0,0.0965605970884491,0.0757727206037842,0,0.0992994682580162,0,0.0061186517977479,0.019680007198565,0,0,0,0,0,0
