,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X601600.SH,X600795.SH,X600585.SH,X601991.SH,X600886.SH,X600688.SH,X600027.SH,X600157.SH,X000709.SZ,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X601158.SH,X000027.SZ,X600021.SH,X000539.SZ,X002075.SZ,X601992.SH,X000898.SZ,X600309.SH,X000883.SZ,X601918.SH,X600352.SH,X000629.SZ,X002353.SZ,X600098.SH,X600022.SH,X600307.SH,X000792.SZ,X000060.SZ,X600863.SH,X002470.SZ,X600808.SH,X000878.SZ,X600660.SH,X600578.SH,X600489.SH,X000825.SZ,X600547.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.614345751662088,0.0107079635848466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590348292088458,0,0,0,0,0,0,0,0.0731887188324097,0,0,0,0,0,0,0,0,0,0,0,0.0401056301540323,-0.0372826020344283,0,0,0,0,0,0
X600028.SH,0.336795555169665,0,0.0400824536560037,0,0,0,0.230984434109622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11262604174623,0.0328080429697413,0,0,0,0,0,0,0.00818645188148477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119933501088196,0,0,0,0,0,0,0
X601088.SH,0,0.232393324198372,0,0.101767715737378,0,0.172855671645167,0,0,0,0,0.0380664568772043,0,0,0,0,0,0,0.0265266843112465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194169128024584,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647291466336536,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.17669096514874,0,0,0.0771320584045379,0,0,0,0,0,0,0.212843599145358,0.0996414411197228,1.0842021724855e-19,0,0.0304697194390703,0,0.0108830507208817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123637864766511,0,0,0.0298647735959203,0,0,0,0,0,0,0,0,0,-0.0187356602138401,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.116240851909305,0,0,0,0,0.18025377809082,0,0,0.16083230748955,0,0,0,0,0,0,0,0,0,0,0,0,0.096560765139805,0,0,0.0189371749895565,0,0,0,0,0,0,0,0,0,0,0.027019770097128,0,0,0.218633707296785,0,0,0,0,0,0,-0.00631942709238212,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.201549550968557,0,0,0,0,0,0,0,0,0,0.297767508254349,0,0.304916989693772,0,0,0,0,0,0,0,0,0,0.0695994671113459,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.119215468113893,0,0,0,0,0,0,-0.0337387547595211,0,0,0,0,0,0
X600019.SH,0,0.0346604298112068,0,0,0.161802103397338,0.0172574910135206,0,0,0.0262181253017631,0,0,0,0.0201771035891294,0,0,0,0,0,0,0.000215392674668514,0,0,0.0959043887545938,0,0,0,0.481584105948491,0,0,0.0106363892675026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.183125000229091,0,0,0,0,0,0,0,0.149121030454174,0,0,0,0,0.0720336535766725,0.114768732345843,0,0.0596997048729695,0,0,0,0.0667457542977979,0,0,0,0,0,0,0,0,0,0,0,0,0.0261958510887087,0,0.0588412581543652,0,0,0,0,0,0,0,0,-0.00110829601438446,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.137992576070072,0,0.209998024231335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768701030256282,0,0,0.0997935838356457,0,0,0,0,0,0.158109621985944,0,0,0,0,0,0,0.106560977222832,0,0,0,0,0.0121134575468084,0,0,0,0.010977354425159,0,-0.00448744234900389,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0825019913955353,0,0.152407757791165,0,0,0,0,0,0,0,0,0,0.0882975927454885,0.0444052725623744,0,0,0,0,0,0,0,0.00997771346047938,0,0.0451006948952926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207111570602455,0,0,0,0,0,0,0,-0.0308022852556467,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0409202245250265,0.183433263949666,0,0,0,0,0,0,0,0.0533341604334407,0,0,0,0.269020246373149,0,0,0,0,0,0,0,0,0,0,0,0.00301375235990757,0,0.0394938717798804,0,0,0,0,0,0,0,0,0,0,0,0.174744460976212,0,0,0,0,0,-0.00936180733644166,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0145412530563377,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.207016022202749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4039777939982e-05,0,0,0,0,0,0,0,0,0,0,0,-0.0605054760630811,0.0363678114002198,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0824096868592846,0,0,0,0.221079089603236,0,0,0,0,0,0.278788353672773,0,0.0568756083938471,0.0954469557678681,0,0,0,0,0,0,0.390265833108078,-0.041107523656344,-0.196512884849919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00657690998480192,-0.0063980940217419,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.175245800060887,0,0.164065815196434,0,0,0.162024863139269,0,0,0,0,0,0,0,0,0,0,0.175675312755109,0,0,0,0,0,0,0.0286520389840353,0.00254059654582536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275688274264801,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0879093505811836,0.0727081028895846,0,0,0.0808549241979773,0,0,0,0.10462306723511,0,0,0,0,0,0,0,0.0409104292404296,0,0,0,0,0,0.103653136607689,0,0.0239732926355613,0,0,0,0,-0.0673407747293734,0,0,0,0,0,0
X000709.SZ,0.0968744895646811,0,0,0,0,0,0,0,0,0,0,0.373642886405118,0,0,0,0,0,0,0,0,0,0.00052883478501789,0,0,0,0,0.0965436092630115,0,0,0,0,0,0,0,0,0,0,0.0138482882478467,0,0,0,0,0,0,0,0,0,0,0,-0.0311705477032861,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0157105896172068,0,0,0,0,0,0,0,0,0,0,0,0.122680258753808,0,0.127300033443429,0,0,0.223151143776016,0,0,0,0.0240976546988097,0,0,0,0,0,0,0,0.00652195550859218,0,0,0.058465608259937,0.0888866800151304,0,0,0,0,0,0.0201490244167337,0,0,0,0,0,-0.0231069176251693,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.438677484670309,0,0,0,0,0.0562817701352201,0,0,0,0,0,0.0880844043847062,0,0,0,0,0,0.0635103457590107,0,0,0,0,0,0,0,0.116150482056639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246150105782257,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155093546891736,0,0,0,0,0,0,0,0,0,0,0,0.0192507412083134,0.0965525685321393,0,0,0,0.143911890878716,0,0,0,-8.67361737988404e-19,0,0.128103901222556,0,0,0.145639554572999,0,0,0.163292713133635,0,0,0,-0.0496571347449383,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.314335291388404,0,0,0,0,0.13117934998672,0,0,0,0,0,0.0875761675600732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0769796832581573,0.145707001309509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224859469942886,0,0,0,0.203846999598563,0.0475070812402347,0,0,0,0.139092887309952,0,0,0,0.0246976047009521,0.105903112438893,0,0,0,0,0,0,0,0,0.0175404587770974,0,0,0,0.0828641848157348,0,0,0,0,-0.00541154755807962,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0395953006719747,0,0,0,0,0,0,0,0,0,0.235115067588664,0,0,0,0,0,0,0.076822869623323,0,0,0,0.0679250334012518,0.196740381135469,0,0,0,0.00314010209383373,0,0,0,0,0,0,0,0,0,0,-0.0153653560059445,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296692749636386,0,0,0,0,0,0,0.151446946877372,0.0366586414087935,0,0,0,0.0159918158631892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243453057763275,0,0,0,0,0,0,0
X000539.SZ,0.304981231952366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527910648389492,0,0.0489570092481625,0,0,0,0,0,0,0.0142840019758392,0,0,0,0,0,0,0,0,0.0273033892793398,0,0,0,0,0,0,0,0,0,-0.053236132353362,0,0.0632344221578455,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,-0.0809045940404088,0,0,0,0,0,0,0,0.0365276399448533,0,0,0,-0.0644697839889357,0,0,0.0384279222078233,0,0,0,0,0.0969270599227852,0.0252175955419616,0.038669878834014,0,0,0,0,-0.172964253150763,0,0,0,0.0695899075425574,0,0,0,0,0.0438922509169667,0,0,0,0,-0.00535714969106884,0,0,0,0,0.209955328319615,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101995692994966,0,0,0,0,0,0.0301854658671041,0,0,0,0,0,0,0.131211803852401,0,0,0.096383478871686,0.0466216573322278,0,0,0,0,0,0,0,0.375785485346731,0,0.0334800850906605,0,0,0,0,0,0,0,0,-0.00281776439165423,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.235379009439846,0.10286236916387,0,0,0.107726530139524,0,0,0,0,0,0,0,0,0,0.0107954497535845,0,0,0,0,0.297973267924604,0,0,0,0,0.0655340276483542,0,0,0,0,0,0,0,0,0,0.0678854192457046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.253895970761141,0,0,0,0,0.0637260863929573,0,0,0,0,0,0,0,0.0852352255553406,0.023398956717952,0,0,0,0,0,0,0,0,0,0,0,0.235153264137721,0,0,0,0,0,0,0,0,0,0.0345772486623076,0,0,0,0,0,0.0765814042385455,0,0,0.0254923502192709,-0.0159072459723561,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246567650956554,0,0,0.172855437649417,0.0776992503207177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230639114058612,0,0.101822429516313,0,0,0,0,0.0940696348512178,0.0218424385596552,0,0,0,-0.0262182070114005,0,0,0,0,0,0
X601918.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.253036969807797,0,0,0,0,0,0,0,0,0,0.116698741987314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335745924945484,0,0,0,0,0,0,0,0,0,0,0,-0.0540242040871035,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176216289966612,0.0240100459232064,0,0.0485109421536817,0,0,0,0.327956731943497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048361607000641,0,0,0,0,0,0,0,0,-0.012956201612334,0,0,0,0,0,0,0
