,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000301.SZ,X600010.SH,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X600096.SH,X600160.SH,X000629.SZ,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X002080.SZ,X600348.SH,X600141.SH,X600378.SH,X000933.SZ,X000630.SZ,X600688.SH,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.62873430916314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043210947126624,0.071319381708696,0,0.0985296260256548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.00667678319646333,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.368878598129698,0,0,0,0,0,0,0,0,0,0,0.0112801356928517,0,0,0,0,0,0,0,0,0,0.0914570594743482,0,0,0,0.129504678592502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485655374175761,0,0,0,0,-0.00656106969053419,0,0,0,0,0,0,0
X600028.SH,0.567257850657029,0,0,0,0.0173109805558813,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00139838985186726,0,0,0,0.00793341110266695,0,0,0,0,0,0,0,0,0,0.053205952630965,0.0797465246048764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287318738816609,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.048783653367735,0,0,0,0,0,0,0.095234567008764,-0.00359251740480086,0,0.235337036628909,0,0,0,0,0,0.18940113066147,0,0,0,0,0,0,0,-0.0132701782140434,0.136712341342131,0,-0.11630099825862,0,0,0,0,0,0,0,-0.150561239398056,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600188.SH,0,0.586469555723772,0,0,0,0,0,0,0,0,0.119649731836921,0,0,0,0,0,0,0,-0.0483567050360653,0,0,0,0,0,0,0,0,0,0.0412467355899694,0,0.0748867837921288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239785991432386,0,0,0,0,0,0.000832782653569898,0.0608528059356662,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.472864186420279,0.11142875871081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163348565449881,0,0.0767251323099559,0,0,0,0,0.0353557252943033,0,0,0.0741656067578078,0,0,0,0,0,0,0.000680111788030156,0.0192998702460366,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0655886114735586,0,0,0,0,0,0,0,0,0.269678869816058,0,0.0121714685373172,0,0.320621889343846,0,0,0,0,0,0,0.0324591586549142,0.0893743013898283,0,0,0,0.297964790822749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000253565000641971,-0.000212584854911704,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.680609663134002,0,0,0,0,0,0,0,0,0,0,0,0,0.156107298875115,0,0,0,0,0,0,0,0.0933858850888474,0,0,0,0,0,-0.132141987467579,0.144379716324025,0,0.12658035504181,0,0,0,0,0,0,0,0,0,0,0,-0.0835780470544711,0,0,0,-0.0115388372163913,-0.0320141664851262,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.269719275966193,0.0521133860036028,0.186982224820443,0,0,0,0,0,0.127650373217671,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587487684655859,0,0,0,0,0,0.0308946333681938,0,0,0,0,0,0,0.164441861361376,0,0,0,0,0,0,0,0,0,0,0.065711546481841,-0.0207017390941049,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0314884726941152,0,0,0,0.0139779667277442,0,0,0,0,0,0,0,0.434356538377615,0.0797379893400863,0,0,0,0,0,0,0,0,0,0,-0.0489929063121788,0.168611025562807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129532700916621,0,-0.00196222040080986,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0785179505493216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128870778179851,0,0,0.253840477324108,0.354443508392595,0,0,0,0,0.0341559638554393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216082339657284,-0.00400364423775506,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105150515500894,0,0,0,0,0.0379461965840121,0,0,0,0,0.306367298978008,0.453855356527909,0.107690305278174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.312410907051304,0,0.0681134762489232,0,0,0,0,0.00673425777911656,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.128934740742945,8.67361737988404e-19,0,0,0,0,0,0,0.0931780584410139,0,0.0602260265309163,0,0,0,0,0.0349516866508245,0,0,0,0,0,0,0,0,0,0,0.168735670535572,0.130541374852444,0,0,-0.0428217167124851,0,0,0.0351400722428547,0,0,0,-0.019917335818806,0,0,0,0,0,0,0,0,-0.000956173579374345,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.129456084757163,0,0,0.234599466218861,0,0,0,0.0791389641823625,0,0,0,0,0,0,0,0,0,0,0,0,0.0413764907185705,-0.0606695663127937,0,0.0656893113031546,-0.0443514211523749,-0.0339933934436986,0,0,0,0,0,0.00561807936919278,0,0,0.289265839713048,0,0.0015036185900695,0,0,0,0,0,0,0,0,0,-3.80236668952844e-05,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130980017785524,0.0492079502485131,0,0,0,-0.364400728609914,-0.100182944906771,0.198062121095204,0,0,0,0,0,0,0,0,0,0.163916839458859,0,0.305466377606921,0,0,0,0,0,0,0,0.104906830865933,0,0.119483200541745,0,0,0,0,0,-0.0454777296489613,0,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0303783540855917,0,0,0,0,0,0,0,0,0,0.338968959192221,0,0,0,0,-0.115103485998464,0,0,0,0,0,0,0,0,0,0.00897559857223156,0,0,0,0,0,-0.0276834276099354,0,0.0751041483129361,0,0,0,0,0,0,0,0,0,0,0,0.339917582755692,0,0,0.015104591983577,0.0450984555277043,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.283085147115209,0.148046386667646,0,0,0,0,0,0,0.0583093423735843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339552390085087,0,0.0109630400112516,0,0,0,0.103272319743256,0,0,0,0,0.00977512082523353,0,0,0,0,0,0,-0.0252777890646479,-0.0452668966292126,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732550655713183,0,0,-0.00933220092025396,0,0,0,0.0469927679453122,-0.0599620311586125,0.201912004579018,0,0,0,0,0.0513659874336547,0,0,0,0,0,0,0,0,0,0,0.621325531031587,0,0,0,0.014803680766965,0,0,0,0,0,0,0.00193161996177508,-0.0478586092959394,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.155878159450654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726635178287452,0,0,0,0,0,0,0,0,0.546452550045099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649066257665372,0,0,-0.00962032845908033,-0.000523876285829271,0.00492303690777923,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.330980502597439,0,0,0,0,0,0,0,0.0341798498027205,0,0,0.00990451384203573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513264268205111,0,0,0.146831196220199,0.283677596952768,0.0615819654466716,0,0,0.00180108294293373,0,0,0,0,0,0,0,-0.00251489942444128,-0.00683978328939538,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.183815098584409,0,0,0,0,0,0,0,0.10187119791036,0,0,0.0765087226993014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194841140956073,0,0,0,0,0,0,0,0,0.136864485890976,-0.0225391048453452,0,0,0,0,0,0,0.229328103518435,0,-0.00924946621512137,-0.0111469654950456,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0271607000672117,0.18335597228873,0,0,-0.100212911031478,0,0,0,-0.048144739411879,0,0,0,0,0,0,0,0,0.140497188731385,0,0,0,0,0,0,0,0.0428085529953478,0,0,0,0,0,0,0,0,-0.0230077259102953,0,0,0,0,0,-0.0977087284199234,-0.014805137246306,-0.0177949460026252,0,0,0,0,0,0
