,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600660.SH,X600886.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X000786.SZ,X600111.SH,X600027.SH,X600126.SH,X600176.SH,X601992.SH,X600299.SH,X600315.SH,X600426.SH,X002353.SZ,X002075.SZ,X600529.SH,X000723.SZ,X002080.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000898.SZ,X601158.SH,X000959.SZ,X000932.SZ,X000301.SZ,X000883.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142033179334764,0,0.128941399305408,0,0,0,0,0,0,0.0387228611317047,0,0,0,0,0,0,0,0.0508279929008189,0,0,0,0,0.0154787926723983,0,0,0,0,0,0,0,0,0.00291840903372016,-0.0128577900157301,0,0,0,0,0,0
X600028.SH,0,0,0.0477952783263752,0,0,0,0,0,0,0.0408143609740833,0,0,0,0,0.0334233347500248,0,0,0,0,0,0.0352598646132192,0,0.0303553447928031,0.00553138796545774,0,0,0,0.0437300688435299,0.00946432516119404,0.0577887613929969,0,0,0,0,0.0426828307959253,0,0,0.0417158421960733,0,0,0,0,0.0641583657181407,0,0,0,0,0,0,0,-0.00613593591997863,-0.00415160455235619,0.00286257532955978,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.059303133922296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185065632792735,0,0,0,0,0.00476536639481061,0.161682660701678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252176042183015,0,0,0,0,0,0,0,-0.0151218258580361,0.0089625325988359,-0.00104276650271927,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0514427049192414,0.0123884767773274,0,0.0115995627125343,0,0,0,0.421206135687544,0,0,0,0,0.0556777966396117,0,0,0,0,0,0,0,0,0.0619978357999613,0,0,0,0,0,0,0,0.0431142632817722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00761733637628465,0.0066176068852841,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0685674085963475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132680379141083,0,0.0138197878836205,0,0,0,0.00428856076810587,0,0,0,0.280269385645599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696129847922449,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0291286750489935,0,0,0,0,0,0,0,0,0,0.473710985873694,0,0,0.0763142572829082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148124689482115,0,-0.0928792365317205,0,0,0,0,0,0,0,0,-0.00159694201420882,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00644798267819492,0,0,0.0252146588336045,0,0,0,0,0,0,0,0,0,0,0.104435202488723,0,0,0,0,0,0.0401083127031762,0.0805936551260056,0,0,0,0,0,0,0.0065025292487322,0,0,0.0294524149422484,0,0,0,0,0,0,0,0,0,0,0,0.00152446359109738,-0.00763244497750701,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540477739394713,0.0498171846295359,0,0.263933512220104,0,-0.174023365710265,0,0.114739948192389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153971147365304,0,0,0,0,-0.0330480100148898,-0.0068354952654199,-0.00617865937459107,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0526814126579814,0,0,0.0511797870513829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189619921492923,0,0,0,0,0,0,0,0,0.0930126462678276,0,0,0.0690999003527686,0,0,0.287800028594321,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0157672743031277,0,0,0,0,0,0
X600011.SH,0,0,0.247913329088899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116174638233992,0,0,0,0.148036070719732,0.0721344050782178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219051083697114,0.00838517437319457,-0.00806270674266184,0,0,0,0,0,0
X002271.SZ,0,0,0,0.141932482073663,0,0,0,0,0,0,0,-0.0153942465048523,0,0,0,0,0,0,0,0,0,0,0,0.0508169770991179,0,1.73472347597681e-18,-0.0525073004458851,0,0.0115653129492494,0,0,0,0.0694342060619256,0,0,0,0.14352693478635,0,0,0.124675511903472,0,0,0,0,0,0,0,0,0,0,0,-0.00695981033642206,2.16840434497101e-19,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.167960076438237,0,0,0,0.0645849226377427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268799325558408,0,0,0,0,0,0,0.0331492759570876,0,0.249961803779073,0,0,0,0,0,0,0,-0.0231136249115573,0,0,0,0,0,0,0,0,0.0304659492803283,-0.0263744449857754,0,0,0,0,0,0
X600886.SH,0,0,0.0234429030405324,0,0.0126443681670772,0,0,0,0.0256149046922157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720586183391233,0,0,0,0.0620684758749099,-0.0198902750755574,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0166334316975471,0,0,0,0,0,0,0,0,0,0.0207284866420518,-0.00680540814447502,0.00422358575688024,0,0,0,0,0,0
