,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600011.SH,X600188.SH,X002460.SZ,X601600.SH,X600547.SH,X601898.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X601991.SH,X600803.SH,X000807.SZ,X600489.SH,X000983.SZ,X601699.SH,X000786.SZ,X000932.SZ,X600160.SH,X002080.SZ,X000629.SZ,X600219.SH,X300037.SZ,X000539.SZ,X000408.SZ,X600995.SH,X000933.SZ,X600688.SH,X000630.SZ,X000723.SZ,X600157.SH,X600096.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.499672804053922,0,0,0,0,0,0.0641396032381478,0,0,0,0.0124049117813279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136097746938011,0,0,0,0,0.0368828643440268,0,0,0,0,0,0,0
X600028.SH,0.686423788024804,0,0,0,0.010840306819003,0.147302334637488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121213419336135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311253637314417,0,0,0,-0.07492369482674,0,0,0,0,0,0,0,0,0,0,-0.0299237926085303,0.0135167315069513,0.0404893873835923,0,0,0,0,0,0
X601088.SH,0.111423386744406,0,0,0,0,0,0,0.229257795307722,0,0,0,0.00882353773462643,0,0,0,0,0.0430805887446631,0,0,0,0,0,0,0,0,0.114762344151855,0,0,0.00661901389848133,0,0,0,0,0.0880696648387627,0,0,0,0,0,-0.00819002921844167,-0.0559363599025885,0,0,0,0,0,0,0,0,0,0,0.00325658845666679,0,0,0,0,0,0,0
X600309.SH,-0.0189933696848884,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0473996521844938,0,0,0.0404850358553406,0,0.0278300356229789,0,0.120541953907344,0,0,0,0,-0.0216026551877074,0,0,0,0,0,0.0201771528839729,0.142110252086355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191402084144987,-0.03298144897131,0,0,0,0,0,0
X600019.SH,0,0.0486686106312331,0,0,0,0.0401166430408004,0,0,0,0.00179645457872355,0,0,0,0,0,0,0,0,0,0,0,0,0.0665934326367083,0,0,0,0,0.0291931549748213,0,0.0976851320345761,0,0,0.136253946242208,0,0,0,0,0,0,-0.0411155556474758,0,0,0,0,0,0.0474431930965551,0,0,0,0,0,0.0696624148808092,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.301022875073308,0,0,0,0.0552954022418535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128506315427153,0,0,0,0,0,0,0.117742215002606,0,0,0,0,0,0,0.0438603429725026,0.0966319401863981,0,0.0583998028011246,0,0,0,0,0,-0.0342878741291359,0,-0.0284014422357151,-0.0214061754928618,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.242696814008058,0,0,0.325247920237127,0,0,0,0,0,0,0,0,0,0,0.400120610062964,0.293235975201297,0,0,0,0,0,-0.174269656575512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211928085743176,0,0,0,0,0,0,0
X600188.SH,0,0,0.554694941150765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054744930241197,0,0,0,-0.0858471519809693,0,0,0,-0.205665484897772,0.0603397728415346,0.234996147638195,0,0,0.0524318406402036,0,0,0,0,0,0,0,0,0,0,0.240887488622685,0,0.097677535539589,0,0,0.0214159691983488,-5.42101086242752e-20,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0282935680186928,0,0,0.567826450295305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121483073678057,0.168565989309446,0,0,0,0,0,0.00584360745355341,0.209138111720329,0.0159332453431999,0,0,0,0,0,0,0,0.0672587756725049,0.0115425856595104,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.020375533629638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114531192393321,0,0,0,0,0,0,0.5935625897646,0.0982259798422801,0,0,0.0686521392715797,0,0,0,0,0,0,0,0,0.0402874812624328,0,0,0,0.0316321738182155,0,0,0,0,0,0,-0.166955415681756,0,0,0,0,0
