,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X601898.SH,X600111.SH,X002271.SZ,X000877.SZ,X002466.SZ,X600011.SH,X600010.SH,X000708.SZ,X600547.SH,X601600.SH,X600660.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000983.SZ,X000723.SZ,X601699.SH,X600096.SH,X000786.SZ,X600803.SH,X600795.SH,X600219.SH,X600295.SH,X000408.SZ,X000807.SZ,X000932.SZ,X601991.SH,X600801.SH,X000630.SZ,X600141.SH,X600489.SH,X000959.SZ,X000825.SZ,X600486.SH,X600985.SH,X601666.SH,X002080.SZ,X600688.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.178138153344612,0,0,0,0,0,0,0,0.15187882853333,0,0,0,-0.027260167747165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255665004731157,0,0.0119819618310068,0,0,0.178799136401725,0,0.100465845994985,0,0,0.0599582955832019,0,0,0,0,0.0718362108314905,0,0,0,-0.0130770794912232,0,0,0,0,0,0
X601088.SH,0.173199625772716,0,0,0,0,0.0110094975682281,0,0,0,0.167004098090957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158571190889717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336382417956651,0,0,0,0,0,0,0.0160988969642928,0,0,0,0.0904334027528407,0,0
X600028.SH,0.043076362310952,0,0,0,0,0.0175846246310506,0,0,0,0.0481724199533141,0,0,0,0,-0.00744777626044421,0,0,0,0,0,0,0,0,0,0,0.0184521173505416,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0240083715085527,0,0,0,0.019296813324414,0,0,0,0,0,0,0,0,0.159441441468241,0,0,-0.0180187032827505,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165914805809981,0,0,0,0.103277954717383,0,0,0.0529225512940366,0,0,0.0274195735175218,0.00582976265113572,0,0,0.0271103913349646,0,0,0,0,0,0,0,0,0.0989305376210724,0,0,0.047349454047915,0,0,0,0,0,0,0,0,0,0.00915120167243354,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101220657129005,0,0,0,0,0,0.0186554589955159,0,0,0.445442399165936,0,0,0,0,0.0138682813087611,0,0,0,0,0,0,0,0,-0.000765625503648217,0,0,0,-0.0036240895671544,0,0
X600188.SH,0,0.2319941040658,0,0,0,0,0,0,0.122993744273568,0,0,0,0,0,-0.0438229396632501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526312232827573,0,0,0,0,0,0,0,0,0,0,0.467915134051125,0,0,0,0,-0.023338992771349,0.0810499807484115,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.249399625578657,0,0,0.454644516654943,0,0,0,0,0,0.0149584165555513,0,0,0,0,0,0,3.46944695195361e-18,0,-0.00236700241264204,0,0,0,0,0,0.197933427247591,0,0,0,0,0,0,0,0,-0.0356722671106704,0,0,0,0.0738148526385189,0,0,0.00598420714126646,-0.0369593395691571,-0.0222653575941451,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356375728739208,0,0,0,0,0,0,0,0,0,0,0.0635700897239937,0,0,0,0,0,0,0,0.0421301160110965,0,0,0.203029415083133,0,0.304374274578614,0,0,0,0,0,0,0,0.0142578796318397,0,0,0,0,-0.0104528775385411,-0.0159953903940638,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374134002850678,0,0,0,0,0,0,0,0,0,0,0,0,0.198577290391079,0,0.07075491243143,0,0,0,0,0,0,0,0,0,0,0,0.315438820291429,0,0,-0.0627038658379959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.268965049896269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151014900794188,0,0.0671193892675082,0,0,0,0,0,0,0,0.0458060114474263,0,0,0,0.0293897653615842,0,0,0,0,0,0.221078727373132,0,0,0,0.0324348831089989,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.334043518623192,0,0,0,0,0,0,0,0.0407961930033242,0.0929381735728215,0,0,0.202067654788655,0,0.211332660326409,0,0,0,0,0,0,0,0,0,0,0,0.139492412953105,-0.0556252119001154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869138998507916,-0.00666355852361152,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.111535285936572,0,0,0,0,0,0,0,0,0,0,0.00951034003779068,0,0,0,0,0.570368279540773,0,0,0,-0.125806265501245,0.361376186927756,0,0,0,0.0758392560035089,0,0,0,0.0868598901574151,0,-0.160145756847901,0,0.0521207493034357,0,0,0,0,0.144035291241875,0,0,0,0,-0.00705936904600015,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315829942059752,0,0.107683348099997,0.0338091768092176,-0.0442590515436583,0,0.0542695823136795,0,0,0,0,0,-0.0813069755972871,0,0,0,0,0,0,0,0,0,0,0.0241467918977349,0,0.529879225286045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132774705941012,0,0,0,0,0,0
X002466.SZ,-0.27862388351642,0,0,0,0,0,0.898528262630251,0,0.0252083367460719,0,0,0.0138205877674138,0,0,0.0529855322771992,0,0,0,0,0,0,0,0,0,0,0.0496793547724968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106215850375867,-0.1001104648205,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787350786741706,0,0,0,0,0,0.543064209283851,0,0,0.0533041671989462,0.0965716734847465,0,0,0,0.2059153591688,0,0,0,0,0,0,0,0,0,0,0,-0.0917399835831215,0.0939980647736132,0,0,0,0.00900235315313096,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0559728435946461,0,0.369140497551685,0,0,0,0,0,0.0400331456979822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073495658980266,0,0,0,0,0,0.0604679451785447,0,0,0.0273387007843359,0.00307655520551079,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0149478344527991,0,0,0.0102263791491005,0,0,0,0,0.138663888729256,0,0,0,0.137141771614382,0,0,0,0.119474925728543,0,0,0,0,0,0,0,0.0394982903331863,0,0,0,0,0,0.0106992372335811,0,0,0.232363209670088,0,0,0.00585213822749658,0,0,0,0,0,0,0,0,0,0,0,-0.0502560731560019,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00490915703601052,0,0,0,0,0,0,0,-0.0428861290691291,0,0,0,0,0,-0.0896337145335209,0,0,0.0467036320742824,0,0,0,0,0,0,0,0,0,0,0,0,0.862786366802348,0,0,0,0,0,0,0,-0.040244256627384,0,-0.0322389037016663,0,0,0,0,0.0466336309874586,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0463854331413264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147592212173463,0,0,0,0,0,0,0,0,0,0.0919196268271226,0.0661856656326374,0,0.540682137777572,0,0,0,0,0,0,0,0.0137658731801403,0.0375757554770898,0,0,0,0,0,0,-0.0127330592169385,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0654474885521389,0,0,0,0.109529672792286,0,0,0,0,0,0,0,0,0,0.294110093687975,0,0,0,0,0,0,0,0,0,0.02479061579276,0,0,0,0,0,0,0,0,-0.039264199174706,-0.0516379132150469,0,0,0,0,0,0,0.192815224322921,0,0,0,0,0.00385482055648487,0,0,0,0.0940666295338013,0,0
X000301.SZ,0,0,0,0.0506923076129003,0,0,0,0,0,0,0.152019263732278,0.125125361611476,0,0,0,0,0,0,-0.144343481232908,0.116198541231843,0,0,0,0,0,0,0,0,0.17543323985321,0,0,0,0,0,-0.0637385996032288,0,0,0,0,0,0,0,0,-0.036506543871181,0,0,0,0.320565505916788,0,0,0,0,0.0253058406872142,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.107067343013923,0,0,0.0430566124324155,0,0.250441259806722,0,0,0,0,0,0,0.0211186634878862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303329736363135,0,0,0,0,0,0,0,0,-0.0329428355832431,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.342220905167366,0,0,0,0,0,0,0.104735519172749,0,0,0,0,0,0,0,0.0254913684691051,0,0,0,0,0,0.212860409834885,0,0,0,0.0369508157079922,0.0386759810678002,0,0,0,0,0,0,-0.00125962742329428,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.234652608881373,0.0684903056798947,0,0.0324298880080789,0,0,0,0,0,0.0255130766166767,0,0,0,0,0,0.0586098548424182,0,0,0,0,0,0,0,0,0,0,0,0,0.159560065270542,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435403016233949,0,0,-0.0465287914118864,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.0123600343868795,0,0,0.145481183112998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261790645957158,0.0574142996743607,0,0,0,0,0,0,0,0,0.214527679204913,0,0,0,0,0,0.124097265593366,0,0,0,0,0,0,0,0.0237446741830531,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.073461906517347,0,0,0,0.116363797294186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315211135243862,0,0,0,0,0,0,0,0.0755660441959205,0,0,0,0,0.105718850334114,0,0,0,0,0.107090618496472,0.290417682296819,0,0,0,0,0,0.029895511060503,0,0,0,0,0,0
