,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600803.SH,X600160.SH,X600010.SH,X600111.SH,X601991.SH,X000983.SZ,X002460.SZ,X600426.SH,X601699.SH,X000301.SZ,X002128.SZ,X000807.SZ,X000933.SZ,X000630.SZ,X600219.SH,X601168.SH,X000786.SZ,X002466.SZ,X000877.SZ,X600985.SH,X600176.SH,X000883.SZ,X000408.SZ,X600096.SH,X000027.SZ,X600348.SH,X002353.SZ,X002409.SZ,X600282.SH,X600863.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.434625908452239,0,0,0.116694760856567,0,0.168476626922353,0,0.174818160056627,0,0,0,0,-0.0592914070596674,0,0.034935071794493,0,0,0,0,0,0,0,0,-0.0178444060149549,-0.0346910713539815,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505387484972286,0,0,-0.127238058569501,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265956617707001,0,0
X601088.SH,0.278230820812189,0,0,0,0.0395565358971881,0.165502942028741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832583616238274,0,0,0.106926988165437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00904626776023304,0,0,0,0,0,0,0
X600028.SH,0.415316978868912,0.139724875604408,0,0,0,0,0.0415946845244908,0,0,0.053812576572761,0,0,0,0,0,0,0,0,0.00954232834854138,0,0,0,0,0,0,-0.167989622891929,0,0.00271117178710904,0,0,0.00849722264292361,0.0423911245895435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453122432658327,0,0,0,0,0,0
X600309.SH,-0.0589053351769996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139178419222391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313621451676986,0,0,0,0,0,0,0.146354157962353,0,0,0,0,0,-0.0585793026356646,0,0,-0.05378144128868,0,0,0,0,0.0484833151380845,0,0
X601898.SH,0,0,0,0,0,0.0239969335688863,0,0,0,0.0183110847657057,0,0,0,0,0,0,0,0,0.0726621988085819,0,0,0,0,0,0,0,0,0.18001715342558,0,0.0417797133628026,0,0,0,0,0,0,0,0,0.310769079362088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0.114124355525988,0,0,0,0.136659897353239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298456686635406,0,0,0.232673668308817,0,0,0,0.0535655543733349,0,0,0,-0.0935415617170223,0,0,0.0343143138335236,0,0,0,0,0,0,0,-0.0174689691682536,0,0,0,0,-0.0458385568465941,0,0,0,0,-0.0250961252986972,0,0
X600019.SH,0,0,0.17187928616314,0,0.153010356284429,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0227313658327439,0,0.136262287402651,-0.0707614810850533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657117465946,0.109517815892652,0,0.0257994458307656,0,0,0,0,0.0754910309888478,0,8.67361737988404e-19,0,0.0130954409845336,0.0865927488203609,0,0,0,0.0448834701608775,0.0780795483311061,0,0,0,0,0,0
X600011.SH,0.0814823506707179,0,0,0,0,0,0,0,0,0,0,0,0,0.210450493097169,0,0,0,0.148860927051844,0,0,0,0,0,0.357689565816769,0,0,0,-0.0855701514902888,0,0,0,0,0,0,0,-0.0624661858296579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544347678109403,0,0,0,0,-0.0267498580840658,0,0
X600886.SH,0.0441391416408732,0,0,0,0,0,0,0.10428552433882,0,0,0,0,0,0,0,0,0,0.0830638064044394,0,0,-0.131822593531327,0,0,0.130021185516012,0,-0.0259838350030258,0,0,0,0,0,-0.0642261601173534,0,0,0,0,0,0,0,0,0.0647055458642706,0,0,0,0,0,0,0,0,0,-0.116789333114079,-0.0146505716468138,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847081664636533,0,0,0,0.0494872396616635,0,0,0,0,0,0,0,0.186222729847471,0.267543801143628,0.0242999256000636,0.126534949105876,0.203797283163227,0,0,0,0,0,0.0463340643263608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
