,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600027.SH,X600362.SH,X600623.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000792.SZ,X000709.SZ,X600352.SH,X600309.SH,X600489.SH,X600583.SH,X000898.SZ,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000983.SZ,X000060.SZ,X000959.SZ,X000723.SZ,X002470.SZ,X600021.SH,X002075.SZ,X600176.SH,X600022.SH,X600098.SH,X000012.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.120730525260372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103328869598398,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0828086383169674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489335283687565,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.174361338558757,0.00783776614871442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036097603204122,0,0,0,0,0,0,0,0.146742415834322,0,0,0,0,0,0,0,0.0178849819863396,0,0,0,0,0,0,0,0,0,0.011125067281364,0,0,0.00922028850607612,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0114898977188782,0,0.103760400168646,0,0,0,0,0,0,0.0063345211992518,0,0,0,0,0,0,0,0,0,0,0,0.0742439975930823,0,0,0.112420193642446,0,0,0,0,0,0,0.135858158958167,0.0605534876317575,0,0,0.0688101083749283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0232831359126999,0,0.134983746199659,0,0,0,0,0.0878923701272071,0,0,0,0,0,0,0,0,0,0,0,0.0447436400016653,0,0,0,0,0.115264541779825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127635824113042,0.0497305863010908,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114806969282638,0,0,0,0,0,0.111714003255602,0,0,0,0,0.0839116096373832,-8.67361737988404e-19,0.0575643868935769,0.115804837722962,0,0.148188754732396,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00688182822317038,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0116099069944489,0.464982536598504,0,0,0,0,0,0,0,0,0,0,0.0361671681047785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148825968845123,0,0.0113516931469593,0,0,0,0,0,0,0,0.0419804574917306,0,0,0.0620144544304483,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0568282062453072,0,0,0,0,0,0,0,0,0,0,0,0.0769140806884055,0,0,0.054637050181098,0,0,0,0,0,0,0.112346993051042,0,0,0.104891669772489,0,0,0,0,0,0,0.148770449778106,0,0,0.101529853883569,0,0,0,0,0,0,0,0,0,0,-0.00881616980453574,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0514718404166807,0,0,0.0385979655885177,0,0,0,0,0,0,0,0,0,0,0,0.0757807128382069,0,0,0,0,0,0,0,0,0,0,0,0,0.296591156916665,0,0.0579692932531949,0,0,0,0,0,0,0,0,0.210063405098204,0,0,-0.0108387120730336,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717197661714232,0,0,0.0243945125384182,0,0,0.0354981842955449,0,0,0,0,0,0.0922390032493394,0,0,0,0,0,0.187724892896524,0.156088515044339,0.0248570237917032,0,0,0,0,0,0,0,0.174403037707053,0.0311826706929237,0,0,0.0242083367409519,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112879145808257,0,0,0,0,0,0,0,0,0,0,0,0,0.0484542827884037,0,0,0,0.111898869424553,0,0.0276390358706717,0,0.106952789438556,0.0331950134024598,0,0.12634670254591,0,0,0.0685729047107988,0,0.0247462664405939,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0342392444801851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296417355608138,0,0.162868231691356,0.129782772429641,0,0,0,0,0,0.116738137201177,0,0,0,0,0,0,0,0,0,0.0708591328790556,0.0111225521819079,0,0,0.00702974498882954,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188239742635702,0,0.00207729570984408,0,0,0.0944863182980961,0,0,0,0,0.109218188884268,0,0.0537798804655624,0.00619726388837918,0.0126399024587624,0,0,0,0.142305331548743,0,0,0.115059219420871,0.19663834780656,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0487891665098978,0,0.144129182309098,0,0,0,0,0.1447880360147,0,0,0,0,0,0,0,0,0,0,0.0943090229957002,0,0,0,0,0,0,0,0,0,0,0,0,0.170496907438339,0,0.142187054073843,0,0,0,0.0783687400270804,0,0,0,0,0.0745833827230368,0,-0.0113176074499513,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.127333747006507,0.0161076730863438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0605870018513078,0,0,0,0,0,0,0,0.0453218092677594,0,0,0,0,0,0,0,0,0.28878832787289,0.0936755823583366,0,0,0.00637924787942537,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0238610338201327,0,0,0,0,0,0,0,0,0,0,0,0,0.0286837529580144,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.045211835005792,0,0,0.157063551268054,0,0.178760477220096,0,0,0,0,0,0,0.209619788640621,0,0,-0.0344938186104327,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354730562194121,0,0,0,0,0,-0.00549823364983276,0,0,0,0,0,0,0,0.239222164596171,0,0,0,0,0,0,0.277943343233978,0,0.167876575343713,-0.00532749068969777,0,0,0,0.078554956540554,0,0,0,0,0,0.126666858671169,0,0,0,0
X600111.SH,0,0,0,0,0.122604472634782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912986586489383,0,0,0,0,0,0.118612131753736,0,0,0,0,0.177285215474932,0,0,0,0,0,0,0.0360074815402669,0,0,0.0626756678151229,0,0,0.00268271859846365,0,0,0.0269960921576388,0,0.192917996369584,0,-0.0219750136636827,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0174221701666541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184279325857826,0,0,0,0,0.14602878971527,0,0,0.126380461886697,0,0.211269429511688,0,0,0,0,0,0,0,0.06597019171555,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268690123417332,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174499995274577,0,0,0.116508978924639,0,0.147535380322997,0,0,0.0949363005290762,0,0,0,0,0.120035249584056,0,0.0718007010255615,0,0,0,0,0.00789894714446425,0,0,0,0,0.123018436838912,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451825970665838,0,0,0,0,0,0,0,0,0,0,0,0,0.415668505292799,0,0,0.0373540988737353,0,0,0.0776322217651565,0,0,0,0,0,0.157613357497931,0.0779036807789285,0,0,0.0227037467230831,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.246258314304871,0,0,0,0,0,0.318484586068348,0,0,0,0,0,-0.0296474470019976,-0.276628628537092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853323076235117,0,0,0,0.0647619023043856,0,-0.0140107525356708,-0.0133218665964399,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415884872415842,0,0,0,0,0.0595922777135452,0,0,0,0,0,0,0,0,0.91875566119293,0,0,0,0,0,0,0,0.0730244017832621,0,0.0604494578598676,-0.0177129083468277,0.0604220876678764,0,0,0,0,0,0,-0.0336153156211409,0,0,0.00942583389893656,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0860738610563259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239897796848305,0,0,0,0,0,0,0,0,0,0.148345026710092,0,0,0,0.230881436956437,0,0,0.0489741895524035,0,0,0,0.137129178305932,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443416296242989,0,0,0.120666892672979,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.139355230443387,0,0,0,0,0.00364385485955993,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411494196378142,0,0,0,0.084972563467386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265325328403023,0,0,0,0,0.0544025003788719,0,0,0.0282990085681157,0.212495752537744,0.0557781364186523,0,0,0,0.207353221610613,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0254224675301721,0,0,0,0,0,0,0,0,0,0.0429546791084882,0,0,0,0,0.0427210539983408,0,0,0,0,0,0,0,0.0593482889666818,0,0,0,0,0,0,0,0,0.107366700815675,0,0,0,-6.93889390390723e-18,0,0.0203855496362675,0.0883445196520528,0,0,0.257527902324887,0.240207575266296,0,0,0.0109044145493201,0,0,0,0,0,0,0
