,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X002466.SZ,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X600795.SH,X600547.SH,X002460.SZ,X601992.SH,X600111.SH,X600886.SH,X600516.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X002271.SZ,X000709.SZ,X600027.SH,X600299.SH,X000553.SZ,X000408.SZ,X000825.SZ,X600489.SH,X601158.SH,X601699.SH,X600157.SH,X600219.SH,X002470.SZ,X600549.SH,X000883.SZ,X600808.SH,X600315.SH,X000630.SZ,X600583.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.21956281932114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114633772049235,0,0,0,0.0300112652809281,0,0,0,0,0,0.0978435404789651,0,0,0,0,0,0,0,0,0.018235154003895,0,0,0,0,0,0,0,0,0,0,0,0.0545260409209841,0,0,0,0.00281790350116357,0,0,0,0,0,0
X600028.SH,0.13087906843832,0,0.226622794657529,0,0,0,0,0,0,0,0,0,0.0942160588118834,0,0.00896871107354699,0,0,0.195095740191488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.0506197352037012,0,0.316876616499832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033452057081936,0,0,0,0,0,0,0,0,-0.0994750912899078,0,0,0,0,0,0.376146710450962,0,0,0,0,0,0,0,0,0,0,0,0.0224238088120456,-0.0168787900625943,0,0,0,0,0,0
X600019.SH,0,0.0883489303022515,0.162981101311216,0,0.0235224769544857,0,0,0,0,0.0784551503824001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907696531438521,0,0,0,0,0,0,-0.019960913154426,0,0,0,0,0,0.0784656931336913,0,0,0,0,0,0,0,0,0,0,0,0.0204689380640295,-0.0537172504905928,0,0,0,0,0,0
X600585.SH,0,0,0.276816693290534,0.207980780263902,0,0,0,0,0,0.113516532593482,0,0,0,0,0.0754319509301715,0,0,0,0,0,0,0,0,0.00436800719397379,0,0.172087796098426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201431071256494,0.00973047095572765,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0623572486931093,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0192113945451107,0.174812251695048,0,0,0,0.0562615324193818,0,0,0.0510427593923259,0,0,0,0,0,0,0.0163378608035295,0,0,0,0,0,0.0707210959686001,0,0,0.00463185992800155,0,0,0,0,0,-0.0120443805944993,0.0115156168267084,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.201458390426507,0,0,0,0,0,0,0,0,0,0,0,0,-0.00348395465638265,0,0.00257532609587354,0.0845017943685433,0,0,0,0,0,0,0,0.0534072333052254,0,0.217878157461917,0,0.186904196303766,0,0,0,0,0.128215407567441,0,0,0,0,0,0,0,0,0,0,0,-0.00742050085165835,-0.015443486659474,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.288668603794932,0,0,0.353100227306738,0,0,0,0,0,-0.261965580342684,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.17814529005594,0,0,0,0,0,0,0,-0.472868496139632,0,0,0,0,0,0,0.0175062841162486,0,0.0451952528422263,-0.156429083428382,-0.480824614422693,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0490655410086061,0,0,0.125820117665072,0,0,0,0,0.276681759897989,0,0,0.0121848608816284,0,0.0379338537189096,0,0,0,0,0,0,0.0853521318764909,0,0,0,0,0,0,0,0,0,0,0.041271695622711,0,0,0,0,0,0.0662695648832058,0,0,0.0689495838374553,0,0,0,-0.00644017994491928,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109299352077173,0,0,0,0,0.19298350993192,0.260067103432391,0.166902658736974,0,0,0,0,0,0,0,0,0.0707055999015568,0,0,0.421374014735853,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165576039062253,0,0,0,0,0,0
