,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600362.SH,X600886.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X002460.SZ,X000709.SZ,X002271.SZ,X600299.SH,X002110.SZ,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X000553.SZ,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X600583.SH,X000027.SZ,X600985.SH,X000825.SZ,X600426.SH,X600339.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0662835983637023,0,0,0,0,0,0,0.00634480250279132,0,0.0637030638341332,0,0,0.00635273221974204,0,0,0,0,0,0,0,0,0,0,0,0.0203988132855089,0,0,0,0,0,0,0,0,0,0,0,0,0.0325914975848641,0,0,0,0.0113373330822147,0,-0.0103827358899333,-0.00734397431211854,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.177739908557451,0,0,0,0,0,0,0,0,0,0,0,0,0.0148597847335716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902355207418929,0,0,0,0,0.134418840655124,0.0405994405711804,0,0,0.00718659480063099,-0.0275580818277004,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0317827602322425,0,0,0,0,0,0,0,0.0696649440267552,0,0,0,0,0.151656912589228,0,0,0,0,0,0.0166677568394509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552697713743412,0,0.0024204344524219,-0.058335280218462,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0836392678807646,0,0,0,0,0,0,0,0,0,0.00753612607986386,0,0,0,0,0,0.490931917277575,0,0,0,0,0,0,0,0,0,0,-0.0161897291771377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133188547104566,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.122849474213444,0,0,0,0,0,0,0.0227476481469813,0.018929280555556,0,0,0,0,0.19957596751951,0,0,0,0,0.0376715330852694,0,0,0,0,0,0.0475988103441054,0,0,0,0,0,0,0,0,0,0,0,0,0.0464954049464811,0,0,0,0.0979305499219667,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.140995943493121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34711744053976,0,0,0,0,0,0,0,0,0.0429610233161516,0,0,0,0,0.226764565676696,0,-0.0267399828146913,0,0.0453897811931321,0,0,0,0,-0.0344384417809204,0,0
X600011.SH,0,0,0,0,0,0,0,0.0340472558060313,0,0,0,0,0.099185614179023,0,0,0,0,0,0,0.0112237980266338,0,0,0,0.341882019402196,0,0,0.0483740264087355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461341061161863,0,0,0,0,0,0,0,0.0117164328024944,0,0.0510667139699186,0,0,0,0,-0.000302224011405653,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0209993100990438,0,0,0,0,0.167425192934668,0,0,0.0323569433234116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034518129754802,0,0.230018238024087,0,0,0,0,0,0,0,0,0,0,0,0,0.189780765271634,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0525955069156513,0,0,0,0,0,0,0,0,0,0.0469245789344779,0,0,0.0536099255915966,0.147873046385008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200900215954536,0,0,0,0,0,0,0,0,0,0,0.0798364555413088,0,0.0146275358868755,0,0,-0.014407546849603,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741156764867136,0,0,0,0,0,0,0,0,0,0,0,0.0436396671826124,0,0,0,0,0.582192966996976,0.0919989887418999,0,0,0,0,0,0,-0.0209722039109722,0,0,-0.0109838475343675,0.0814005634255141,0,0.0034564285599127,0,0,0,0,0.00877716389854686,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.071931741174034,0,0,0,0,0,0,0.0203737219976476,0,0.183027826149496,0,0,0.0257784157091961,0.0451717555185266,0,0,0,0,0,0,0,0.0226064104728642,0,0,0,0.0675990679596067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748494378154198,0,0,1.0842021724855e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447102586748315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103413853477333,0,0,0,0,0,0.0460819313020722,0,0,0,0.0420958133364198,0.0356320176866838,0,0.0733832936012477,0,0,-0.0547109755320995,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.00825875496211063,0,0,0,0,0,0,0,0,0,0.202754044390604,0,0,0,0,0,0.256461268411118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203947621421467,0,0,0,0,0,0,0,0,0,-0.110898857206918,0.208890410820543,0,0,0,-0.00113712269397577,0,0
