,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X600688.SH,X600111.SH,X000723.SZ,X600801.SH,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X600299.SH,X600426.SH,X000709.SZ,X600612.SH,X601158.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X000630.SZ,X000027.SZ,X002353.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X600985.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203728637299743,0,0,0.0151801115587141,0,0,0,0,0.00500692071767796,0,0,0,0.0898571518356022,0,0.0414583322972578,0,0,0,0,0,0,0.0705539384840715,0,0,0,0.000455532003353351,0,0.121484058725985,0,0,0,0,0,0,-0.00201495579229501,0.00112313482976806,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0592945776437776,0,0,0,0,0,0,0,0,0,0,0,0.0551967028600472,0.0215144250696489,0,-0.0177856756923118,0.00932896983506849,0,0,0,0,0,0,0,0,0.0155688121404092,0,0.046986429809237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179380211011404,0.018156448377907,0,0,0,0,0,0
X601088.SH,0,0,0,0.281144472283542,0,0,0,0,0,0,0,0,0,0,0,0,0.0816146514175377,0.111912141964199,0,-0.00585631311674584,0,0,0,0,0,0,0,0,0,0,0,0.0640091206265319,0,0,0,0,0,0,0,0,0,0,-0.0510292145794221,0,0,0,0,0,0,0,0,0,0.00505983387779391,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149499894940014,0,0,0.0699216151269204,0,0,0,0.371033301602408,0,0,0,0,0.271810818257014,0,0,0,0,0,0.0133239206426924,0,0,0,0,0,0,0,0,0,-0.0138045063404992,0,0,0,0,0,0,0,0,-0.0024329431961484,0,0,0,0,0.017983189830697,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.311725751944287,0,0,0,0,0,0,0,0,0,0,0,0,0.216851696058096,0,0,0,0.0207037989085812,0,0.0610300759175806,0,0.0672470037489514,0,0,0.109079940568915,0,-0.0339672672677053,0,0,0,0,0,0,0,-0.111083457054562,0,0,0.0828407876557492,0,0,0,0,0,-0.0165272594220009,0.0268263077741688,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0791611754979473,0,0,0.039111738209642,0,0,0,0,0,0,0,0,0.0437865367946821,0.0734910901485918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12539169395056,0,0,0,0,0,-0.000963330645986506,0.00502121519281918,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741948042802122,0,0,0,0,0,0,0.735712447616939,0,0,0,0,0,-0.0248545401082939,0,0,0,0.00211855405143387,0,0,0,0,0,0,0,0,-0.297099522258998,0,0,0,0,-0.0396654881755347,0,0,-0.0361233052026855,0.016296319597582,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0231821693632992,0,0,0,0,0,0,0,0,0,0,-0.125576745537044,0,0,-0.0139077850303782,0,0.469349060492382,0,0,0,0,0,0,0,0,0,0,0,-0.0688417198512985,0,0.063549508067043,0,0.0998130395437986,0,0,0,0,0.0473053013451416,0,0,0,0,0,0,0,-0.00945834808252367,0,0,-0.0222232228395384,0,0.119208819550954,0,0
X600010.SH,0,0,0,0,0.0604200019137596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913034211606861,0.0847740450186621,0,0,0,0,0,0,0,0,0.0478792125274877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179641367524787,0,0,0,0.00928303641323841,-0.0126612916164592,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111208725852825,0,0,0,0,0.0112624845921193,0,0,0,-0.045717329736602,0.0612559998234261,0,0,0,0.0357515018873716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834504036084455,0,0,-0.000828339510850629,-0.0141539966437305,0,0,0,0,0,0
