,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X002460.SZ,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000301.SZ,X601991.SH,X000786.SZ,X600426.SH,X000983.SZ,X601699.SH,X000807.SZ,X600219.SH,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X002128.SZ,X600096.SH,X000933.SZ,X000408.SZ,X000877.SZ,X002353.SZ,X000027.SZ,X600378.SH,X600352.SH,X000883.SZ,X600995.SH,X002271.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.545140785712053,0,0.099103559670333,0,0,0,0.00562051455408481,0,0.195319004993806,0.0361131549053885,0,0,0,0,0,0,0,0.0944608000883738,0,0,0,0,0,-0.00573946837758171,0,0,0,0,0,0,0,0,0,0,0.230708389884122,0,0,0,0,0,0.15788576906163,0,0,0,0,0,0,0,0,0,-0.0725416882598036,0,0,0,0,0,0
X601088.SH,0.0190470437555545,0,0.0292319469335404,0,0.304591705507647,0,0,0.0631024726050369,0,0,0,0,0,0,0.0199034311614239,0,0,0,-0.082290776942564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154816423334416,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.024028461575442,0,0,0,0,0,0
X600028.SH,0.432540896838484,0,0,0,0.178478180870216,0,0,0,0,0,0.050460061885567,0,0,0,0.228458982216942,0,0,0,0,0,0,0,0,-0.0911478631007305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00476652197847135,0,0,0,0,0,0,0,0,0,0,0,0.0199961436452447,0.0194850730257325,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.040659148203232,0,0,0,0,0,0,0,0,0.169204098067985,0,0,0.0788779794076571,0,0,0,0,0,0.0603126919272121,0.354006165659566,0,0,0,0,0,0,0,0,0.00590483927803903,0,0.0191428164621004,0,0,0.21013984180374,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0905863729844479,-0.0250612478054212,0,0,0,0,0,0
X601898.SH,0,0.523747263329671,0.162387561587926,0,0,0.125461952239559,0,0,0,0,0,0.0410405986138107,0,0,0,0,0,0,0,0.038773832292386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455142533809439,0,0,0,-0.0116430157042815,0,0,0,0.163759927442928,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.154292661032771,0,0,0,0.0639529518338157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284460496945336,0,0,0,0.324726579526468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.247411671203702,0,0,0,0,0.0578326689220771,0,0,0,0.0784839746154292,0,0,0,0,0.112275405241097,0,0,-0.343054030329794,0,0,0,0.043492264162494,0,0,0.151468269761783,0,0,0,0,0,0,0,0,-0.0403931008433062,0,0,0,0,-0.263134515548424,0,0,0,0,0,0,0.189332468758191,0,0.167992074527576,0,-0.0391085553355761,-0.174092147619262,0,0,-0.084665217913717,0,0
X600019.SH,0,0,0.3321867734675,0,0,0,0,0,0,0,0,0,0,0.0220877249265209,0,0,0.0831658696349216,0,0,0.122494436950337,0.221480716406394,0.0252090711675716,0,0,0,0.12170886394814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125686935106218,0,0,0,0,0,0,0,0,0,-0.0111756052211075,0,0,0,0,0,0,0
X601600.SH,0.0395398734113333,0,0,0,0,0.168888670858722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918254299324224,0,0,0,0,0.484338611456542,0.0796656268785815,0,0.18442505466097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.112158935226168,0,0,0,0,0,0.220261158797166,0,0,0.046020431649607,0,0,0,0,0,0,0,0,0.0278583313962103,0.0822172647813889,0.215596939186552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187518410521338,0,0,0,0,0,0,0,0,0,0.0765420142096103,0,0,0,0,-0.00760685215019462,0,0
