,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600011.SH,X600188.SH,X002460.SZ,X601898.SH,X600547.SH,X000792.SZ,X002466.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X601699.SH,X000786.SZ,X000932.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600219.SH,X002080.SZ,X000539.SZ,X600995.SH,X300037.SZ,X000933.SZ,X600688.SH,X600096.SH,X000630.SZ,X000723.SZ,X600612.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.522660214284198,0,0,0,0,0,0.0631469441021157,0,0.0244824587847363,0,0,0,0,0,0,0,0,0,0,0.0580408730995604,0,-0.0476946278655386,0,0,0,0,0,0,0,0,0,0,0,0,0.0165928798370418,0,0,0,0,0,0,0,0,0,0,0,0.131501304810128,0.0175045955626521,0,0,0.0365683684676714,0,0,0,0,0,0,0
X600028.SH,0.662528100086684,0,0,0,0,0.126923754232117,0.0104968915087515,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815441734795614,0,0,0,0.0621077413282828,0,0,0,0,0,0,0,0,0,0,0,0,0.0298917677364683,0,0,0,0,-0.0914077188283301,0,0,-0.0067117014694638,0,0,0,0,-0.0686506230002925,0.0188678348248429,0.0230655717370879,0,0,0,0,0,0
X601088.SH,0.0722311922739932,0,0,0,0,0,0,0.232559990245836,0,0.0237207571081079,0,0,0,0,0,0,0.0499874224228759,0,-3.46944695195361e-18,0,0,0,0,0.0279321670334694,0,0.0981334210398448,0.0213181991019765,0,0,0,0,0.004230516433124,0,0.0797189071254593,0,0,-0.0129604978122405,0,0,0,-0.0562418257073143,0,0,0,0,0,0,0,0,0,0,0.0095950978904628,0,0,0,0,0,0,0
X600309.SH,-0.0702809364754658,0,0,0,0,0,-0.161768849766241,0,0,0,0,0,0,0,0,0,-0.0475756892657051,0,0,0,0.0210777848301041,0,0.217586441664789,0,0,0,0,0,0,0,0,0,0,0.0564931985014948,0.0478628239133223,0,0,0,0,0,0,0,0,0.0629551688606927,0,0,0,0,0,0,0,0,-0.00187458298698689,0,0,0,0,0,0
X600019.SH,0,0.0631598479761713,0,0,0,0.176899958530611,0,0.0556454441289728,0,0,0,0,0,0.123232739109844,0,0,0,0,0,0,0,0,0.0136754357340475,0,0,0,0,0,0.0230425768617555,0,0,0.0503285738634388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500926899607399,0,-0.018049475914849,0,0,0.0890323376268042,0.00809497741458718,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.25705354353459,0,0,0,0.013359549962194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279044612779057,0,0,0,0,-0.114985057746214,0,0,0,0,0,0.111155041319827,0,0,0.0693933929305272,0,0.179740515050048,0,0.0376396048892879,0,0.0495728980640997,0.0602619713582086,0,0,0,0.00154791065159374,0,0,0,-0.0135003107445388,-0.00993758904351126,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.267645144985391,0,0,0.332526304447264,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.379571782789966,0.259952668829314,0,0,0,0,-0.172490769950856,0,0,0,0,0,0,0,0.0146254394198319,0,0,0,0,0,0,0,0,0,0.010764209714617,0,0,0,0,0,0,0
X600188.SH,0,0,0.524472396475206,0,0,0,0,0,0,0.00747799141784811,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.124149399444378,0,0,0,0,-0.046618765219005,0,-0.146020026368829,0.0445618106650175,0,0.334370095925621,0,0,0.0769310192255759,0,0,0,0,0,0.0307115237739831,0,0,0,0.13424514046004,0,0.180414631013121,0,0,0,0,-0.0357513650296482,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.518724787505634,0,0,0,0,0,0,0,0.0364443468540643,0,0,0,0.0181979995514558,0,0,0,0,0,0,0,0,0.00748836191662697,0.0907592128795624,0.0307695357037219,0.217700170345892,0,0,0,0,0.0269707044577979,0,0,0,0,0,0,-0.0162550714417756,0,0.153201314648402,0.00931719678152741,0,0,0,0,0,0,0
X601898.SH,0.0373539022671137,0,0.0766995711901133,0,0,0,0,0.181658729111413,0,0,0,0,0,0,0,0,0,0,0,0,0.01414133593375,0,-0.138220095477969,0,0,0,0,0,0,0,0,0,0.256591080746275,0.122266609190532,0,0,0,0,0,0,-0.0763698682934266,0,-0.17063336198843,0,0,0,0,0.0427983445348081,0,0,0,0,0.0121120018067786,0,0,0,0,0,0
