,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600886.SH,X600795.SH,X600585.SH,X601600.SH,X600688.SH,X601991.SH,X000709.SZ,X600157.SH,X600027.SH,X600362.SH,X002075.SZ,X600188.SH,X600111.SH,X600583.SH,X601992.SH,X601158.SH,X000539.SZ,X600309.SH,X600021.SH,X000027.SZ,X002353.SZ,X000898.SZ,X600352.SH,X000883.SZ,X002470.SZ,X000878.SZ,X601918.SH,X600660.SH,X000629.SZ,X600808.SH,X000792.SZ,X600863.SH,X600307.SH,X600578.SH,X000060.SZ,X600098.SH,X000825.SZ,X600489.SH,X600008.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.760024571509351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655781172102185,0,0,0,0,0,0,0.00492945195784848,0,0,0,0,-0.148685405478143,0,0
X600028.SH,0.301063581822912,0,0.0606074017953603,0,0,0.248983943469929,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0695352205687283,0,0,0,0,0,0.0405024502200632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.213530340828189,0,0.0237414549773436,0.152641007852381,0,0.180482053854324,0,0,0,0,0,0,0,0,0,0,0,0.0109756970755748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129125936829368,0.0011051473913475,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.106329065927562,0,0,0,0,0,0.216631627661823,0,0,0.201997087049697,3.46944695195361e-18,0,0,0,0,0,0.00824401728055854,0,0.0345689993961983,0,0,0,0.00148291234377347,0,0,0,0,0.0173413512657234,0,0,0.0212809686737506,0,0,0,0.2081417217213,0,0,0,0,0,0,0,-0.00626993713175688,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613791478109778,0,0,0,0.0199209174809839,0,0,0.188004407458265,0,0,0,0,0,0,0,0,0,0,0.259096948043715,0,0,0,0,0.196887894887525,0,0,0,0,0,0,0.010645831519733,0,0,0,0,0,0,0
X600019.SH,0,0,0.0438577978425938,0.159176124738927,0,0,0,0,0,0,0,0,0,0,0,0.19142882163364,0,0,0,0,0.011392525902717,0,0,0,0,0.0482131490535985,0,0,0.29955209573253,0,0,0,0,0.00752784718270419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.203390990461497,0,0,0,0,0,0,0,0.228075890969088,0,0.237270457750514,0,0,0,0,0,0,0,0,0,0,0,0,0.112177325322077,0,0,0,0,0,0,0.135523676625336,0.121221147658252,0,0,0,0,0,0,0.00161261244608155,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.111969737131266,0,0,0,0,0.0701724190065526,-1.73472347597681e-18,0,0.191700341651489,0,0,0,0,0,0,0,0,0,0.0995333104029602,0,0.106823097978657,0,0,0,0,-0.0383646836068832,0,0,0,0,0,0,0,0,0,0,0.00991094344152798,0,0,0,0,0,0,0,-0.0346112778805535,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.110416508998922,0.0366898873218218,0,0,0,0.0115479648406376,0,0,0,0,0.0440077564934184,0,0,0,0,0.12507461230434,0,0,0,0,0,0,0,0,0,0.1189471113086,0,0,0.113517616387611,0,0.240263974724865,0,0,0,0,0,0.00802999153058968,0,0,0,0,0,0,0,0,0
X600585.SH,0.00864357124634967,0.0525172952284113,0.101606335640967,0.037399356571868,0,0.0941264776550058,0,0,0,0,0.151795894922665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300984450645262,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934961775283718,-0.00921566274189482,0,0,0,0,0,0
