,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601600.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601992.SH,X600362.SH,X002466.SZ,X600660.SH,X601991.SH,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600516.SH,X600027.SH,X600157.SH,X002460.SZ,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X002092.SZ,X600808.SH,X601158.SH,X600352.SH,X600219.SH,X002271.SZ,X000630.SZ,X000883.SZ,X000983.SZ,X600176.SH,X000723.SZ,X600299.SH,X600578.SH,X000408.SZ,X000792.SZ,X000060.SZ,X600008.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0933995097659711,0,0,-0.0254353539101933,0,0,0,0,0.0493740226071837,0.0916192289396291,-0.0114850783143282,0.0130876680847529,0,0,0,0,0,0,0,0,-0.015186665496201,0,0,-0.0562103352822552,-0.0151869976706715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309058181766152,0,0,-0.00934820964920407,-0.0133473296958227,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.243563846639235,0,0,0,0,0,0,0.0659632725126935,0,-0.0502831679693132,0,0,0,0,-0.105503111445545,0,0,0,0,-0.0294682161221404,-0.0198404527685254,0,0,0,-0.0354527519230586,0,-0.0802850246317453,0,0.0073914751484457,0,0,0,0,0,0,0,0,-0.102545779470002,-0.0185803043628354,0,0.0151273932267616,0,0,0,0,0,0,0,-0.0795699784860232,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019702874902545,0,0,0,0,0.00513635649514136,0,0,0.017141104604186,0,0,0,0,0,0.00461567161915848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671646489556383,0,0,0,0,0.0918291809122391,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.342598432250659,0,0,0,0,0,0,0.0398161132366047,0,0,0,0,0,0,-0.0352184526474111,0,0,0,0,0,0,0,0,0.318508757174068,0,0,0,0.00764971842774984,0,0,0,0,0,0,0,0,0,0,0.0124674253939786,0,0,-0.00783448466687675,0.0161507904969205,0,0,0,0,0,0
X600585.SH,0,0.0343520293932522,0,0.0974238349729447,0,0,0,0.193800981753742,0,0,0,0,0,0,0,0,0.195472287934316,-0.0640280854785402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580028463228659,0,0.202231426807361,0,0,0,0,0.0782630002891093,0,0,0,0,0.0209895898979931,0,0,-0.0695431977893884,-0.0430757883322113,0,2.16840434497101e-19,0.0109569908660656,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.142547356934485,0,0,0,0,0,0,0,-0.0446965806705151,0,0,0.026546299307077,0,0.0186772597635916,0.134213240512345,0,0,0,0,0,0,0,0,0.0146494157137373,0,0,0,0,0,0,0,0.0171320320876523,0,0,0,0,0,0,0.0389617362568264,0.0320616691921507,0,0,-0.0102175279773846,0.00630123497292882,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16824742978384,0,0,0.535423184482888,0,-0.0737198598499978,0,0,0,0,0.123416842708216,0,0.0156514114294346,0,0.0973269599316838,0,0,0,-0.115301190999009,0,0,0,0,0,0,0,0.143597255099153,0,0,0.0662657444781815,-0.0674460685753195,0,0,-0.0375272093021094,0,0,0.0254724212079574,-0.0100570355555467,0,0,0,0.0667850321718299,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.31163479645842,0,0.0313211242152909,0,0.0175374853534437,0.142535610879703,0,-4.33680868994202e-19,0.205369416518448,0,-0.118964145559136,0,0.0474839262902029,0,0,0,0,0,0,0,0,0,0,0,0,0.066879375851871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00730596775548993,-0.0752103335321962,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790468872003683,0.0756742808088359,0.158608895371569,0,0,0,0.0585625943414436,0.148663333486168,0,0,0,0,0,0,0,0,0,0.199257017832985,0,0,0,0,0,0,0,0,0,0,-0.00986584308343536,-0.0166656657189884,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.103122549749427,0,0.0197483689150383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163870229546076,0,0,0,0,0.124144690169173,0,0,0,0,0,0,0.200803763003982,0.0800458104547286,0,0,0,0,0,0,0,0,0,-0.0137870978447326,0.00774794806842119,0,0,0,0,0,0
