,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600011.SH,X600886.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600010.SH,X600803.SH,X600160.SH,X600111.SH,X601991.SH,X002460.SZ,X000983.SZ,X600426.SH,X000301.SZ,X601699.SH,X000807.SZ,X002128.SZ,X600219.SH,X000630.SZ,X000877.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X601168.SH,X600176.SH,X600985.SH,X000408.SZ,X000883.SZ,X600096.SH,X002353.SZ,X000027.SZ,X002409.SZ,X600348.SH,X600282.SH,X600863.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.480010803514784,0,0,0,0,0.0582088444831526,0,0,0,0.0607492044040726,0,0,-0.133521995768545,0,0.0559549896908411,0,0,0,0,0,0,0,-0.0233554513131738,0,0,0,0,0,0,0,0,0,0,0,0.098937557469514,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.311526494151715,0,0,0,0.0503157043212937,0,0.171039549076091,0,0,0,0,0,0,0,0,0.0157947316092688,0,0,0,0,0,0,0,0,0,0,0,0,0.0990812909396503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152528296708439,0.038283395463458,0,0,0,0,0.0275013483529874,0,0,0,0,0,0,0
X600028.SH,0.428630824932567,0.10492232709549,0,0,0,0.070165073832459,0,0,0,0,0,0.0455517600376829,0,0,0,0,0,0,0,0,0,0,0,0,-0.159769640870198,0,0,0,0.0066095592928829,0,0,0,0,0,0,-0.0135990159289427,0.0459660699212017,0,0,0,0,0,0,0,0,0,0,0,0,0.0112640363651543,0,0,-0.0126735539784797,0,0,0,0,0,0
X600309.SH,-0.174050951194688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15213082299525,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0165044653214034,0,0.00662719713555267,0,0,0,0,0.0629603460211127,0,0,0,0,0,0,0.0996081527922052,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0456310811228125,0,0,0,0,0.0413872469912152,0,0
X601898.SH,0.0295507735375167,0,0,0,0,0,0.0586207780198143,0,0,0,0,0,0,0,0,0,0,0.000974453067037578,0.0551100542114631,0,0,0.0807853778577736,0,0,0,0,0,0,0.225276365925597,0,0.0613110148747102,0,0,0,0,0,0,0,0,0.280614049257824,0,0,0,0,0,0,0.0208558314930683,0,0,0,0,0.00610868682080866,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0573251998752353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893253302531462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141723966767523,0,0.0633807170538723,0,0,0,0,0.0554551682397429,0,0,0,8.67361737988404e-19,0.200349607067258,0,0.280400951476523,0,0.0321759498401838,0,0,0,0,0.0103731420079106,0,0
X600188.SH,0.151896352216914,0,0,0,0.201393693600073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281432832248058,0,0,0.29385075751519,0,0,0,0,0,0,-0.0701970786874279,0.0151302595460458,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.222276031367437,0,0,0,0,-0.0505614500857765,0.0100426089938181,0,0,0,-0.040009164427229,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22857760074225,0,0,0,0.0984387013872188,0,0,0,0,0,0.237920535269062,0,0,0,0,-0.08333825676206,0,0.166502686763497,0,0,0,0,-0.0931576765825887,0,0,0,0,0,0,0,0,0,0,0,0,0.105580935786289,0,0,0.0291052151523547,0.0377561620422962,0,0,0,-0.0443847856303065,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.153326437719999,0,0,0,-0.13645942167705,0,0,-0.0157513399326037,0,0,0,0,0,0,0,0,0,0,-0.0345006995058066,-0.055461554492011,0,0,0,0,0.110186744301395,0,0,0,0,0.0406754446579997,0,0.0534804570185552,0,-0.113075126821145,0,0.00421529410243998,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.044591307494164,0,0,0,0,0.0064225750667384,0.67229406514178,0,0,0,-0.0382453913897366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594312354838626,0,0.105923155034061,0,0,0,0,0,0.133462335428781,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.155955214207602,0,0,0.0968438579639383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314665403565363,0,0.00544999411790178,0,0,0,0,0.123268499298826,0,-0.0879424049343765,0,0.0281746345174811,0,0,0,0,0,0,0.0343633987683386,-0.0580293047178221,0.0506050217944029,-0.0345281401815372,0,0,0,0.0685141054694131,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195037571184579,0,0,0,0,0,0,0,0.18300450840059,0.0975950289160544,0.110167320543453,0.120913370197317,0,0,0,0.254849507281364,0.13756640302817,0,0,0,0.0938656877771134,0,0,0,0.0227383187376631,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0859075219261997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911089366500042,0,0,-0.0941998418927615,-0.00215503277523463,0.128289672908353,0,0,0,0,0,0,0,0,0.0487936769851307,0,0,0,-0.0120057273955539,0,0,0.00497756674849381,0,0,0,0,0,0,0,0,0,0.020818761437777,0,0,0,-0.0153806519030882,0,0
X600795.SH,0,0,0,0,0,0,0,0.317281034068234,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.343596597175257,0,0,0,0,0,0,0,0,0,0,-0.00970382927877228,0,0,0,0,0,0,0,0,0,0,0,-0.0115298123277541,0,0,0,0,0,0,0,0.0827342340367107,0,0,0,-0.0230190720473292,0,0,0,-0.0276498512994633,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346064664943491,0,0,0.0833283614605576,0,0,0,0,0.021530970446026,0,0,0.247269735361028,0,0,0,0,0,0,0,0,0,0.0494892977628072,0,0,0.0614487638019989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448904117413738,0,0,0,0,-0.00433779108850206,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.112744386068509,-0.0596002897094222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591648017328273,0,0,-0.0246849259748169,0,0.215828613596587,0,0,0.0551796549694321,0,0,-0.0197746644819249,0,0,0,0,0,0,0,0,-0.0213021764026338,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.741363335933456,0,0,0,0,0,0,0,0,0,0,0,-0.0833192271782627,0,0,0,0,-0.0615914354843304,0,0.0733952889776325,0,0,0,0,0.0140314262684128,0,0,0,0.0112261266643328,0,0,0.0274315248371893,0,0,0,0,0,0,0,0,0.00520789759287078,0,0.0572777174794162,0,0,0,0,0.0417901865804281,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603158737427279,0,0.0320276044582732,0,0,0,0,0,0.0335994641647717,0,0.268580177135873,0,0,0,0,0,0,0,0,0,0,0,0,0.112653609270292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286844289352204,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.036996295171652,0,0,0,0.155266016151333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521345313504687,0,0,0.0491048936843481,0,0,0,0,0,0,0,0,0.265690488293614,0,0,-0.0414596189290501,0,0,0,0.0544850684072923,0,0,-0.0601929525731355,0,0,0,0,0,0
X600010.SH,0,-0.00742757154748395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10012642816113,0,0.442048126897961,0,0,0,0,0,-0.0117366864790517,0,0,0,0,0.0326008911228189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16513161410651,0,0,-0.0140097740758555,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498532693928131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669580095756424,0,0,0,0,0.0934022660397709,0,0,0,0.0638332504247139,0.0619816688554524,0,0,0,0,0.040622411264963,0,0,0,0,0.14564313169177,0,0,0,0,-0.0935696507214899,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0.0623653261325105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128576780118626,0,0,0,0,0,0.217191952377637,0,0,8.67361737988404e-19,0,0.0671269742061717,0,0,0,0,0,0,0,0.121509846338121,0,0.107826957228872,0,0,0,0.0520784269037879,-0.248859454854567,-0.00673028107512502,-0.00918704932561628,0,0,0,-0.0479540619414419,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.148661040243102,0,0,0,0,0,0,0,0.226128725050276,0,0,0,0,0.114735027672357,0,0,0,0,0,0,0,0,0.142161128089485,0,-5.42101086242752e-20,0,0.102450296769031,0.0871236706550639,0,0,0,0,0,0,0,0,0,0,0.00452501972922923,0,0,-0.044251617357672,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0494560449481586,0,0,0,0,0,0,0.0204934489902699,0,0,0.0858600060125383,0,0,0,0,0,0,0.0947467487081273,0,0,0,0,0,0,0,0,0,0,-0.11170461548017,0,0,0,0,0,0.0641399223499791,0,0,0,0,0,0,0.415567298727736,0,0,0,0,0,0,0,0.0228946259706595,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00436994104521143,0,0,0.0476823313526885,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.806200609007307,0,0.0301881026142911,0,0,0,0,0,0.101546295483386,0,0,0,0,0,0,0.00405361256688884,0,-0.0477373067846482,-0.0103549981891379,0,0,0,0,0,0
X000983.SZ,0,0,0,-0.0177321462852288,0.0387803067261454,0,0.0252771115138421,0,0,0,0,0,0,0,0,0,0.059755437586917,0,0,0,0,0,0,0,0,0,0,0,0.311971056697618,0,0,0,0,0,0,0,0,0,0,0.236866393725075,0.0558505186132986,0,-8.67361737988404e-19,0,0,0,0,0,0,0.109979302299664,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,-0.213937539689283,0,0,0,0,0,0.0188720405661182,0,0,0,0,0,0,0,0,0,0,0,-0.0169906918056086,0,0,0,0,0,0.0262469095268327,0,0,0,0,0,0.152462212857545,0,0.230920938114903,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196735886043909,0,0,0,0,0,0,0
