,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600660.SH,X600011.SH,X600010.SH,X000708.SZ,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600426.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X600803.SH,X000807.SZ,X601991.SH,X600795.SH,X002080.SZ,X000983.SZ,X600801.SH,X600688.SH,X601699.SH,X000825.SZ,X000960.SZ,X600489.SH,X002353.SZ,X600352.SH,X600096.SH,X000630.SZ,X300073.SZ,X000932.SZ,X600160.SH,X600157.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0405422885627937,0,0,0,0,0.0759520127319923,0,0,0,0,0,0,0,0,0,0,0.113940490904853,0,0,0,0.064233621507705,0.0552164820701963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100971490465394,-0.00183735185687852,0,0,0,0.0293922508036571,0,0
X600028.SH,0.184550755782913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817566759407079,0,0,0,0.0654345819416351,0.0477954233753896,0,0.0133959708253187,0,0,0,0,0,0,0.0215008453026438,-0.0320836570520484,0,0,0,0,0,-0.00950738732303294,0.00212096800990547,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0237759501960189,0,0,0,0,0,0,0,-0.0888215853845384,0,0,0,0,0,0,0,0.108421841420746,0,0,0,0,0,0,0,0,0.213001213680198,0,0,0.232383877626956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00163073952716652,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.016476946750753,1.0842021724855e-19,0,0.0481201267330928,0,0,0,0,0.0583204681076052,0,0,0,0,0,0,0,0.0372253863184178,0.0543105389543721,0,0,0,0,0,0,0.0282092369329417,0,0,0,0.0161967079949794,0,0,0,0,0,0,0.0332095507779342,0,0,0,0,0,0,0,-0.0100862367046745,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0472508580654321,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.126216291013099,0,0,0,0,0,0,0.434079108455733,0,0,0,0,0,0,0,0.0260742732145398,-0.00703954675547418,0,0,0,0,0,0,0,-0.00500230370117192,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.17476326058399,0,0,0.315549658203342,0,0,0.0529408174805324,0,0,0,0,0,0,0,0,0,0,0,-0.14216446261149,0.0911530979427736,0.0279912450910266,0,0,0,0,0,0.169642943574912,0,0,0,0,0,0,0,0,0,0,0.0308493107831313,0.172763667270958,0,0,0,0.0681703644509623,0,0,0,0,0,0,-0.0160565773222185,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0281719599522326,-0.033538607930512,-0.0437161399873647,0.462369857789339,0,0,0,0,0,0,0,0,-0.133156052536527,0,0,0,0,0,0.139708703004426,0.120854751604779,0.192797608032576,-0.10476765946599,0,0,0,0,0,0,0,0,-0.0880840845322774,-0.0553717179443319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.069692369446204,0.0494505377637874,0,0,0,0.15459961471744,0,0,0,0,0.205099950723319,0.147128991729203,0.0242277629807309,0,0,0,0,0,0,0,0.0519730172200808,0,0,0,0,0.129336617189453,0,0,0,0.031797498073006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525538637675101,0,0.00770370883945893,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0110040933582373,0,0,0.0912391224859141,0,0.00750280750989644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947159001628677,0,0,0.194120803827511,0.0931852641271048,0,0,0,0,0,-0.0405292909973679,0.236351577825421,0,0,0,0,0,0.00814384172551185,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202488095675839,-0.09176310915703,0,0,0,0.266929110091169,0,0,0,0.0846845288249855,0,0.00275948134658838,0,0,0,0,0,0,0,0.198051379918603,0.408871465730349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0436854685395006,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.55692414430251,0.269751949571757,-0.031652191526036,0,0,0,0,0,0,-0.0953852138866531,0,0,0,0,0,0,0,0,0,0,0,0.233711032442822,0,0,0,0,0,0,0,0,-0.256523627295132,0,0.0637641328626815,0,0.165286383085932,0,-0.0853296434774588,0,0.0181248666683415,0,0.013518398910653,0,0,0,0,0,0,-0.00258713619745842,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,-0.00639704502248166,0,0.0219305983940478,0,0,0.0685735240784782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774663357060072,0.222280850983112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823456253936785,0,-0.0135381057301174,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0146822344952654,0,0,0,0.00718690667105636,-0.122926673232244,0,0,0,0,0,0,0,0.0500343304538491,0,0,0.101295745073061,0,0.60991386425168,0,0,0,0,0,0,0,0,0.24013275497052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279597289255136,0,0
X600660.SH,0,0,0,0,0,0.0571733517319283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227238402268511,0,0,0,0,-0.0872486752399255,0,0,0,0,0,0,0,0,-0.0570058279951097,0,0,0,0,0,0,0,0,0,0,-0.0243180348575433,0,0,0,0,-0.0763794371607049,0.0366055320527496,0,0,0,-0.0112127569478129,0,0
X600011.SH,0,0,0,0,0,0,0,0.131087225068511,0,0,0,0,0.137115443512435,0,0,0,0,0.00757533470244329,0,0,0,0,0,0.157471678832664,0,0,0,0,0,0,0,0,0.4401753655228,0.0885390863842057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178107900450585,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.097906361955567,0,0,0,0.228694321563823,0,0,0,0,0,0,0.102239770532433,0,0,0,0,0,0,0,0,0,0,0,0.101380695579297,0,0,0,0,0.00522538578481593,0,0,0,0,0,0,0,0.0808378662105176,0,0,0,0.0261333587759178,0,0,0,0.0278585743699491,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,-2.71050543121376e-20,0,0.10360164298378,0,0.117099335423723,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186016484667553,0,0,0,0,0,0,0.0430133894077119,0,0.0238627562283161,0,0.0125994031361648,0,0,0,0,0.06035278398991,0,0,0,0,0,0,-0.0296128550049363,0,0,0,0,0,0,0
