,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X002466.SZ,X600188.SH,X300072.SZ,X601992.SH,X600547.SH,X600362.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X000786.SZ,X600516.SH,X000709.SZ,X600176.SH,X600157.SH,X600027.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600352.SH,X002271.SZ,X600489.SH,X600219.SH,X600339.SH,X000959.SZ,X600808.SH,X600299.SH,X000723.SZ,X000883.SZ,X601158.SH,X002092.SZ,X000983.SZ,X002470.SZ,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.499254438375851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341042037303134,0,-0.0577774372148286,0,0,0.017304855178754,0,0,0,0,0,0,0,0,0,0,0.00272515718949663,0,0,0.0480452733662488,0,0,0,0.0288052305673675,0,0,0,0,0,0,0.0252273564575045,0,0,0,-5.42101086242752e-20,-0.0103721831123022,0.00523584208865862,0,0,0,0,0,0
X600028.SH,0.356788851643465,0,0,0,0.131141862203873,0.0181040199534291,0,0,0,-2.16840434497101e-19,0,0,0,0.00913033869133337,0,0,0,0,0,0,0,0,0,0.0425567093783378,-0.00418223112828867,0,0,-0.064985197568825,0,0,0,0.0174231842246602,0,0,0.00836897680428944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547811206945429,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0387984327136152,0,0,0,0,0.641984717987766,0,0,0,0,0,0,0,-0.0462447923070704,0,0.147451037080935,0,0.0166148147378075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312244424831484,0,0,0,0.0385127938248182,0,0,0.0561144334469142,0.152088673884817,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.0378154673184077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22708660594194,0,0.0373625548609984,0,0,0,0,0,-0.0445600161412733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534086173161533,0,0,0.173679596235527,0,0,-0.0300744841220142,0,0,0,0,0,0
X600585.SH,0,0,0.101049517775598,0,0,0.108122071404507,0,0,0,0,0,0,0,0,0,0.0335645771738628,0,0,0,0,0.0943216896928493,0,0,0,0.0292164873050454,0.0783653802107662,0,0,0,0,0,-0.0953856182168233,0,-0.127024190919444,0,0,0,0,0,0.227650941735747,0,-0.228837970019703,0,0,0,0.0971161491895935,0,-0.307320237908167,0,0,0,0.0194358909028978,-0.0597953694831949,0,0,0,0,0
X601600.SH,0,0,0.00553167039540381,0.177488322516167,0,0,0,-0.0556966193359621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650951305712487,0,0,0.000780210154104184,0,0,0,0,0,0,0,0.129748010648711,-0.00972583712212817,0,0.137419047923802,0,0,0,0,0.0676841585122872,0,0,0,0,0,0,0,0,-0.026007672046914,-0.0044854503522975,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0630205684659566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346670430735844,0,0,0,0,0.0221559246242663,0.00464243776810488,0,0.11668619990276,0,0,0,0,0,0,0,0,0,0,0,0,0.219698216646919,0,0.00479419726507534,0,0,0.0879254864370122,0.0114503192363532,0,0.00262963166228623,0,0,0,0.00574648196871454,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126946018466519,0,0,0,0,0,0,0,0,0,0,-0.172808723029063,0.0572196532768294,0,0.148829589726804,0,0,0,0.0121697529614591,0,0,-0.256145315216562,0,0,0,0,0,0,0,0,0,0.412888863755331,0,0,0,0,0,0.0354780590088813,0,0,0,0,0,0,0
X600011.SH,0,0,0.00454173420225801,0,0,0,0,-0.0173590892941626,0,0,0,0,0.0184756089565041,0,0.0985209319642313,0,0.0658181281513326,0.0177733668596257,0,0.069285226656381,0,0,-0.0140129954204,0,0.0254323408252835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349591910708249,0,0,0,0,0.0506008314517228,0,0,0,0,0,0.0081237433463706,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272295616820481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023630045426182,0,0,0,0,0,0,0,0.0840474964114725,0,0,0,0,0,0.152381722364104,0,0,0.021201482707795,0,0,-0.00318956468043156,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.123615356269308,-0.209122467904055,0,0,0,0,-0.031413036024712,0,0,0,0,0,0,0,0,-0.0125670203174759,-0.0522580679164247,0.0331943845104992,0.012231654647355,0,0,0,0,0,0.0106048255587893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162898399796853,0.00451941655330449,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122126020961309,0,0,0,0.0796942836547367,0,0,0,0,0,0,-0.0498097313451587,0,0,0,0,0,0,0.0514474119160261,-0.1501397566036,0,0,0,0,0,0,0.0123826308566135,0,0.00564228793222688,0,0,0,0,0,0,0.0361502006994352,0,-0.0176676994399288,0.00373757405885471,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0578618340960171,0,0,0,0,0,0,0,0.0130290598520886,0,0,-0.0598260535073577,0,-0.104865566175028,0,0,0.194516343488354,0,0.0161226669809006,0,0,0,0,0,0,0,0,0,0,0,-0.120270795604478,0,0,0,0,0,0,0,0,0,-0.125894885283274,0.236559288919752,0.195390190106911,0,-0.0143352398694781,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653929604616477,0,0,0,0,0,0,0,0,0,0,0,0.0297602498503407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107261049798244,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365364997719295,0,0,0,0.0729802962359148,0.0203384383360136,0,0,0,0,0,0,0,0.0425058593631863,0.0310876645064462,0,0,0,0,0,0,0.0252574488951339,0,0,0,0,0,0.37324552847235,0,0.0251192153615598,0,0,0,-0.00550033118713701,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118440392359145,0.0432958556832272,0,0.0490659275297234,0,0,0,-0.0736451735534708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318992558167351,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131756390859637,0.0813199385679135,0,0,0,0,0,0,0.0112713142077549,0,0,0,0,0.0920030531103014,-0.00499972865235664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851566886753431,0,0.0703729047218681,0,0,0,-0.00592682087308724,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.0233982478380394,0,-0.0983034862617335,0.0374287554899697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100598615016204,0,0,-0.0697014707921624,0,0,0,0,0,0,0,0,0,0,0.683594350624772,0.062307303168138,0,0,0,0.0862865091561263,0.00958273648339494,0,0,0,0,0,0,0.00512829361523715,0,0,-0.0124855421884223,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855434400463311,0,0.281817172915553,0,0,0,0,0,0,0,-0.0529471608235873,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162460019616065,0,0,0,0,-0.0292929718546153,0,0,0,0,0,0,0
X601991.SH,0,0,-0.0209188227777671,0,0,0,0,0.00169505726095961,0,0,0,0,0,0.00219988019523088,0,0,0,0,0,0,0,0,0,0.0156665912038223,-0.0131564333055931,0,0,0,0,0,0.0815982094880877,0.0307408391747614,0,0,0,0,0,0,0,0.016353102251091,0.0362316638516986,0.068070456199368,0,0,0.0195056466972379,0,0,0,0,0,-0.0147060021010313,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651848477253172,0,0,0,0,0,0,0,0,0,0.00588664774750774,0.0992792757135008,-0.0682954712234557,0,0,0,0,0,0.108288229082607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558728321223693,0,0,0,-0.014073933262147,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.0962798688699881,0,0,0,0,0,0.0188555091447654,0,0.0392481813972931,0.0241349167305983,0.137487277577093,0,0,0,0,0,0,0,0,0,0,0,0,0.0872809355610693,-0.00961906096347991,-0.0295456071003384,0,0,0,0,0,0,0,0.0203376342239434,0,0,0,0,0,0,0.0321536946964136,-0.0463880151399603,-0.127718040944807,0,0.00659341485527445,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.0104291670567338,0,0,0,0,0,0,-0.0477135997715387,0.102985234649249,0.129196350287885,0.0504368734951749,0,0,0,0,0.0192908492208479,0,0,0.0953750605302049,0,0,0,0,0,0,0,0.0999883776196224,0.00103399266554753,0,0,0,0,0.0404310472119423,0,0,0,0,0,0,0.181613114121439,0.377916737367099,0,0.173428546376344,0,0,0,-0.00491272073046257,0,0,0,0,0,0
X000898.SZ,0,0,0,0.102710594413659,0,0,0,0,0,0,0,0,0,0.0766869666582524,0,0,0,0,0,0,0.0137386900206551,0,0.0802829799040673,0,0,0,0,0,0,0,0,0.0529385527227283,0,0,0,0,0,0,0.181301190139451,0.386408277076182,0,0,0,0,0,0,0,0,0.200649504659442,0,0,-0.00587288355338501,0,0,0,0,0,0
X000786.SZ,0,0,0,0,-0.00465162556602955,0,0,-0.0311479665753413,0,0,0,0,0,-1.38777878078145e-17,0,0.320833833826804,0,0,0,0,-0.167970079064816,0,-0.0372141740410399,0,0,0,0,0.597027553643239,0,0,0,0,0,0,0.0375144794966796,0.080858823097716,0,0,0.0404306375733787,0,0,0,0,0,0,0,0,0.167555016822988,0,0,0.00709130926447129,0,0,0,0,0,0,0
X600516.SH,0,0,0,0.362532144711219,0,0,0,0.490744612374542,0,0,0,0,0,0,0,0.255892703787706,0,0,0,0,0,0,0.160176973906089,0,-0.0128284320052241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166502252447702,0,0,0,0.223399749784717,0,0,0,0.135670065343049,0,0.0305475079628928,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.0583960650373256,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149688927629416,0,0.0266833210786799,0.334088881045309,0.0202558633160647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132487215586308,0.0360761560744841,0,0,0,0,0,0.0411290368812804,0,0,0,0,-0.00479127325753146,0,0,0,0,0,0,0
X600176.SH,0,0,-0.0526613233606332,0,0,0,0,0.152260204529704,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0444980360961512,0,-0.0418277146045424,0,0,0,0.123555813283071,0,0,0,0,0,0,0,0,0.16293338891761,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176449037386405,0,-0.0218176145768509,0,0,0.0177956063448688,0,0,0,0,0,0
X600157.SH,0,0,0,0.0123213229501744,0,0,0,0,0,0,0,0.0201469638311144,0,0,0,0,0,0,0,0,0,0,0.0245224774184283,0,-0.0160540804275026,0,0,0.00624199052536867,0,0,0,0.0362275179437168,0,0,0,0,0,0,0,0,0,0,0,0,0.018104555612121,0.135891658958782,0,0.0217326201586056,0,0,0,-0.00663898407929504,0,0,0,0,0,0
X600027.SH,0,0,0,-0.0300025607820641,0,0,0,0,0,0.0899023788742416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.37888923504446e-05,0,0,0,0,0,0.0135079383010976,0.0826876296845048,0,0,0,0,0.0336295884094807,0,0,0.0296146504747428,0,0,0,0.0337932904117058,0,0,0,0,0,0,0.00525170799983452,0,0,0,0,0,0
X000553.SZ,0,0,0,0,-0.0200008051134332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388305036741143,0,0,0,0,0.159838809311109,0,0,0,0,0,0,-0.0155765093788352,0,0,0,0,0,0,0,0,0,0,0,0,0.0948856524370405,0,0,0.104944289997061,0,0,-0.0409199966943469,0.0513374192753029,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174864207368701,0,0,0,0,0,0,0.0873391271120628,0,0.294176185670986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480971923326789,0,0,0,0,0,0
X000408.SZ,-0.229700311670315,0,0.188310180676458,0,0,-0.453805031303875,0,0.254107825930598,0,0,0,0,0,0.56797370746183,0,0,0,0.420830055598519,0,0,0,0,0.0859445108323359,0,0,0.0144783920426707,0,0,0,0,0,0.111745760916171,0,0,0,0,0.0933475870890834,0,0,0,0.161838695358917,0,0,0,0.0603557445302752,0,0,0,0,0,0,-0.00850064869693991,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.0199523942466746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373569865280957,0,0,0,0.100440682479705,-0.101125359407003,0,0.00275794139479872,0,0,0,0.0977954648460119,0,0,-0.123519232574988,0,0,0,0,0,0,0.198954176860971,0,0,0.351834883757948,0,0,0,-0.0564906164436811,0,0.0194525084125631,-0.0258133947827727,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.109738719405012,0,0,0,0,0,0,0,0,0,0,0,0,-0.181295472567074,0,0,0,0.0141235410527764,-0.0521448477885556,0,0,0,0,0,-0.0750582833588666,-0.0731510135925751,0,0,0,0,0,0.0463143159568585,0,0,0,0,0,0,0,0,0,0.102316924596877,0,0.0276033856802069,0.040570261699988,0.258116764870507,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295364980854069,0,0,0,0,0.0436317698611608,0,0.0184801484214461,0,0.104233186403798,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0266981779636873,0,0,0,0,0,0.0178566371824126,0,0.01335405438228,0,0,0.00166234080116396,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,-0.0144547866187621,0,0,-0.0357492869585555,0,0,0,0,0,0,0,0,0,0.0778191051717464,0,0,-0.0223045841450012,0,0.118357569624353,0,0,0.109025371965795,0,0,0,0,0,0,0.0269688766896424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190545933888317,0,-0.010262354643714,0,0,0,0,0,0,0
X600339.SH,0,0,0,0,-0.111236293789784,0,0,0,0,0,0,-0.188621306290017,0,0,0,0.0427321381702566,0,0,0,0.0456448054417495,0,0,0.19945561526831,0,0,-0.0914241868670254,0,0,0,0,0.0070733292977988,0,0,0,0,0.0485930519820735,0,0,0,0,0.142547159383288,0,0,0,0,0,0,0.0323360055484528,0,0,0,0.00628908064265933,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.128796842867665,0.30851677349578,0,0,0,0,0.0142161943824928,0,0,0,0,0,0,0,0.115249095704725,0,0,0,0,0,0.19207343362275,0,0,0,0,0,0.010542149767902,0.135869616993346,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266517707485488,0.0999299691056908,0,0,0,0,0,0.0807048934270009,0.126449736186716,-0.139549513548844,0,0,0,0,0,0.359722785172121,0,0.0582315727935997,0,0,0,0.0474035756867048,0.0690898593504075,0,0.191229951175452,0.171707771162548,0,0,-0.0158976008801158,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0662206437621761,0,0,0,0,0,0.016401798481887,0,0,0,0,0,0.0997274031745561,0,0,0.0101273809172101,0,-0.00241029292989855,0,0,0,0,0,0,0.0407881180201976,0,0,0,0,0,0,0.0927787794844902,0,0,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,-0.0105065356046121,0.0851727562128932,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.162443646705007,0,0,0,-0.0574638537721664,0,0,0,0,0,0,0,0,0.0571806889968491,-0.0301188497037509,0,0,0,0,0.174879002535641,0,-0.0425620085593677,0,0,0,0,0,0.0828859497281738,0,0,0,0,0,0,0,0,-0.151200618992221,-1.73472347597681e-18,0,-0.00136615947994499,0.0147871091452368,-0.0685464565503904,0,0,0.0430272214720743,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0163939167039127,0,0,0,0.0310105898641142,0,0,0.0176979147394545,0,0.0124016531752591,0,0,0,-0.0106827482111358,0,0,0.00786140179603775,0,0,0,0,0,0,0,0,0,0,0,0,0.111271587011326,0,0,0,0.0833593236263126,0,0,0,0,0,0,-0.00366139183741966,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,-0.0279218290388008,0,0.0803016196136745,0,0,0,0,0,-0.0420614444672028,0,0,0,0,0,0,0,0,0,0,0,-0.0107765582540963,0,0,0,0,0,0.0429228167349412,0.0151460828177854,0,0,0,0,0.0488366364169971,0,0,0.0320525646394856,0.048115852805593,0,0,0.00764159798186471,0,0,0,0,0,0,0.00730744581278405,0,0,0,0,0,0
X002092.SZ,0,0,0,0,0,0,0,0.0622855852284861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223993310727973,0,0,0.125444363690108,0,0,0,0,0,0,0,0.211953683298437,0,0,0,0,0,0.150786073905689,0.204654249210836,0.15246406420303,0,0,0,0,0,0,0.0727405314260338,0,0.0059772312143725,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,-0.0538536724559948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230343586198864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381932666340925,0,0,0,0,0,0,0,0.0391302336312953,0.122875579756493,0,0,0.0122428943907736,0,0,0,0,0,0
X002470.SZ,0,0,0,0,-0.0178496588400255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304853059494745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010782763507465,-0.0156923253330363,0,0,0,0,0,0
X000825.SZ,0,0,0,0,-0.0863323480453819,0.020415864802275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136640796514717,0.306934648517721,0.142277926967443,0,0,0,0,0,0.0126418362821363,0,0.0157939903521404,0,0,0,0,0,0,0.436430992067462,0,0,0,0,0,0,0,0,0,0,0,-0.00346317086181622,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313283172510504,0,0,0,0,0,0,0,1.38777878078145e-17,0.227551640711191,0,0.018644876558293,0,-0.0200956912327077,0,0,0,0,0,0,0,0,0.149140053078651,-0.199000538345362,0,0.0764288000719584,0,0.0541378144814274,0,0,0,0.398763135405059,0,-0.034561332149814,0,0,0.0090643959820006,0,0,0,0,0,0,0
Change_TY3M,0,0,-0.0292071212832283,0,0,0,0,0,0,0,0,0,-0.00400192023732226,0,0,0,0,0,0,0,-0.0236314708715331,-0.0355071988802117,0,0,0,0.020386168547179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672057479715538,0,0,0,0,0,-0.0139938844412516,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674556405212051,0,-0.293263547771536,0,0,0,0,0,0,0,0.06240902253658,0,0,-0.142543954510446,0,0,0,-0.252174497165214,0,0,0,0,0,0,0,0,-0.00561805435109641,0,0,0,-0.132152218932132,0,0,0,0,0,0,0.766458025035533,0,0,0,0,0,0
TED,0,0,0,0,0.702709441194024,0,0,0,0,0,0,0,0,-0.426745772721985,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.32773457385224,0,0,0,0,0,0,0,0,0,0,-0.069885934519646,0,0,0,0,0,0,0,0,1.48464506539628,0,0,0,0,0.0823978348969215,0,0
RealEstate_excess,0,0,0,0,0,0,0,0.0159683703173169,0,0,-0.0283430288249411,0,0,-0.0427914020874503,-0.210889574941642,0.00881178479291595,0,0,0,0,0.128342563140649,-0.273633548259463,-0.0677067147295495,0,-0.107041896312957,0,0,0,0,0,0,-0.0202423749190536,0,0,0.33422814783693,0,0.217040912471815,0,0.249523220834688,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097128824899446,0,0,0,0,0,0
MKreturn,0,0,0,0.0345698217445719,0,0,0,0,0,0,0,0,0.0155707925770951,0,0,0.00564869762134335,0,-0.0679997626688038,0,0,-0.0138982559645505,0,0,0,0,0,0,-0.089753298716185,0,0,0,0,0,-0.00110362942941866,0,0,0,0,0,0.0332189894608621,0,-0.0239486303492704,0,0,-0.0289092480675461,0,0,0,0,0,0,0.00358107864191969,0,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061749001290011,0,0,0,0,0,0,0.00123162342944683,0.000311727360180523,0,0,0,0,0,0,0,-0.000308853046762868,0,0,0,0,0,0,0,-0.000484168568399106,0,0.00187440557829134,0.00052535330021047,0,0,0,0,0,0
