,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X600011.SH,X600188.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X000786.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X000539.SZ,X600688.SH,X000933.SZ,X600157.SH,X000723.SZ,X600612.SH,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.612118356868536,0,0,0,0,0,0.100842604140699,0.0486572949095988,0,0,0,0,0,0,0,0,0,0,0.0719110899198228,0.0311755067312096,0,0,0,0,0,0,1.73472347597681e-18,0,0.141025145272095,-0.0704049284753968,0,0,0,0.00636441260286329,0,0,0,0,0,0,0,0,0,0,0,0.0840526092892764,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.626880450322587,0,0,0,0.118288636652881,0.13257807919169,0.048864155684021,0,0,0,0,0,0,0,0,-0.0319535915962313,0,0,0,-0.226182063294562,-0.0570528493059705,0,0,0,0,0.142553612610275,0,0,0,0,0,0,0,0,-0.0225084247941924,0,0,0,0,0,0,0,-0.0684400361025108,0,0,0,0,0,-0.0506920907339034,0,0,0,0.0713807589246404,0,0,0,0,0,0
X601088.SH,0.0614730120096376,0,0,0,0,0,0,0.237886974947875,0.0924654133109317,0,0,0,0,0,0,0,0,0.0452470903908223,0,0,0,0,0,0,0,0.0235075777241429,0.0939346526577512,0,0,0,0,0.0394109869581539,0,0,-0.0134551209737435,0,0,0,0,0,0,0,-0.0109041406584558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.00209180194969594,0,0,0,0,0,0,0.0224167816368275,0,0,0,0.151649496955017,0,0.0861854977370796,0,0.0666558262727435,0,0,0,0,-0.0575461899399902,0,0,0,0,0,0,0.0236184287627325,0,0,0,0,0,0,0.0960036685710763,0,0,0.0385580133886448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.119896473519814,0,0.00958301595897357,0,0,0,0,0,0,0,0,0,0,0,0,0.100944611954882,0,-4.33680868994202e-19,0,0,0,0,-0.12460243915715,0,0,0,0,0,0.0959023766269422,0,0,0,0.119445393847169,0.0166971869635859,0.163078728973935,0,0,0.0408440447967006,0,0,0,0,-0.0699331767938303,0,0,0,-0.0502778539203865,-0.00754940095174889,0,0,0,0,0,0
X600019.SH,0,0.00484170790765802,0,0,0.0619324612349261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305739412700345,0.0518145982965739,0.0392854738546878,0,0,0,0,0,0,0,0.2014498225797,0,0.096242186955895,0,0,0.10947601462812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020609044743203,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689586107167225,0,0,-0.160575635039552,0,0,0,0,0,0,0,0,0,0,-0.0264278663499982,0.0542349028960434,0,0,0,0,0,0,0,0,0.0521954238893954,0.0221460012817837,0,0,0,0,0,0
X600188.SH,0,0,0.668124015558033,0,0,0,-0.000316104297067396,0,0.0705927257143014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607139250099017,0,-0.241993217431122,0,0,0.110584368496412,0,0,0,0,0,0,0,0,0.0129649466031445,0,0,0,0,0.290245502746505,0,0,0,0,0.00649426998416973,0,0,0,0,0,0,0
X601898.SH,0.18397910110774,0,0.0172816489557547,0,0,0,0,0.134506576241094,0,0,0,0,0,0,0.0711629911373883,0,0,0,0,0,0.0127463072596491,0,-0.129336566278018,0,0,0.0937252267902524,0,0,0,0,0,0.0906602819016226,0.0356843108237578,0.279702902930342,-0.0235634140465377,0,0,0,0,0,0,0,-0.142807924881319,0,0,0,0.0572801024274639,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.152294583857826,0,0,-0.125478139301209,0,0,0,0,0,0,0,0,-0.0744158004775766,0,0,0,0,0,0,0,0,0,0,0,0.088968697312345,0,0,0,0.630014521120402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297872589275593,0.0325434552844422,0,0,0,-0.0425356712411807,0,0,0,0,0,0
