,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600352.SH,X000723.SZ,X601898.SH,X600547.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X600027.SH,X601992.SH,X600801.SH,X600111.SH,X600176.SH,X000898.SZ,X002466.SZ,X600299.SH,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002110.SZ,X600808.SH,X002271.SZ,X000553.SZ,X601158.SH,X600489.SH,X000825.SZ,X000883.SZ,X000630.SZ,X600985.SH,X600583.SH,X600157.SH,X600426.SH,X600339.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0377168216950162,0,0,0,0,0,0,0,0,0,0,0,0,0.15043263237608,0,0.00934206912868489,0,0,0,0.0166270493016973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958862255451569,0,0.0139568311658131,0,0,0.015373087872293,0,0,-0.0263028945330756,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108556159924383,0.052729230623407,0,0.0262008258832747,0,0,0,0,0,0,0,0,0,0,0.0020771388560986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110893065477979,0,0.0168350459350226,0,0,-0.0126126391082756,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0178299467265081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635578518598635,0,0,0,0,0,0,0,0.0295476391193776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902492868076271,0.230471280739682,0,0,0,-0.00517571235610568,-0.0650705387578079,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0864271915957635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484110192053708,0,0,0,0,0,0,0,0,0,0,0,0.0533127640788392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102637342528833,0,0,0,0,-0.00863134438392868,0,0
X600019.SH,0,0,0,0,0,0,0,0.037384995682382,0.0926221086209955,0,0.00159932238717427,0,0,0,0,0,0,0,0,0,0.00973309756950585,0,0,0.030550069013718,0.00807711206401706,0,0,0.0307721919219663,0,0,0,0,0,0,0,0.0632861286066993,0,0,0,0,0,0,0,0,0,0,0.0329699252919182,0.000311560412669641,0,0,0,-0.00227986625130879,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.00838901962435756,0,0,0,0,0,0,0.0779693546575941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058706131682687,0.197425050034533,0,0,0.0746990467195831,0,0,0,0,0,0,0,0,0,0,0,0.377703093110635,0,0,0,-0.0105923237892743,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0676266929604769,0,0,0,0,0,0,0,0,0.272451300960095,-0.00534764474238939,0.416930366442786,0,0,0,0,0,0,0,0,0,-0.0576235746324965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021353233750414,0,0,0,0,0.0179867567831542,0.0130421422340033,0,0,0,0.0180221882211182,0,0
X600010.SH,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0125387795091319,0,0,0,0.140506890749903,0,0.306708398548815,0,0,0,0.00553847551045737,0,0,0,0,0.178172189447502,0,0,0,0,0,0,0,0,0,0,0,0,0.126471279777271,0,0,1.35525271560688e-20,0,-0.00248242668820874,-0.0276358617055644,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.009512530896218,0,0,0,0,0,0,0,0,0,0,0.14565867465685,0,0,0,0,0,0.0994129462564655,0,0,0,0,0,0,0,0,0.0496532697894707,0,0,0,0,0.0398160995950661,0,0,0,0,0,0,0,0.00228163711749261,0.184845969046102,0,0.0956697156313369,0,-0.00193152346923452,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0915795639917248,0,0,0,0,0.2776388799504,0,0,0,0,0.0880947907860033,0.031406368307441,0,0,0,0,0.0364127200536647,0,0,0,0,0,0,0,-0.0116347260577719,0.0447772380960078,0,0,0,-0.047754201863584,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.373006918096559,0,0,0,0,0,0,0,0,0,0,0,-0.152999923409652,0,0,0,0,0,0,0,0.593479214047965,0,0,0,0,0,0,0,0.38491875914215,0,0,0,0,0,0,0.0300583500299014,0,6.93889390390723e-18,0,0,0,0,0.11165500255958,0,0,0.28510712771544,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.111822898940752,0.163810352243765,0,0,0,0,0,0,0,0,0,0.19069311230168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652007655780527,0,0,0,0,0.0186103923806336,0,-0.00808489330799428,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00194069240079566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265387016465659,0,0,0,0.14422094993604,-0.0212202755518046,0,0,0,0,0,0,0,0,0,0,0.478855114259008,0,0,0,-0.0180889851692922,0,0,0,0,0,0,-0.0197676764235421,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0249759783040991,0,0,0,0,0,0.0145560948780949,0,0.0745912931650232,0,-0.0756424527267647,0,0,0,0,0.0561113078134662,0,0.0766559610564268,0,0,0,0.0131921286159095,0.21046321623194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151269334306871,0.0313395744444742,0,0,0,0.025527328597389,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032625206416458,0,0,0,0,0,0.139246719459839,0,0,0,0,0,0,0,0,0.0972350782382323,0,0,0,0,0.0608343980029547,0,0,0,0.0856298896855939,0,0,0,0.0249486330585132,0,0,0.0842121994285266,0,-0.0113729378898922,-0.0253541896966298,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141782512351588,0,0,0.0270400781384817,0,0,0,0,0,0,0,0,0,0,0.0193089864102726,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0.0501632408269888,0.124327747517694,0,0,0,0,-0.0477292658338903,0,0,0,-0.00269289076933859,0,0
X600886.SH,0,0,0.122695737955314,0,0,0,0,0,0,0.000229939742967459,0,0,0,0,0,0,0,0,0,0.0839193802274239,0.0351688516203992,0,0,0.0371571191412788,0,0,0,0,0,0,0,0.0184921977397895,0,0,0,0,0,0,0,0,0,0,0,0.032414243870734,0.0452442682006578,0,0.00469898125301645,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0683634180634587,0.0811098086684936,0,0,0,0,0,0,0,0,0,0,0,0.0297217206898576,0,0,0,0.0652125887552709,0.0521616372288122,0,0,0,0,0,0,0.114343881743182,0,0,0,0,0,0,0,0,0.151352535149988,0,0,0,0,0.021689265846364,0,0,0,0,0.0025572165910043,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0989651394392874,0,-0.0197985243776405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213980252684525,0,0,0.0305029389812401,0,0,0,0,0,0,0,0.0587525624063367,0,0,0,0,0,0,0,0,0,0,0.046065987197495,0,0.0761124990647684,0.0870303171014031,0,-0.0250059012388735,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.177455344255315,0.270694716264479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480784709722979,0,0,0,0,0,0,0,0,0,0,0,0.147987818137025,0,0,0,0.0217518957773625,0,-0.017273413740499,-0.00568636072129392,0,0,0,0,0,0
