,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600362.SH,X600176.SH,X600011.SH,X000786.SZ,X601600.SH,X002466.SZ,X600886.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600111.SH,X000301.SZ,X600352.SH,X600489.SH,X600801.SH,X300037.SZ,X601991.SH,X600795.SH,X600219.SH,X002080.SZ,X600486.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601168.SH,X601992.SH,X600299.SH,X300073.SZ,X600157.SH,X600399.SH,X000027.SZ,X000932.SZ,X002409.SZ,X000898.SZ,X600529.SH,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0216702908599388,0,0,0,0,0.129390568138327,0,0,0,0,0,0,0,0,0,0.0637755375698036,0,0.00432795318093735,0,0,0,0.00262691183397256,0,0,0,0,0,0,0,0,0,0,0,0,0.00784971382755966,-0.0199115360257506,0,0,0,0,0,0,0,0,0,0.00158463619594889,0,0,0,0,6.62911942299837e-05,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0417711929648752,0,0,0,0,0,-0.0093397525568285,0,0.00508858215237821,0,0,0,0.0334590355502051,0.0202527288086354,0,0,0,0,0,0,0,0.0650593341166424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140725894805172,-0.00092994661509527,0,0,0,0.000948086445328422,0,0,0,0,-0.00738758163996182,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0666695012184178,0,0,0,0,0,0,0,0.306489945844843,0,0.259208922730095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00479555819757493,0,0
X600309.SH,0,0,0,0,0,0.0469956041992717,0,0,0.0931564103421431,0,0,0,0,-0.165849372021211,0,0,0,0,0.0468726531875968,0,0,0,0,0,0,0,0,0,0,0,0,0.0773503966138003,0.247536670274268,0,-0.027360404442085,0,0,0,0,0,0,0,0,0,0,0.0247872140384101,0,0,0,0,0,0.0333001939990039,0,0,0,0,-0.00413976977543735,0,0
X600585.SH,0,0,0,0.0434649051481462,0,0.0551730724572781,0.135225021952781,0,0,0,0,0,-0.0455878737934559,0,0,0,-0.00633754328564799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456542525964642,0.0206532106703275,0,0,0,0,0,0,0,0,0.0578468037767544,0,-0.00954664864111082,0.0332386232288596,0,0.00297559244158168,0.0393231103325029,0,0,0,0.00563516580758465,0,0
X002460.SZ,0,0,0,0,0,0,0,0.109257423432429,0,0,0,0,-0.0722832328275559,0,0,0,0.299780818293966,0,0,0,0,0,0.0728675673259017,0,0,0,0,0.0797286823481913,0,0,0,0,0,0,0,0,0,0.193468428126905,0,0,0.148065610049226,0,0,0.239801798684946,0,0,0,0.034877190585128,0.064071361029429,0,0,0,-0.0669985442526374,0,0,0,-0.00835716499449085,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.144978655555656,0,0,0,0,-0.00135984747041815,0,0,0.104479250312727,0,0,0.0485357981783365,0,0,0,0,0,0,0,0.0450007179707789,0.0889624123131163,0,0,0,0,0,0,0,0,0,0,0.070284747360252,0,0,0,0,0,0,0,0,0.0288919495499148,0.0394430700228289,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.129153070164485,-0.0881252934591147,0,0,0,0,0,0,0,0,0,-0.0446341748762169,0,-0.0944828126569806,0,0,0,0.0147710693493972,0.0295000160693608,0.0596167280307031,0,0.117132518845416,0.146004345285689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311446963463709,0,0,-0.0630828019340061,0,0,0,0,0,0.00049955008192345,0,0,0,0,0.0159124747193553,0,0
X000708.SZ,0,0,0.0803221943508045,0,0,0,0,0,0,0,0,0.0490459833661485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160449092114792,0,0,0,0,0,0,0,0,0.128979906198013,0,0,0,0,0,0.0449991626601082,0,0,0,0.0989982568291464,0,-0.0193097919868932,0.0349843338195104,0,0,0,-0.00457123850776687,0,0
X600547.SH,0,0,0,0,0,0.0292947888173967,0,0,0,0,0,0,-0.0321233848198196,0,0,0,0,0,0,0,0,0,0,0,0,0.569536857954706,0,0.0125730376988472,0,0,0,0,0,0,0,0,0,0.0455623574051964,0,0,0.0140298344411638,0,0.0493329530686319,0,0,0,0,0,0,0,0,0.0107797892721739,0,0,0,0,0.00514770812498337,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.251213161643085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149812055200422,0,0,0,0,0,0,0,0,0,0,0,0,0.0632931494767393,0,0,0,0,0,0,0,0,0,0,-0.0555631061369361,0.112094544650589,0,0,0,0.0146583872465595,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979883045068707,0,0,0.156623046515297,0.0650540426043481,0,0.327881026171029,0.310438898736659,0,0.205936865269442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154709937818861,0,0,0,0,0,0,-0.00667048780701017,0,0
X600176.SH,0,0,0,0,0.195318749700696,0,0,0,0.148521338996135,0,0,0,0,-0.113539788937816,0,0,-0.0963900755135669,0,0,0,0,0,0,0,0,0,0,0.048583974280974,0,0,0,0.094690093588954,0.160612079257765,0,0,0,0,0,0,0.12101629579607,0.314133168301601,0,-0.151358585864912,0,0,0,0,0.0687582695482813,0,0,0,0.0194149755684187,0.00418087746386129,0,0,0,0.00276748147975287,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0126822416372989,0,0,0.150379810062204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121398609069126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857417443380894,0,0.130328131311307,0,0,0,0.0144219910897156,-0.0228300325870575,0,0,0,0.00639024180914911,0,0
X000786.SZ,0,0,0,0,0,0,0,-0.0197520864673758,0,0,0,0,0,0,0,0,-0.0388896961171276,0,2.16840434497101e-19,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.29300659331131,0,0.0427167103415653,0,0,0,-0.0713758042157236,0,0,0,0,-0.00511633197068184,0,1.0842021724855e-19,0,0,0,0.0503897832516111,0,0,0,0,0.0118087407349336,0,0
X601600.SH,0,0,0,0,0,0.0651626005699005,0,0,0,0,0,0.274027583575992,0,0,0,0,0,0,0,0,0,0,0.0977389389370375,0.0362717785456338,0,0,0,0,0,0,0.164792034476556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125043460105626,0,0
X002466.SZ,0,0,0,0,0,0.091542414781113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29360171230165,0,0,0,-0.0603893788085004,0,0,0,0,-0.591403118972502,0,0,0.406299443936325,0,3.46944695195361e-18,0,0,0,0,0,0,0.0660947454310642,-0.17654066287267,0,0.0631430657432748,-0.069073017023955,0,0,0,0.0215921303973363,0,0
