,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X600547.SH,X300072.SZ,X600795.SH,X601600.SH,X600309.SH,X601991.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600339.SH,X600157.SH,X002466.SZ,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X600299.SH,X601158.SH,X600008.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X000408.SZ,X600160.SH,X600578.SH,X000630.SZ,X000723.SZ,X000792.SZ,X000539.SZ,X600583.SH,X600176.SH,X600021.SH,X000027.SZ,X002271.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0533432284393778,0,0,0,0.0190202360531735,0,0,0,0,0,0.130693456180001,-0.0302091552905277,-0.008336147987087,0,0,0,0,0,0,0.0114055309121603,0,0,0,0,0,0,0,0,0.0183266024012496,-0.0476767310118985,0,0,0,0,0,0,0,0,0,0,0.0813576282685444,0,0,0,0,0,0,-0.0121613414883639,0,0,0,0,0,0,0
X600028.SH,0.0674495958329933,0,0,0,0,0,0,0.0238496391249908,0,0.0471414644594539,0,0.0600817215253123,0,0,0.026334214655082,0,0,0,0,0.0224897197595124,0,0,0,0,0,0,0.0684655324768209,0,-0.0947100375171563,0,0,0,-0.0398282189497429,0,0,0,0,0,0,0,0,0,0,0.0156571114688014,0,0,0,0,0,0,-0.00500993589123129,0.00551473937548383,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0383737344585232,0,0,0,0,0,0,0.0475833754032154,0,0,0,0,0,0,0,0.0524758748914877,0,0,0,0.179512154116504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000813617020698136,0,0,1.0842021724855e-19,-0.0137911047686465,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.405848737223353,-0.0614416567237958,0.0588678942582877,0,0,-0.00887751230002295,0,0,0,0,0,0,0.102209625354185,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162863344173029,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158216705466093,0.0935850858840225,0.0709311311522774,0,0,0,0,0,0,0,0,0.00613074506324603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555546290566132,0,0,0.0461952033141202,-0.0157272709561038,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0119700246737042,0,0,0,0,0,0,0,0,0,0.0350033939109994,0,0,0,0,0,0,0.0822758932487907,0,0.190637979243415,0,0,0,0,-0.0054039507228964,0,0,0,0,0,0,0,0,-0.106228118777395,0,0,0,0,0,0,0,0,0,0,0.00373289125280998,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976811955977686,3.46944695195361e-18,0,0,0.0081649331589594,0.259963527268489,0,0,0,0,0.0421639635818903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190820614721522,0.00806754842391281,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0244882373784999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630797254001147,0,0,-0.0742699229485759,0,0,0.370260152788439,0,0,0,0.256127124583719,0,0,0,0,0,0.024347237047012,0,0,0,0,0,0,0,0,0,0.0587510365395994,0,0,0.0219854354460022,0,0,0,0,0,0,0
X601898.SH,0,0,0.162890572285202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164838998008915,0,0.1097229154846,0,0,0.0684344993830121,0,0.0769848742119617,0,0,0,0,0,0,0.000148616155477874,0,0,0,0,0.0109217742649715,0,0,0,0,0,0,0.230875857889786,0,0,0,0,0,0,0,0.00456368636608499,0,0,0,0,0,0
X600688.SH,0.0641534127126537,0.355079048226865,0,0,0.0787276947142079,0,0,0,0,0,0,0,0,0,0,0,0,0.0750104316007138,0,0,0,0,0,0.177707035640492,0,0,0,-0.0190474322421239,0,0,0,0,-0.0499341460754491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121864752793601,0.00864123867852727,0,0,0,0,0,0
