,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600010.SH,X000301.SZ,X600188.SH,X002466.SZ,X601600.SH,X600011.SH,X600660.SH,X601898.SH,X000708.SZ,X002271.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X601991.SH,X000825.SZ,X300037.SZ,X600795.SH,X600803.SH,X000786.SZ,X000408.SZ,X600219.SH,X600141.SH,X600295.SH,X000807.SZ,X000959.SZ,X000932.SZ,X002326.SZ,X000983.SZ,X600096.SH,X002353.SZ,X600027.SH,X000898.SZ,X600688.SH,X000723.SZ,X601699.SH,X000027.SZ,X600352.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402226225426586,-0.00159896852543029,0,0,0,0,0,0,0,0,0,0,0,0.0140923249093305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285251612726973,0.00911353925288558,0,0,0,0.0359873307544299,0.0789130471809116,0.063375872499565,0,0,0,-0.00901614309186546,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0234368355411854,0,0,0,-0.0131012915983496,0,0.026201341236776,0,0,0,0,0,0,0,0,0,0,0,0.00537848245633027,0,0,0,0,0,0,-0.00551313816498914,0,0,0,0,0.0430279816717503,0,0,0,0,0.0895502473014113,0,0,0,0,0.0768601787295056,0,0,0.0492143238252004,0,0.0187782930396206,0,-0.000329074001487922,-0.00228636899436693,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0930430694130528,0,0,0,0,0.100940890557441,0,0,0,0,0.114191033674973,0,0,0,0,0,0,0,0,0,0,-0.0884705309516017,0,0,0,0,0,0,0.0476655616504568,0,0,0.0363550328958436,0,0.175668301282244,0,0,0,0,0,0.0102452811305145,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.051141539923729,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.267694542654935,0,0,0,0.0932001143758377,0,0,0,0,0,0,-0.00402655465883441,0,0,0,0,-0.0381797531243457,-0.00719139131311597,0,0,0,0,0,0,0.0264307650095235,0,0,0,0,-0.00824319106929322,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.106919109167628,0,0.01422225704099,0.179741838713222,0,0,0,0.518727963784319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903851069821016,0,0,0.111015474362618,0.065189781207065,0,0,0,0.117536697351812,-0.128080922886573,0,0,0,0,0,0,0,0,0,0,0,0.0803191524369466,-0.0905440324867204,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0572970942273575,0,0,0,0,0,0,0,0,0.0785432331078061,0,0,0,0,0,0,0,0,0,0,-0.0578855213330792,0,0,0,0,0,0,0,0.0254452979757274,0,0,0,0.0400353394607038,0,0,0,0,0,0,0,0,-0.0332888245693111,0,0.0300803502507256,0,0.649456690135682,0,0.0124691895119996,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.011912275611538,0,0,0,0.0142791644703589,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049625171714128,0,0,0,0,0,0,0.00591986118242126,0,0,0,0,0.042505197052461,0,0,0,0.560954600958947,0,0,0.00732599893883168,0,0,0.0120178345229174,0,0,0,0,0,0,-0.0593047804826465,0,0
X000792.SZ,0,0,0,0,0.0202104364447148,0,0,0,0,0,0,0.0239783061514785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184925685557408,0,0,0,0,0.200375147839908,0,0,0.161947927068386,0,0,0,0.0363369958175239,0.140194792544298,0,0,0,0,0,-0.311938720799659,0,0,0,0,0,0,0.113055971753493,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.153535207461389,0,0,0,0,0.39606832948498,0,0,0.102241006746438,0,0,0,0,0,0,0,0,0,0,0,0.0204942835341246,0,0,0,0,0,0,0.0864729772584679,0,0,0,0,0,0,0,0.015452379018253,0,0,0,0,0,0,0,0,-0.0441872235012188,0,0,0,0.0581467498261412,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.237655394473344,0,0.360921328516648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01494984484901,0,0,0.0839603987355183,0,0.204291345550878,0,0,0,5.42101086242752e-20,0,0,0.0980115971008022,0,0,0,0,0,0,0,0.0200633321966911,0,0,0,0,0,0,0
