,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X600516.SH,X600176.SH,X000898.SZ,X600299.SH,X600612.SH,X002460.SZ,X000709.SZ,X002466.SZ,X601158.SH,X600426.SH,X000629.SZ,X000883.SZ,X600219.SH,X000027.SZ,X002353.SZ,X600583.SH,X000630.SZ,X000825.SZ,X000553.SZ,X601699.SH,X000401.SZ,X600315.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883496830671311,0,0,0,0.0664789882639321,0,0,0,0,0,0.054808741123625,0,0,0.0476839170128892,0,0,0,0,0,0,0.070249506250998,0,0,0,0,0,0,0,0,0,0,0,0.0110297732090749,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0707082569704102,0,0,0,0,0,0,0,0,0.0897175128708955,0,0,0,0.0194877193396546,0,0,-0.0102734278811613,0.00634729150298873,0,0,8.67361737988404e-19,0,0,0,0,0,0.0450992272014246,0,0,0,0,0,0,0,0,0,0,0.0156087442680467,0,0,0,0,0,0,0,0,0,-0.0198389506822994,0.0188094921455546,0,0,0,0,0,0
X601088.SH,0,0,0,0.205500224939865,0,0,0,0,0,0,0,0,0,0.172358868504571,0,0,0,0.0899519628028076,0,0,-0.000863415776250264,0.0166862255364477,0,0,0,0.0766018448830243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283634227160614,0,0,0,0,0,0,0,0,0,0,0.00925570274466289,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312304722841775,0,0.399185229607912,0,0,0,0,0,0.28476530059594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136523849567851,0,0,0,0,0,0,0,0.0445173250122627,0,-0.0102284615922983,0.0115975425930705,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0372942758258069,0,0,0,0,0,0,0.0385516470019936,0,0,0,0,0,0.0607332670727957,0,0.0640738578129516,0,0,0,0,0,0.202373398663495,0,0,0,0,0.0761651636492809,0,0,0,0.0405476552708495,0,0,0,0,0,0,0.150157000339396,0,0,0,0,-0.0287790157359288,0,0,-0.0118575455009483,0.0188679276631443,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.060765080155962,0,0,0,0,0,0,0,0.0724592756108491,0,0,0,0,0.0682085239728331,0,0,0,0.0243699069672226,0,0,0,0,0,0.101849353064278,0,0,0,0,0.036281209371106,0,0,0,0,0,0,0,0,0,0,0,0,0.0935397399432049,0,0,0,0,0,0,0.00212422835702696,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379517402940775,0,0,0,0,-0.0394975681205411,0,0,0,0,0,0,0.708930018201383,0,0,0,0,0,0,0.0832569541020905,-0.0495121955125741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272947676161197,0,0,-0.0239642671059161,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0798159092002875,0,0.0941059850839778,-0.107217540074724,0,0.525099382615571,0,0,0,0,0,0,0,0,-0.0625806823270207,0,0,0.0525820956311442,0,0,0.130941479238788,0,0,0,0.123051037491432,0,0,0,0,0,0,0,0,0,0,-0.00240096767879113,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020527005095622,0,0,0,0,0,0,0.0394553720045564,0.0853062302717655,0,0,0,0,0,0.0785275878722569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118703290135441,0,0,0,0.134909376273949,0,0.00664443487973137,-0.00106307250504039,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0440136911076073,0,0,0,0,0,0,0.176228872571901,0,0,0,0.0956662357568301,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00649986334789606,0,0,0.0366819851188481,0,0.0308851582267599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469216262801286,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298580777234492,0.082723308724508,0,0,0,0,0.0811147149778909,-0.144138535034071,0,0,0,0.0123337109303901,0,0,0,0,0.334133556332728,-0.033341199414638,0,0,0,0,0,0,0,0,0,0,0.0424637524634449,0,0,0,-0.0257003246376388,0,0,0,0.0921272877098532,0,0
X601600.SH,0,0,0,0,0,0,0.0278861876267273,0,0,0,0,0,0,0,0,0.0366397569968552,0,0,0,0,0.0477910475057303,0.0352529789833225,0,0,0,0.0612076039252662,0,0.0679307576610806,0,0,0,0,0.0759658898411699,0,0,0,0.0812682137999333,0,0,0,0.204961793471348,0,0,0,0,0,0,0,0,0.00584131019630352,0,0.000492145094866679,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625956549749538,0,0,0,0.0351200946712591,0,0,0,0,0,0,0,0.117429629094409,0,0,0,0,0,0,0.0828562219579067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834796185875366,0,0.0913790352900997,0,0.00705110213186109,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.215312807068563,0,0,0,0,0,0,0,0.0350426754068273,0,0,0,0.0437144451847013,0,0.00682826693473094,0,0,0.0940380068991851,0.0813083292377549,0,0.0492715621168709,0.00486354974115006,0,0.0900449199557066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010883063939938,0.015182609445912,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037538245073388,0,0,0,0.000640105191484926,0,0,0,0.0469434902056739,0,0.0726889651353784,0,0,0,0.0237851506612734,0.109728888590101,0.13882762945964,0.0195719900576875,0,0,0,0.0483601768907744,0,0,0,0,0,0,0.0340083890955822,0,0,0.0172603828590424,0,0,0,0,0,0,0.0208395140230781,-0.0110304347879545,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125092105585944,0,0.146587082448282,0.030147035660764,0.108308380453407,0,0,0.0670281398374341,0,0,0,0,0,0,0.0565159316236117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216480721089167,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343014633050475,0,0,0,0.00963947375105769,0,0,0,0.0151643649215303,0,0,0,0,0,0.0111225221092032,0,0,0,0,0.117239761993336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341574390217183,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193960492345769,0,0.48265321002337,0,0,-0.151385925224814,0.130811903101291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271298671241165,0,0,0,0,0,0,0,0,0.244231105601123,0,0.00340321357379347,-0.0115250208266637,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.179670324452933,0,0,0,0.111317366316985,0,0,0,0,0,0,-0.0395551624509049,0,0,0,0,0,0,0.141946960382559,0,0,0,0.024798475512403,0.0406552045210029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284221391822093,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.491367429084342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502525964217838,0,0,0,0.0116627753057093,0,0,0,0,0,0.107323376276815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246812927313625,0,0,0,-0.00338763870885771,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.606364867003623,0,0,0,0,0,0,0,0,0,0,0,0,-0.106537348186574,0.0573994143900465,0,0,0,0.188526065278918,0,0,0,0,-0.0205258596718155,0,0,0.176568223810792,0,0,-1.73472347597681e-18,0,0,0,-0.15176421214848,0,0,0,0,0,0,-0.0944878609207763,0,0,-0.00405897094553133,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.195323308959411,0,0,0,0,0,0,0,0,0,0,0,0,0.333947812405032,0,0,-0.128300266763762,0,0,0,0.209580424718578,0,0,0,0,0,0.0511581583747474,0,0,0,0,0,0.343648640206051,-0.116321319357064,0.0242119130763348,0,0,0,0,0.582339738264368,0,0,0,0,0,0,0,0.0108958732337947,-0.0309696955374468,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0684876049354076,0.415392837540482,0,-0.0653717346919313,0,0,0.0870848406389824,0,0,0,0,0,0,0,0.0312543954970257,0.122953157103469,0,0,0,0.0343172760862588,0,0,0,0,0,-0.00800693430247456,0,0,0,0,0,0,0,0,0,0,-0.142641302179384,0,0,0,0,0.0373962842957437,0,0,0,0.0181445820596251,-0.0412950515570343,0,0,0,0.0660719220490481,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147547507223607,0,0,0,0,0,0,0,0.0891716737290731,0,0,0,0,0,0.123843558798629,0,0,0.171993316972261,0,0,0,0,0,0,0,0,0,0.0726872187702346,0,0,0,0,0,0,0,0.0622521362784048,0,0,-0.00231603540768727,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.642882022392249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716661598374474,0,0,0,0.0181193944428588,0,0,0,0,0,0.136551447149739,0,0,-0.0777397720802739,0,0,0,0,0,0.0642039485426721,0,0.2534693078772,0,0,0,0,-0.0529327581955909,0,0,0.0682192429813701,0.0119277862372733,0.00847839794453475,0,0,0,0,0,0
X002271.SZ,0,0,0,0.274637026676445,0.00476495955325824,0,0,0,0,0,0,0,0.0721880666735782,0.19953929606492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083789598252413,0,0,-0.00212200057013293,0,0,0,0,0,0,0,0,0,0,0,0.0396755523714194,0.00592667350830711,0,0,0,0,0.0764112329412919,0,0,0,-0.0417563474177919,0,0
X000786.SZ,0,0,0,0,0.155211722773975,0,0,0,0,0,0.0657717104584466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047038479754868,0.0477627529016455,0,0,-0.0439960737472814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102459059475299,0,0,0,-0.0991795253860074,0,-0.0227947014660595,0.0307485007141981,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140966842533591,0,0.0734210835223473,0,0.21667327646535,0,0,0.015971561130088,0,0,0,0,0,0,0,0.242584247535678,0,0,0,0,0,0,0,0,0,0,0,0.0809780059825963,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633196800289275,0,0.0654353894510232,0,0.0474428751867733,0,0,0,0,0,0.0411557897989738,0.130466260118304,0.153256360089755,0,0,0,0,-0.0693804022291604,0,0,0,0,0,0,0,0,0,0,0,0.176906741353958,0,0,0,0,0,0,-0.0132006021934465,0.0176661761846135,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249344368969593,0,0,0,0,0,0,0,0.0229028215778996,0,0,-0.00023011609483258,0,0,0.116770831592064,0,0,0.100242551094263,0,0.0197478316571094,0,0.0187009757637537,0,0,0,0,0,0,0,0,0,0,0.0327620623975427,0,0,0,0,0,0,0.0315059938542143,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02583481480903,0,0,-0.068805423711417,0.108312517860128,0,0.141462432419708,0,0,0,0.183174781220455,0,0,0,0.0504554779533329,0,0,0,0,0,0,0,0,0,0.0353144722148359,0,0,0.238151380124487,0,0,0.0131150379977726,0,0,0,-0.00286079774138616,0,0,0,0,0,0,0
X600612.SH,0,0,0,0,0,0,0.0854569678390079,0,0,0,0,0,0,0,0,0,0,0.0135451766557409,0,0,0,0,0,0,0.405839163026354,0,0,0,0.121037080613253,0,0.201396031837696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491284752911998,0,0,0.0417502111378075,0,0,0,0,-0.113957342029576,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501331994747366,0,0,0,0,0,0.0674563869085821,0,0,0,0,0,0,0.593157389867378,0,0,0.0737468028113713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123216494470893,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136929740857742,0,0,0,0,0,0,0,0.0497093897564984,0,0.0351350560691136,0,0,0,0,0.0512928958123407,0,0,0,0,0,0.0124862535268515,0,0,0.0301869536725132,0,0,0,0,0,0,0.0868581737207975,0.134653352006453,0,0,0.0385098665119818,0.0785338822813999,0,-0.0163157423672761,0.0190767303252511,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0524551274277837,0,0,0,0,0,0,0,0.015459652168697,0,0,0,0,0.0582208020544509,0,0,0,0,0,0,0.0822576269842297,0,0,0,0,0.632458441715707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486009719808745,0.0292530664916658,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593493988337049,0,0.0655563022870185,0,0,0,0,0.228027802661464,0,0,0,0,0,0.000958587716186302,0,0,0,0,0,0,0,0,0,0.0334453410694674,0,0,0,0,0,0,0,0,0,0,0,0.0314387504150771,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0.271002499993042,0,0,0,0,0,0,0,0,0.0264056212639058,0.108401799439292,0.15874059307563,0,0,0,0,0,0,0,0,0,0,0.0616980930075563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00459771361308162,0.0240006098715243,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265283593000756,0.104519608934565,0,0,0,0,0,0.0195613165519851,0,0,0.22558560177635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683426864407001,0,0,0,0,0,0,0,-0.0171544158738416,0,0
X000883.SZ,0,0,0,0,0,0,-4.33680868994202e-19,0,0.253429999699649,0,-0.0310001423402869,0,0,0,0,0,0,0,0,0,0,0.161258370077669,0,0,-0.00854905328876241,0,0,0.0733848392219432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226396875487378,-0.0132114329174276,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442888407155194,0,0,0,0.0717076248849475,0,0.0488126686177298,0,0,0,0,0,0,0.119659231812139,0.0436072067445075,0,0,0,0,0,0.0849964110066512,0,0,0,0,0,0,0,0,0,0,0,0.0773853574283525,0,-0.00113802648234612,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194258463255483,0,0,0,0,0,0,0,0.0996524418268796,0,0,0,0,0,0.120459148558078,0,0,0,0,0.0226171147859668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165457561476332,0.0545157547291728,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0.179757967213533,0,0,0,0,0,0,0,0,0,0.185968355729022,0,0,-0.0198382692642606,0,0,0,-0.0215040708987858,0,0,-0.0696530333402674,0,0,0.167600380627343,0,0,0,0,0,0,0,0,0,-0.0279602477474673,0,0.104209567215837,0,0,-0.282755466031065,0,0,0,0,0,0,0.0633520393448979,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142103786711763,0,0,0,0,0,0,0,0,0.0711767934466612,0.10270556941833,0,0,0,0,0,0,0,0,0,0.0948504362563536,0,0,0,0,0,0,0,0.00491265276276536,0,0.00509680701362355,0.00830679984695052,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11089105660811,0,0,0.0851971249619232,0,0,0.0625089725281613,0,0,0,0.0387609380446104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101833091501972,0,0,0,0.124882306512198,0,0.00825306324838026,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0.0799608911701617,0,0,0,0,0,0,0,0,0.029265686436206,0,0,0,0.0110388640081214,0,0,-0.01574789259725,0,0,0.0514556070918298,0,0.187588399106181,0.0518901547560926,0,0,0,0,0,0,0.0708950604542891,0,0,0,0.0391204053549141,0,0,0,0.141475150835537,0,0,0,0,0,-0.0155860224887191,0.0271925187744751,0,0,0,-0.0040675316217956,0,0
X000553.SZ,0,0,0,0,0,0,-0.0361030380872394,0,0,0,0,0,0,0,0,0,0,0.00691745957511402,0,0,0,0.0413534890137431,0,0,-2.16840434497101e-19,0,0.00741420750577876,0.183770913051073,0,0.0990184923495572,0.0556201965058576,0,0.106546630393128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102025087855301,0,0,0,-0.0263664397980978,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761949850723172,0,0.0573622046749684,0,0,0,0.0942520177953009,0,0.0462610563266773,0,0,0,0,0.119644457553083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501453819255987,0,0,0,-0.120414085233748,0,0
X000401.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635576688804826,0.158663696921854,0,0.0893297617849616,0,0,0,0,0,0,0,0.292052756841719,-0.120045213743233,0,0,0,0,0,0,0,0,0,-0.0324073398625296,0,0,0,0,0,0,0.0737348632865441,0,0,-0.0102647135003974,0,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,-0.144562431419557,0,0,0,0.376861151120322,0,0,0.155630710337017,0,0,0,0,0,0,-0.100067415753892,0,0,0,0,-0.0215302366066334,0,0,0,0,0,0,0,0,0,0,0.07780940394139,0.0707366102966861,0,0,0,0.12231242440717,0,0,0,0,0,0,0,-0.0998472896599521,0,-0.0349101918586009,0,0,0,0,0.144867531446248,0,0
X600985.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251972246683652,0,0,0,0,0,0,0,0,0,0.100428092957569,0,0,0,0,0.111225392515034,0,0,0,0,0.25315644851696,0,0,0,0.0783049404362802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,-0.0622481927183019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000705358877711837,0,-0.0541565859295293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121495084273354,0,0,-0.175221547657919,0,0,0,0,0,0,0.0167064406723733,-0.0674740881201132,0,0,0,-1.73472347597681e-18,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733397860664786,0,0,0,0.118780666788124,0,0
TED,0,0,0,0.617867864997329,0,0,0.238977457178557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193718236581236,0.549932226074651,0,0,0,0,0,0,0
