,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X000786.SZ,X600352.SH,X600489.SH,X600111.SH,X601991.SH,X600176.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X002466.SZ,X600027.SH,X601992.SH,X002080.SZ,X600529.SH,X002353.SZ,X002409.SZ,X600612.SH,X600486.SH,X600219.SH,X600315.SH,X000301.SZ,X000932.SZ,X600516.SH,X000027.SZ,X000723.SZ,X002075.SZ,X600126.SH,X000898.SZ,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0390959924398464,0,0,0.0436239825258229,0,0,0,0,0,0,-0.0180330338083009,0,0,0,0.0198915097839969,0,0,0,0,0,0,0,-0.0218461915235762,0.117350964686957,0,0,0,0,0,0,0,0,0,0.120566762466679,0,0,0,0,0,0,0,-0.00212533315221789,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0135464522621049,0,0,0,0,0,0.0388909480174773,0,0,0,-0.00258092212564531,0,0,0,0,0,0,0,0,0,0,0.0192302034017881,0,0.147286844152855,0,0,0,0,0,0,0,0.0380250185603212,0,0,0,0,0,0,0,-0.00414120519983645,0,0.0048664197245922,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-2.11758236813575e-22,0,0.0283558961664026,0.0146413350335947,0,0,0,0.0883569395996743,0,0,0,0,0.0188426802586944,0.227576980523851,0,0,0,0,0,0,0,0.101249181656496,0,0.014364336504966,0,0,0,0,0,0,0,0.0547544397561666,0,0,0,0,0,0,0,0,0.00606629153886309,0.0037689850930545,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.144025346015557,0,0,0,0.00620201353490609,0,0,0,0,0,0,0,0,0.0117699311558962,0.0564775363375451,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.050727843597279,0.0951862853298431,0,0,0,0,0.0127174280348978,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.144090166183102,0,0.0685813852668151,0,0,0,0,0,0,0,0,0,0,0,0,0.00562657400070046,0,0.139109602668861,0,0,0,0,0,0,0.0881439244752265,0,0,0.0794122393109482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158397863018704,-0.0206818942268164,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594460177736337,0,0,0,0,0,0,0,0,0,0,0,0.0344946111404502,0.0267304973097257,0,0,0.100265887712113,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326898028851228,-0.0168825753017528,-0.0278756466774472,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841760380360811,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0493209922331511,0.112439784927916,0,0,0,0,0,0,0,0,0,0.073241158123614,0.0467895838746397,0,0,0,0,0,0.0622404070630191,0,0,0.0433537224613093,0,0,0,0,0,0,0.00560769173198743,0.000589018470314964,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247556965158234,0,0.0473364059543075,0,0,0,0.126149972079534,0,0,0,0.0915750960147319,0,0,0,0,-0.0136375907869484,0,0,0,0,0,-0.0169992491313566,0,0,0,0,0,0,0.169553528016817,0,0,0,0,0,0,0,0,-0.00890060083272799,-0.0120429069022015,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.155914969583362,0,0,0,0,0,0,0.0777116798739056,0,0,0,0,0,0,0.15892538889749,0,0,0.262191227387481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106107079138441,0,0,0.0258251219900212,0,0,0.0379792003863318,0.0993129549931116,0,0,0,0,-0.00429194761497097,-0.0103725902348399,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0566539948256281,0,0,0,0,0,0.147253403146008,0,0,0,0,0.0181954641535452,0.175809842509606,0,0,0,0,0.0455349549362704,0,0,0,0,0,0,0,0,0,0,-0.0492540962535266,0,0,0,-0.0344289331250141,0,0,0,0,0,0,0,0
