,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600801.SH,X600886.SH,X002466.SZ,X600362.SH,X000786.SZ,X002271.SZ,X600688.SH,X600352.SH,X600188.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X000723.SZ,X002353.SZ,X600027.SH,X600176.SH,X600299.SH,X600426.SH,X600489.SH,X600516.SH,X000792.SZ,X000898.SZ,X600583.SH,X000401.SZ,X601158.SH,X600219.SH,X000932.SZ,X000553.SZ,X000709.SZ,X000883.SZ,X600612.SH,X002080.SZ,X600486.SH,X000630.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221811508587362,0,0,0.0111142899598647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140690723036995,0,0,0,0.0574623906121475,0,0,0,0,0,0,0,0,0.0649195010752702,0,0,0,0,-0.0108280601075013,0,0,0,0,0,0,0
X600028.SH,0.317077987237859,0,0,0,0,0,0,0,0,0.0155315528878116,0,0,0,0,0,0,0.0176365666447117,0,0,0,0.0709707657979869,0,0,0,0,0,0,0,0.0111458144386082,0,0,0,0,0,0,0,0,0.0425722734460049,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00954787750933429,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929904987091151,0.225162340786129,0,0,0,0,0.043818782827532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933784829820409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969178046549613,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0142508552597544,0,0,0,0,0.372306491958274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163570989243377,0,0,0.248249905760088,0,0,0.0144438136565028,0,0,0,0,0,0,0,-0.031539838277178,0,0,0.00700435430236781,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702542661802256,-0.0632765042646592,0.101746111924972,0,0,-0.127244869147752,0.111533810308064,0,0,0,0,0,0,0,0,0.0221212726324909,0,0,0,0.141299765779537,0.0588994071380674,0,0,0,0,0,0,0,0,0,0,0.174167598086293,0.093390501978805,0,0,0,-0.023320191481564,0.0176569472567148,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128856745442561,0,0,0.0219331503404157,0,0,0,0.083295204096223,0,0,0,0,0,0,0.0551990287657212,0,0,0,0.0217358651975788,0,0.0488427188417333,0,0,0,0,0,0,0.0461694041189105,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.000760213929333922,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0356821964958344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895296899904749,0,0,0,0,0,0,0,0,0,0,0,0.0922171258481345,-0.00761876420393032,-0.0250393800154221,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0848216906782077,0,0,0.188821959117357,0,0,0,0,0,0,0.284852034936964,0,0,0,0,0,0,0,0,0.10112887314323,0,0.203578028624349,0,0,-0.00939119924871102,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0478279963696947,0,0,0,0,0,0,0,0,0,0,0.00479507466915784,0,0,0.30859456758105,0,0,0,0,0,0,0,0.0654134100492573,0,0,0.110325002176243,0,0,0,0,0,0.0465667875058937,0.119667587856629,0,0,0,0,0.0674389913996988,0,0,0.00481839925943893,0,0.0464010961283661,-0.0403234054372442,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.119410942553569,0,0,0,0,0,0,0,0.105478614533119,0,0,0,0,0,0,0,0,0,0,0.0949453990178598,0.0393461865410118,0,0,0,0,0,0,0,0,0.438339694389831,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308007352818652,0.0421114349670153,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458302699996798,0,0,0,0.0920663096213543,0,0,0,0.021599235982521,0.0399444245553806,0,0,0.00857386342442824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.108946641396853,0,0.0521226547562793,0,0,0,0,0,0,0.0150993067891148,0,0.0422543298210874,0,0,0.0905588774080007,0,0,0,0,0,0,0,0,0,0,0,0,0.065770703843648,0,0.126349268404022,0.0923251879611569,0,0,0,0,0.0265583275018218,0,0,0,0,0,0,0.0421636026781872,0,0,0.00762868091378765,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0270496624371102,0,0,0,0,0,0,0.0107991249918294,0,0,0,0,0.29692940247531,0,0,0,0.00583599003707001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56097347246933e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.042820524987718,0.106671514335122,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.124462446582935,0.0605436873383653,0,0,0,0.212135764614676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431747485568934,0,0,0,0,0,0,0,0,0,0,0,0.00860859138264252,0,0,0,0,0,0
X600801.SH,0,0,0,0.524574588912072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115232781093426,0,0.068178394792264,0,0.0361276371443562,0,0,0,0,0,0.0338707605045581,0,0,0,0,0,0,0.0425033701271554,0,0,0.0477541157668553,0.277169639144979,0,0,0,0,0,0,0,0,0.0373348522049752,0,0,0,0.000523010840345304,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.15079597758329,0,-0.0402360080884198,0,0,-0.0280423418876597,0,0,0,0,0,0,0.0391305336313125,0,0,0,0,0.059244313591477,0,0,0,0,0,0,0,0,0.191948260464797,0,0,0,0,0.0117415902923159,0,0,0,0,0,0.205826530155944,0,0,0,0,0,0,0,-0.0434436867888373,0,0.000696494221904014,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.097538350606906,0,0,0.0403674130336118,0,0.529600072628666,0,0,0,0,0,0,0,-0.156710561198449,0,0,-0.11084122180222,0,0,0,0,-0.257982845501457,0,0,0,0,0,0,0,0,0,0,0,0.474722241254165,0,0,0,0,0,0,0,0,0.139631154718362,0,0,0,0,0.0716477551253851,-0.087447643062785,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0234265315077621,0,0,0,0,0,0,0,0,0,0,0,0.142306848061559,0,0,0,0,0,0.0706747453449276,0,0,0,0,0,0,0.183860930473582,0,0,0,0.0192729756044841,0,0.215895556047517,0,0,0,0,0,0,0,0,0,0,0,-0.00639334537932072,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248778536456614,0,0,0,0,0.113006511042057,0,0,0,0,0,0,0.0625051967183507,0,0,0,0,0,0,0,0,0,0.310364050537446,0,0,0,0,0,0,0,0.113469842845058,0.0845279957319083,0,0.116127316686312,0,0,0.017901021819931,0,0,0,0.0520639321718609,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0984674825226139,0,0,0,0,0.0866772917122837,0,0.0316576697029608,0,0.0998208588781386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230964784761606,0,0,0,0,0,0,0,0,0.0100234283590785,0,0,0.100195742581648,0,0,0.0309986079809117,0,0,0,0,0,0
X600688.SH,0.435108909248505,0,0,0,0,0,0,-0.0252020884160783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144776979008256,0,0,0,0,0,0,0,0,0.213082805548483,0,0,0.241239645639237,0.0532998835996423,0,0,0,0,0.00436152624352606,0.0023840978243429,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892093900636834,0,0,0,0,0,0,0,0.237462906369397,0,0.0320227580803886,0.0911269428631361,0,0.056328949891169,0,0,0,0,0,0,0.18051795084189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228171535518007,0,0,-0.00766823884489226,0,0,0,0.0162045827782893,0,0
X600188.SH,0,0,0,0,0,0,0,0.0110774732142471,0,0.0289307949359445,0.0763035525047767,0,0,0.236366333459022,0.090976296954902,0,0.009086428100589,0,0,0,0,0.248766133289886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103930532295181,0,0,0,0,0,0,0,0,0,0,0,0,-0.00495282034983262,-0.000950299158366247,0,0,0,-1.73472347597681e-18,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0522294159062387,0,0,0,0,0.0298675792970634,1.73472347597681e-18,0,0,0,0,0,0.0199529680983545,0.0760224591348252,0.092414970925305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205876006466212,0,0,0,0,0,0,0,0,0.0031715071378191,0,0.0117787317946404,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0307702696837008,0,0,0,0,0,0,0,0,0.15408652612911,0,0,0,0.0555089217878608,0.196605785485566,0.0143808869541086,0,0,0,0.0577553463434122,0,0,0.0961671723030462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00126144138660761,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023254831858133,0,0,0,0,0,0,0.19721855118954,0.17466346774036,0,0,0,0,0.054882463890624,0,0,0,0.0660508536497844,0,0,0,0,0,0,0.0724790084264048,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0204745739628797,0,0,0.0124243117311845,0,0,0,0.0460096765935565,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0311671367041798,0,0,0,0,0,0,0,0,0,0,0,0.256183347961049,0,0,0,0,0,0.0988927884301895,0,0,0,0.0381305400029322,0,0,0.0794898793416622,0,0,0.02377105042147,0,0,0,0,0.120559778468923,0,0,0,0.0451366109980926,0,0,0,0,0,0.0146421555084971,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.224779399314884,0,0,0,0,0,0,0,0,0,0,0,0.0945525056937487,0,0,0,0,0,0,0,0,0,0,0,0,0.513657504646727,0,0,0,0,0,0,0,0.184178726845765,0,0,0,0,0,0,0,0.0796662847661256,0.0182951439798097,0,0,0.0573380526174476,0,0.0633905910983138,0,0
X002353.SZ,0.333472902752127,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0791164007429595,0,0,0,0,0,0,0,0,0,0,0.0997005574260328,0,0,0,0,0.0486711079428744,0,0,0,0,0.350148704079797,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053255531313441,0.0109571872713893,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0275721515788252,0,0,0,0,0,0.0696693517916626,0,0,0,0,0,0,0,0,0.162688312136771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381370380338264,0,0,0,0,0.0163978858326536,0.0111018196424759,0,0,0,0,0,0
X600176.SH,0,0,0,0.0813556863008015,0.121431596385269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665227425110173,0,0,0,0,0,0,0,0,0,0,0,0,0.276152439912417,0,0,0,0,0,0,0,0,0.286013410436093,0,0,0,0,0,0.0502003249129752,0,0.0213177127626283,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.157936115822948,0,0.000982130600962777,0,0,0,0,0,0,0,0,0,0,0,0.192503653296304,0,0,0,0.13090502641842,0.105086229937672,0.075315709061268,0,0,0,0,0,0,0,0,0,0.101125767990103,0,0,0,0,0.0710896136542468,0,0,0,0,0,0,0,0,0,0.00444328765961073,0,0,0,0,0,0
