,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600489.SH,X600157.SH,X600886.SH,X600111.SH,X601992.SH,X600660.SH,X600309.SH,X300072.SZ,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X600583.SH,X000723.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X000408.SZ,X000983.SZ,X600549.SH,X002470.SZ,X000539.SZ,X600176.SH,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X000060.SZ,X601699.SH,X600612.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0121546574429608,0,0.0251855692466587,0,0,0,0,0.00360815863301522,0,0,0.0394578735676886,0,0,0,0.0292869626526674,0.00487176360506042,0,0,0,0,0,0.0692760960346122,0.0173177666909226,0,0,0,0,0,0.0158015117500234,0,0.0303432654738602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.041062914035409,-0.0194274896858346,0,0,0,0,0,0,0,-0.0159559180642305,0,0,0,0,0,0,0.0261949062021441,0.0248071139849388,0,0,0,0,0,0,0,0,0,0,0,0.0109550535295676,0.112815663431829,0.0354790511590426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.174762497065713,0,0,0,0.0383628435638905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137736481155859,0.0132939083621311,0,0,0,0.0617057435180594,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.090676479053955,0,0,0,0,0.0310708401541114,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.117311912294466,0.285662841207502,0,0,0,0,0,0.0376086901137064,0,0,0,0,-0.0373460871647589,0,0,0,0,0,0,0,0.0600071243277886,0,0,0,-0.0219925207111033,0,0,0,0,0,0,0,0.0891050242707075,0.00476288292526087,0.0354057807623068,0,0,-0.041322858964391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439602532980594,0,0,0,0,0.0127306882911252,0,0,0.0319191034594406,0,0,0,0,0,0,0,0,0,0.0367701816467618,8.67361737988404e-19,0,0,0,0,0,0,0.0532072542125236,0,0.037950094760392,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.152496974270498,0,0,0,0,0,0,0.113900648489284,0,0,0,0,0,0.0273014801928012,0,0,0,0,0,0,0.0954980269197859,0,0,0,-0.0798562674318156,0,0,0,0.0843513552664288,0,0,0,0,0.00299554402064338,0.0519332853342649,0,0,0.0452977267552948,0,0,0,0,0,0,0,0,0,-0.000632427390918363,0.0474084970237514,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267705387133135,0,0.0571732622115526,0,0,0,0.102740365808211,0,0,0.0737704872348307,0,0.0113706459271202,0,0,0,0,0.122170494227719,0,0,0,0.0309709502811539,0.0108631062412046,0,0,0,0,0,0,0,0,0,0,0,0,0.00225436766457045,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10245896654703,0,0,0.0672154032425696,0.0986138382964376,0,0,0,0,0,0,0,0.0558678632185252,0,0.016014800541629,0,0,0,0,0,0,0,0,0.296845851958407,0,0,0,-0.0198479105411523,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408130913763128,0,0,0,0,0,0,0,0.250510909601224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654721134227221,0,0,0,0,0.080439447489945,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.0201376268911712,0,0,0,0,0,0,0,0,0,0,0,0.0581654992260863,0.0725719425129032,0,0,0,0.0187310407202016,0,0,0,0,0,0,0,0,0.0417808671730562,0,0,0,0,0,0.0638259938367884,0,0,0,0.253123459515559,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.105018867788741,0,0.0177857069045075,0,0,0,0,0,0,0,0,0,0.0249911976263324,0,0,0,0,0,0,0,0,0,0.0208033071851751,0,0,0,0,0,0,0,0,0,0.0272031063100626,0,0,0,0.0314189793061461,0.0524570789509671,0,0,0,0,0.0672542781111445,0,0,0,0,0.00671535055661997,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139677970460737,0,0,0,0.129461397607953,0,0,0,0,0,0,0,0,0.525118997912651,0,0,0,0,0,0,0,0,0.139172622762546,0,0,0,0,0.0191334054714182,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0239535165562277,0,0,0,0,0,0,0,0,0.269734318333479,0,0,0,0,0,0.0630216001343756,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0681651075151294,0,0,0,0,0,0,0,0.0451376207988008,0.168819264232173,0,0,0,-0.0249468585156354,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0771020991246032,0,0,0,-0.0182976161303989,0.00615333946995253,0,0,0,0,0,0,0,0.129636264929395,0,0.0180562777743058,0,0,0,0.0259138058430912,0.0273517258168015,0,0.0604263275446306,0,0,0,0,0,0,0,0,0,0,0.0409700579354826,0.0358542128365859,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110026613699394,0.0331780624054619,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.140234396717473,0,0,0,0,0,0,0,0,0,0,0,0.162738889981143,0.105118074035132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201545566449743,0,0,0,0.0220917512635332,0.00959655635153974,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.157037306039976,0,0,0,0,0.0301517642083051,0,0,0,0,0,0,0,0,0,0,0.062681193351514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110057957736509,0,0.34418915673628,0,0,0,0,0.014434882829008,0,0,0,0,0,0,0
X600489.SH,0,0,-0.169663111516323,0,0,0,0,-0.0421311898155255,0.637494423496371,0,0,0,0,0,0,0.279750868834423,0,0,0,0,0,0,0,0,0,-0.0315034421195001,0,0,0,0,0,0,0,0,0,0,-0.0154464707765923,0,-0.0435321474484971,0,0,0,0,0,0,0,0,0,0.169572875331324,0,0,0.0256284042616026,0.144314524973798,-0.0646295655686804,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.090239273625011,0,0,0,0,0,0,0.0166634286972997,0,0,0,0,0.0362186050158092,0,0,0.038992908289848,0.0529882494525017,0,0,0,0,0,0,0,0.0622856484819184,0,0.00520609077526793,0,0,0,0,0,0,0,0.0105918979514966,0.321957707309051,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.0594885470090474,0,0,0,0,0,0.108134326279827,0,0,0,0,0,0,0.0533530646875269,0,0.0124663018411872,0,0,0,0,-0.0385563495032758,0.100393268162903,0,0,0,0,0,0,0,0,0.0820930005004859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047785883358007,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.547391146595931,0,0,0,0.0538540388493551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131995726033843,0,0,0,0.140303711474759,0,0,0,0,0,0,0,0,0,0,0.100835945649633,0,0,0,0,0.0879930022127511,0,0,0.216658929248576,0,0,0,0,-0.0115669794232463,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.145205675689164,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0653611724939763,0.00539743837711919,0.158947971287189,0,0,0.0148845804322137,0,0,0,0,0,0,0,0,0,0.0989672432049722,0,0.106319959880618,0,0,0,0,0,0,0,0,0,0,0,0,0.0575234859715848,0,0,0,0,0,0
