,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X600801.SH,X601600.SH,X600886.SH,X002271.SZ,X000786.SZ,X600362.SH,X002466.SZ,X600352.SH,X600188.SH,X600688.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X000723.SZ,X600176.SH,X002353.SZ,X600027.SH,X600426.SH,X600516.SH,X600299.SH,X600489.SH,X000792.SZ,X000898.SZ,X000401.SZ,X600583.SH,X000932.SZ,X601158.SH,X600219.SH,X000709.SZ,X000553.SZ,X000883.SZ,X600612.SH,X002080.SZ,X600160.SH,X000630.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158946771651431,0,0,0,0,0.0350364475836742,0,0,0.112330907587607,0,0,0,0,0,0,0,0,0,0,0,0.109153477369352,0,0,0,0.096153847240595,0,0,0,0,0,0.00470573297787196,0,0.0282559503316863,0,0,0,0,-0.00934500506028214,0,0,0,0,0,0,0
X600028.SH,0.37188491851343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301936608128509,0,0,0.0106050816397476,0,0.0276464319157308,0,0,0.0696790863529394,0,0,0,0,0,0,0.0219670038853647,0,0,0,0,0,0,0,0,0.0612185392139549,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0102334829108336,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788794086239497,0.258023683246244,0,0,0,0.0154819120264275,0,0.0381460238400541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188173088235785,0,0
X600585.SH,0,0,0,0,0,0,-0.0104329976900131,0,0,0,0,0,0,0.437353241834025,0,0,0,0.0205571129007767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120702443898051,0,0,0,0.00399410254252671,0,0.158405599416253,0,0.0548629887274785,0,0,0,0,0,0,0,0,0,0,0,0,0.0130416645078625,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635313936231279,0,0,0,0,0.0977819048598247,-0.0653473271985332,0.0311505313561463,0,-0.150711537896869,0,0,0,0,0,0.0775719979742741,0,0,0,0.129646218360846,0,0,0.0851600069243653,0,0,0,0,0,0,0,0,0,0,0.197690744679014,0,0,0.119755565406854,0,-0.0244732813821353,0.0193895089506098,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118360523720321,0,0,0,0,0,0,0.0727489043485629,0,0,0,0,0,0,0,0,0.0561653379740268,0,0.0345282304478183,0.0729615325692518,0,0,0,0,0,0,0.0374913927130176,0,0,0,0,0,0,0,0,0,0,0,0.000100071809070999,0.00163677857838435,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0356821964958343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895296899904749,0,0,0,0,0,0,0,0,0,0,0.092217125848133,-0.00761876420393034,0,0,-0.0250393800154222,-1.0842021724855e-19,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0535052761234487,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.105482368773201,0,0.0355859656045997,0,0.183117371534806,0,0,0,0.289142844634302,0,0,0,0,0,0,0,0,0,0.210171927084829,0,0.137129008323438,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0391671118891804,0,0,0,0,0,0,0,0,0,0,0,0,0.00571104527326837,0.281943568716544,0,0,0,0.039210549796922,0,0,0,0,0,0.0430493195522125,0,0,0,0,0,0.148864783729774,0,0.224000143465821,0,0.0230971629712205,0,0,0.0381303918177485,0.0277873993821506,0,0,0,0.0370450109522125,-0.034926141514837,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154382360685014,0,0,0,0,0,0,0,0.0688967354195373,0,0,0,0,0,0,0,0,0,0,0.463116686941719,0,0,0,0,0,0,0,0.0367998547692284,0,0,0,0,0,0.00835528048459509,0,0,0,0.0293605596534551,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963714061006555,0,0,0,0,0,0,0.567285087083368,0.039942137565615,0,0,0,0.0283330693517091,0,0,0,0,0,0,0.044961694519409,0,0,0,0,0.0121573999758453,0,0,0,0,0,0,0.00490513006006985,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.087683126771066,0,0.054601842758889,0,0,0,0,0,0,0,0.0757385426195152,0,0.0114524377787846,0.0963505381886206,0,0,0,0,0,0,0,0,0,0,0,0.0615406512846704,0,0,0,0.103855652522556,0,0.0956997618636984,0,0,0,0,0.0135217520851355,0,0,0,0.057964748831224,0,0,0,0,0.00561203267469668,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0269487253387646,0,0,0,0,0,0,0,0,0,0.0108643665094415,0.297024998090925,0,0,0,0,0.00560464042501106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.530728492662583,0,0,0,0,0,0,0,0,0,0,0,0,0.0548153009933855,0,0.00906780402052286,0.00509187000303744,0.0348152470997868,0,0,0,0,0,0,0.029747269069337,0,0,0,0,0.0428621598944578,0,0,0,0,0.282604153623925,0.0528886625172503,0,0,0,0,0,0,0,0,0,0,0.0322625434097648,0,0,0,0,0,0,0,0,0
