,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600362.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600583.SH,X000792.SZ,X000630.SZ,X002466.SZ,X000408.SZ,X600352.SH,X600219.SH,X600098.SH,X000883.SZ,X000539.SZ,X000723.SZ,X600021.SH,X002092.SZ,X000825.SZ,X000983.SZ,X000027.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.372316363870258,0,0.0863076989057335,0,0,0,0,0.00665739352635846,0,0,0,0,0,0,0,0,0,0,0,0,0.0270458316725567,0,0,0.0666268547151335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966695395737495,0,0.00499259914061015,-0.00751148833022698,0,0,0,0,0,0
X600028.SH,0.693039401199758,0,0,0,0,0.139542137123851,0,0,0,0,0.0438516474484189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032927126101988,0,0,0.0447924986402862,-0.0201538208167533,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0139603971597707,0,0.100472766854854,0.0432217713014691,0,0,0,0,0,0,0,0,0,0,0,0.0846046827745773,0,0,0,0.103041912711944,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.00542656233000598,0,0,0.127680637225701,0,0,0,-0.027489592970541,0.0133773922196215,0,0,0,0,0,0
X600019.SH,0,0,0.0575024016792246,0,0,0,0,0,0,0,-0.0898709684877247,0,0,-0.0298353794836847,0,0,0,0,0,0,0,0,0,0,0.191980361541488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816439515818566,0,0,0,0,0.0138427050112534,0,-0.10725816440958,-0.0127025081541357,-0.0163916618552219,0.0126505580128429,0,0,0,-0.436372537658629,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0538145283887841,0.298022504424442,0,0,0,0,0,0,0.104762071544385,0,0,0,0,0,0,0,0,-0.088561937990581,0,0,0,0,-0.0339031052528562,0,0,0,0,0,0,0,0,0,0.0733227653758073,-1.35525271560688e-20,0,0,0,0,-0.0181827697534899,0,-0.00494924048685828,0.0082248098559805,0,0,0,0,0,0
X600585.SH,0,0,0,0.0894425786238704,0,0,0,0,0,0,0,0,-0.0137554875833882,0,0,0,0,0,0,0,0.111163397421176,0,0,-0.0523980231437483,0.168085071706587,0,0,0,0,0,0.0686632435650323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123369236809302,0,-0.0843994125968635,-0.0196875390224421,0.0254417903351633,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0742193219238938,0,0,0,0.0119698399561303,0,0.0187082838620613,0,0,0,0,0,0,0,0,0,0.197719285050569,0,0,0,0,0,0,0,0,0,0,0,0,0.0422684162865887,0,0,0,0,0,0,0,0,0,0.0646497826311192,0.101542358243229,0,-0.0200830410331651,0.00438607364284747,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0713069134524284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00238215617388594,0,0,0,0,0,0.239412814623414,0.0933851867773521,0,0,-0.0102288359743734,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.22843592731987,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483225732521492,0,0,0,0,0,0.297382962832012,0,0,0,0.196663296797852,0,0,0,-0.00855619502959653,0,0,0,0,0,0,0,0,0,-0.0301562619872888,0.030036845921837,0,0,0,0,0,0
X600688.SH,0,0.289687082607685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363308364251338,0,0.0125439404883049,0,0.160750603936391,0,0.0807552599555212,0,0.0103804767248809,0,0,0,0,0,0,0,0.00439685487258205,0.0891652139003889,0.0745501943139364,0,0,0,0,0,0.00357004221419803,0,0.00284106983370186,0,0,0,0,0,0,0
