,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X002460.SZ,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600188.SH,X600010.SH,X600801.SH,X600111.SH,X600352.SH,X000301.SZ,X600489.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600803.SH,X600027.SH,X600486.SH,X600299.SH,X600219.SH,X300037.SZ,X002353.SZ,X000932.SZ,X601992.SH,X002080.SZ,X601168.SH,X000898.SZ,X002075.SZ,X000723.SZ,X000630.SZ,X000807.SZ,X002409.SZ,X000027.SZ,X000878.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0495004406500717,0.0548751868931667,0.00363732446202528,0,0,0,0,0,0,0.0236532182500702,0,0,0,0,0,0,0,0,0.0205066844534877,0,0,-0.00728402230943582,0,0,0,0,0,0,0.0394524215354793,0,0,0,0.0127508742758539,0,0.0110589250896517,0,0,0,0,0,-0.00791848858033732,-0.00790684588795707,0,0,0,-0.00436640062293512,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0154626605177996,0,0.0318258418374855,0,0,0,0,0,0,0.0270375729712313,-0.00222880637042216,0,0.00636032309235477,0,0.0221599391708989,0,0,0,0,0,0,0,-0.016049939667267,0,0,0,0,0,0,0.047208368561663,0,0,0,0,0,0,0,0,0.0465294962292576,0,0,-0.0177056096609544,0,0,0,0,-0.0177649555447901,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887191719802231,0,0,0,0,0,0,0,0,0,0.0236332717025692,0,0,0,0,0,0,0,0,0,0.0572832015360156,0,0,0,0,0,0.0266388262204825,0,0,0.0464504677804211,0,0,0.00438373658805034,0,0,0,0,-0.000315128135359409,0,0
X600585.SH,0,0,0,0,0.0420295759035915,0,0,0,0.1433344803596,0,-0.0182142116835462,0,0,0,0,0,0,0.0302694660085255,0,0.020297431216594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441975649751789,0,0,0,0.000241473587562789,0,0,0,0,0,0,0,0,0,0,0.0145215526646466,0,0,0,0,0.00573363876727789,0,0
X600309.SH,0,0,0,0,0,0,0.301353271323323,0.282261497930745,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.331989293847067,0,-0.0354916138418848,-0.112672369407018,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.116872910300031,0.0506437185398005,0.135702290930671,0,0,0,0,0,0.153729103312032,0,0,0,0,0,-0.0457344256885769,0,0,0.0114516480091497,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120849573020867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.00889107142485839,0,0,0,0,0,0.0909237115361168,0,0,0.0251341586872481,0.00488613375998321,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.144098374222444,0,0,0,0,0,0,0,-0.0759405109396915,0,0,0,0,0,0,0,0,0,0.10044125321594,0,0,0.121011641533979,0.043714912421929,0.0800989310029761,0,0,0,0,0,0,0,0,-0.0266274024203549,0,0,0.0708280389182626,0,0,0,0,-0.00963957717591063,0,0,0,0,4.33680868994202e-19,0,0
X600547.SH,0,0,0,0,0.0901038989516719,0,0.027824299181696,0,0.0679492175749504,-0.0382798429197114,0,0.0123524705853867,0,0,0,0,-0.0370624310557567,0,0,0,0,0,0,0,0,0.606484965789124,0,0,0,0,0,0,0,0,0,0.0475891127765669,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.000935406850851148,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.336010071061892,0,0,0,0.0472906198851246,0,0.116940757569576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20381197925727,0,0,0,0,-0.0420446153544207,0.305839065548981,0,0,0,0,0.100783813019406,0,0,0,0,0,0,0,0.115288074863385,0,0,0,-0.0612422480553696,0,0,0,-0.0403215793646199,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0149004321485696,0,0,0,0,0,0,0,0,-0.0849659373799131,0,0,0.0953818634927565,0,0,0,0,0,0,0.0922597106967959,0,0,0,0,0.259098046626969,0,0,0,0.0111010561769999,0,0,0,0,0,0,-0.0804904608899643,0,0,0,0,0,0.0742998978928682,0,0,0,0.0300986694521376,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.103852152112932,0.0865778532568146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00448688122478064,0.501291083552542,0,0.243376178391545,0,-0.0352095680924395,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0237267407691757,0,0,0,0.00241102240926911,0,0
X002271.SZ,0,0,0,0,0.0412554713802274,0,0,0,0,0.0730254722226189,0,0,0,0,0,0,0.176009762968913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946279333811804,0,0,0.177283836236108,0,0,0,0,0,0,0,0,0,0,0.0800556717508959,0,0,0,0,0,0.0789929876583542,0,0,0,0.032722292914235,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.000256274694712224,0,0,0,0,0,0.0151454452954729,0,0,0.038743583585977,0,0,0.0709553790609629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162855484432749,0,0,0.0541151723990927,0,0,0.522482578101535,0,0,0,-0.0507938869689599,0,0,0,-0.00920678300705944,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0130196124781806,0,0,0,0,0.0235174708025311,0,0,0,0.301018725094794,0,0.206138660247549,0,0,0,0,0,0,0,0,0,0,0,0.102576484487045,0,0,0,0,0,0,0,0,0,0,0.0123903064179342,0,0,0.122692965314257,0,0,-0.0099736002124379,0,0,0,0,-0.0132572619997278,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.181875613603609,0,0,0,0,0,0.0232444452867294,0,0,-0.0988035410339943,0,0,0,0.0290074130833232,0,0,0,0,-0.073165911398582,0.195306343455771,-0.244065763394769,0,0,0,0,0.13306921285465,0.289380153615934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418071059619951,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0928195793612469,-0.0584637689768435,0,0,0.0456969659990108,0,0.0376303652961477,0,0,0.0301094673977566,0,0.0817092459668349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,-0.0157508343023963,0,0,0,0,-0.0950870716422048,0,0,0,0,0,0,0,0,0.0385592405595847,-0.0191260169882437,0,0,0,0.0195479880703633,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.105344363285144,0.0242304336294155,0,0,0,0,0,0,0,0,0.0753669213864091,0,0,0,0,0,0,0,0,-0.079470523015755,0,0,0.0231927913629813,0,0.0216247804819219,0.146709984470766,0,0,0,0.239436915090636,0,0,0,0,0.0963248322619952,0,0,0,0.384409587248565,0,0,0,0.0606663822303327,0,0,0,0.0164373113792827,0,0
