,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601898.SH,X601600.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600011.SH,X600886.SH,X600176.SH,X600219.SH,X000786.SZ,X000825.SZ,X600803.SH,X000408.SZ,X000932.SZ,X300037.SZ,X601991.SH,X600795.SH,X002080.SZ,X600399.SH,X000898.SZ,X600549.SH,X002409.SZ,X000807.SZ,X000959.SZ,X600352.SH,X000027.SZ,X600489.SH,X002353.SZ,X000630.SZ,X000830.SZ,X600486.SH,X002407.SZ,X601699.SH,X601168.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0405201264339763,0.00361302286765436,0,0,0,0,0,0,0,0.0184661675068409,0,0,0,0,0,0,0,0,0.0909174511874405,0,0,0,0,0,0,0,0,0,0,0,0,0.030026059748546,0,0,0,0,0,0,0,0.0407783028964535,0.0458734605174938,0,0.1838294378982,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600028.SH,0.0585619118944753,0,0,0,-0.0100374380114522,0,0,0,-0.0202565372659204,0,0,0.0230720753975317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185311509809736,0,0,0,0,-1.73472347597681e-18,0,0,-0.0377599060590505,0.0106943951571944,0.0338452862860731,0,0,0,0,0,0.0900380894100189,0,0,0.0300926761118823,0,0.149920239334471,0,0,0.0387062621894631,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.144416329758861,0,0.0413027264541156,0,0,0,0,0,0,6.74720341857066e-05,0,0,0.277212374260573,0,0,0,0,0.0270288752583682,0,0,0,0,0,0,0,0.0695985410670508,0,0,0,0.0716891513337355,0.0115160684790199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118959520203169,0.226102100315335,0,0,0,0,0,0.00764999252844342,0,0.0644585375046076,0,0,0,0,-0.0414277434848577,0,0,0,0,0,0,0,0.063737783101103,0,0,0,0,0,0,0.00156287291547899,0,0,0,0,0.0204181934000435,0,0.0200733816290231,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.366313700151552,0,0,0.0901852939965826,0,0,0,0,0,0,0,0,0,0,0,0,0.0973206092736835,0,0,0.0185855962180145,0,0,0,0,0,0,0,0,0,0.104143014203761,0,0,0,0,0,0,0,0,0.283806965121962,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.116870138738075,-0.0834095918725848,-0.00936602171944058,0,0,0.122952824802774,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.125378945312189,0,0,0,0,0.00787059764710799,0,0,0,0,-0.0175360036919261,0,-0.0620621498366318,0,0,0,0,0,0,0,0,0,0,0,0,0.152412010427353,0,0.0380920797266209,0.0399673101788864,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0143217478620414,0,0,0,0.0747203746702539,0,0,0.0972385723054047,0.0177942966979644,0,0,0,0,0,0.0127717598526239,0,0.0400914208273372,0,0,-0.0186307373863759,0,0,0,0,0,0,0.318708058841908,0,0,0,0.0292396851123856,0,0,0,0.0529162753631828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.106444332224518,0,0,0,0,0,0,0,0,0,0.0406327272740585,0,0,0,0,0,0,0,0,0,0,0,0,0.0556579810239516,0,0,0,0.243275065817622,0,0,0,0,0,0.489557137587959,0,0,0,0,0.105897923871373,0,0,0,0,0,0,0.0503745199040469,0,0,0,-0.0146472339370508,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.391226501741141,0,0,0.0640334756524152,0,0,0,0.129594803936088,0,0,0,0,-0.228457688541699,0.518260574620598,0,-0.26339430158235,0,0,0,0.235432110860755,0,0.0107333861270367,0,0,0,0,0,0,0,0,0,0.059449712141773,0,0,0,0,0,0,0,0,0,0,0.137209123045951,-0.107448134581217,0,0,0,-0.0797820119955059,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0876231440936221,0,0.0854233970934248,0,0,0,-0.0123078433829359,0,0,0.11110179002803,0,0,0,0,-0.0768377263823556,0,0,0,0,0,0,0,0,0.155659201829446,0,0.0198132352026113,0,0.0297990589615697,0,0,0,0.0192052627115395,0,0,0,0,0.00975171790294826,0,0,0,0,0,0,0.124894510395375,0,0,0,0,0,0.190627603812508,-0.104574198357992,0,0,0,0,0,0
