,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X600188.SH,X002271.SZ,X600352.SH,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X000723.SZ,X600027.SH,X600516.SH,X600426.SH,X600583.SH,X600489.SH,X600299.SH,X000898.SZ,X600219.SH,X601158.SH,X000792.SZ,X000932.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000818.SZ,X000709.SZ,X002080.SZ,X000401.SZ,X000630.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.013468570253595,0,0,0.0488249808320828,0,0,0,0.0488362620900992,0,0,0,0,0,0,0,0,0.280154826402915,0,0,0,0,0,0,0.024991828111486,0,0,0.0560682023219869,0,0,0,0,0,0,0,0,0,0,0,0.02937180969852,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138516583037414,0,0,0,0,0,0.021737314714017,0,0,0.335555787128252,0.00479241134184714,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0178652868912076,0,0,0,0,0,0,-0.00545028322192558,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.103451329301059,0,0,0,0.0198085038387155,0,0.00490794131964096,0.234971124703517,0,0,0,0,0,0,0,0,0,0,0.112595978756719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429107638481554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426149708654885,0,0,0,0,0,0,-0.02255058486325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194494377724815,0,0,0,0,0.016736914606512,0,0,0,0.0120525852436637,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0256680283083493,0,0,0,0,0,-0.0789035670445339,0.0615846188038593,0.328287593722919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539659538939224,0,0,0,0,0,0,0,0,0,0,0,0,0.0911327916149689,0,0,0,0,0,0,-0.0108125630938759,-0.00131706777411454,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0372478670764471,0,0,0,0,0,0,0.00736562988112598,0.125525122002259,0,0,0,0,0,0,0,0,0,0,0,0.00524303439275741,0,0.109847713728134,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0594281374361868,0,0,0,0,0.00469893696371523,0.00612440715738482,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0314651095163337,0,0,0,0,0,0,0,-0.109996109861323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932791674126279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368355787609245,0.0201197370128863,0,0,0.0384259115314063,0,0.0392809180693201,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0145042774381242,0,0,0,0,0,0,0,0,0,0,0,0.0773620489539361,0,0,0,0.150972618639691,0,0,0,0,0,0.197861035322151,0.0799005559981145,0,0,0,0,0,0,0,0,0.0357685923884059,0,0,0,0.0734594351924118,0,0.0627139799850047,0.0486366739557922,0,0,0,0.00427779824317773,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173602139446463,0,-0.14241523155585,0,0.322224187898894,0,0,0,0,0,0,0,0,0,0.12151845012614,0,0,0,0.460410539410226,0,0,0,0,0,-0.149266531003189,0,0,0,0,0,0,0,0,0,0,0,0.00848623060059807,0.012920989556043,0,0,0,0.0637986948721879,0,0
X000708.SZ,0,0,0,0,0,0,-0.0934006742197475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395166566828553,0,0,0,0,0.172049233410879,0,0,0,0,0,0,0.136409053710059,0,0,0,0,0,0,0,0.143607393361247,0,0,0,-6.93889390390723e-18,0,0.0697650934918294,0,0,0.0633810274172499,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.216952989890417,0,0,0.0215362147186885,0.026767332878973,0,0,0,0.0845996377001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0323010883724092,-8.67361737988404e-19,0,0,0,0,0.170968594522152,0,-0.00152481024385224,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0287324873517283,0,0,0,0,0,0,0.0127386014417527,0,0,0.547202495660989,0,0,0,0,0,0,0,0,0,0.0251629119555044,0,0,0,0,0,0,0.0227525108819085,0,0,0,0,0,0,0,0.045012499286511,0,0,0,0,0,0,0,-4.33680868994202e-19,0.000147114155212696,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0326460051650128,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0319828536253721,0,0,0.149595200407374,0,0,0,0,0,0,0,0.105002264288161,0,0,0,0,0,0,0,0,0,0,0,0.199971895054513,0,0,0,0,0,0,0,0,0,0,0.0145370128199711,0,0,0,0,-0.00861748746941434,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0207736946222098,0,0,0,0,0,0,0,0,0,0.232150053979335,0,0,0,0,0,0,0,0.0349788601071903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161597320608894,0,0,0,0.0052166582944665,0.123405502441897,0,0,0,0,0,0,0.00104209561639023,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114333609058121,0,0,0,0.039525060471292,0,0.192396650094546,0.179588507425328,0,0,0,0.088140424066313,0,0,0,0,0,0,0,0,0.0630562982811545,0,0,0,0,0,0.0143751055060727,0,0,0,0,0.0118156350318454,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.334728778262115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.18439123755023,0,0.0441686316821503,0,0,0,0,0,0,0,0,0,0.209029418845113,0.0494910887026065,0,0.178489950814589,0.102032382615492,0,0,0,0.0540087347202573,-0.0250193395056837,0,0,0,0.0743954798850197,0,0
