,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600547.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X002075.SZ,X300072.SZ,X000825.SZ,X600801.SH,X000786.SZ,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000883.SZ,X600339.SH,X600583.SH,X601699.SH,X000301.SZ,X000408.SZ,X000539.SZ,X600426.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.16787764027142,0,0,0,0.0732506152162054,0,0,0,0.0910845875956644,0,0,0,0.0156077839913119,0,0,0,0,0,0,0,0,0,0,0,0,-0.00800653841681246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294153270626443,0,0,0.150281438326024,0,0,0,0,0,0,0.0350357510647361,0,0,0,0,0,0
X600028.SH,0.196673924897382,0,0.00776570197741262,0,0.103242991111455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755650844427711,0,0.0590329597191842,0,0,0,0,0,0,0.0950836718309209,0.10159055785878,0,0,0,0,0,0.0272942245401828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.145237007435776,0,0,0.0105351664262937,0,0,0.165476341821273,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110639155715601,0,0,0,0,0,0,0,0.117034426552864,0,0,0,0,0.00526195546484557,0,0.0559422304846704,0,0.0162050390536585,0.101101396610732,0.102753519244734,0,0,0,0,-0.00848558532122321,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0676553360533614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483180412222268,0,0,0,0.00416640989111686,0.160378184217441,0,0,0,0,0,0,0,0.0263402017921063,0,0,0.491242442343574,0,0,0,0,0,0,0,0,0,0,0,0,0.0976448078947255,0,0,0.00636981589496888,0,0,0,0,0,0,0
X600019.SH,0,0.0390385138022902,0,0.119175198735706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369939651673418,0,0,0,0,0,0,0,0,0,0,0.149046122084362,0,0,0,0,0.00311002219141442,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0302572896016755,0,-0.0165327667178943,0.0374941178112316,0,0,0,0,0,0
X600011.SH,0.0146697580349848,0,0,0.115863524526623,0,0,0,0.0217619538062042,0,0,0,0,0,0,0,0,0,0,0.710051124356839,0,0,0,0,0,0.0582637610279444,0,0.0228268341560604,0,0,0,0,0,0,0,0,0,0,0,0,-0.162929122356515,0,0,0,0,0,0,0,0,0,0,0,-0.0114570840749885,0.0607029485255429,0,0,0,0,0,0
X600309.SH,0,0,0,0.1759209821093,0,0.0920192642166131,0,0,0,0,0,0,0,0,0,0,0,0,0.00718846778248059,0,0,0,0,0,0,0,0,0,-0.343262396585693,0,0,0,0,0,0.200293999118602,0,0,0,0,-0.316099701316079,0,0,0,0,0,0,0,0,0.376372584418817,0,0,-0.0147966578766989,0.0634330624677072,0,0,0,0,0,0
X600010.SH,0.249958569593022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176678802478602,0,0,0.0260798869769079,0.121056847153096,0,0,0,0.0387484617005881,0,0,0,0,0,0.0202160828069172,0.00687961284877924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00983201841996426,0,0,0,0,0,0
X601898.SH,0.0342223003449886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0724001617538829,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.162496866973953,0,0,0,0.103193355971901,0,0,0,0,0,0,-0.0140381775915186,-0.0655468887631753,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0334502472655619,0.174106052125459,0,-8.67361737988404e-19,0,0.0396328068780669,0,0,0,0,0,0,0,0,0,0,0,0.0484247051988835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814745820168292,0,0,0,0,0,0,0,0,0,0,0.0382555085512884,0,-0.0262711763372214,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0836155932593923,0,0.0242091577384653,0.0638933497237758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115619086137188,0.0186466711242648,0,0,0,0,0,0,0,0,0,0,0.0629169568208815,0,0,0,0,0,0,0.0232755686957634,0.15609817085013,0,0,0,0,0,0,0,-0.00256659673527328,-0.0950462569874103,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0285750008545467,0.0378829432539607,-0.0127173347321755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262442067176303,0,0,0,0,0.523488064963868,0,0,0,0,0,0,0,0,0,0,0,0.0127099024928577,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050666480566085,0,0,0,0,0,0.021198634044408,0,0,0,0,0,0,0,0,0.0482495137839884,0,0,0,0,0,0,0,0,0,0.0338846616447418,0,0,0,0,0.346467450760903,0.104343221347776,0,0.00867313213093329,0.0268095030397779,0,0.0302878856801607,0,0,0,0
