,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X002460.SZ,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000786.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X000630.SZ,X600985.SH,X000408.SZ,X601168.SH,X600096.SH,X002128.SZ,X000933.SZ,X600176.SH,X000877.SZ,X600378.SH,X002271.SZ,X600995.SH,X000883.SZ,X002353.SZ,X600352.SH,X000027.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.194239131645606,0,0.0438927816240588,0,0,0.0943158462583839,0,0,0,0.0127648692053387,0,0,0.293603207948918,0,0.27981708642169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849678704663933,0,0,0.020925216125156,0,0,0,0,0,0,0,0,0,0,0,0,0.127762708851413,0,0,0.0205857445235839,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0.145252063220551,0,0.212997821058751,0,0,0,0.0465435195522228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384084311950868,0,0,0,0,0,0,0,0,0,0,0.189359781223089,0,0,0,0,0,0,0,0,-0.0314489789575705,0,0,0,0,0,-0.0264334045645418,0,0,-0.045104570656522,0,0,0,0,0,0
X600028.SH,0.381135949866148,0.0365376143782621,0,0,0.187620935781424,0.112791690342396,0,0,0,0,0,0,0,0,0.0945975264870198,0,0,0,0,0,0,0.0120198564529334,0,-0.0981763918134304,0,0,0,0,-0.00836357082406436,0,0,0,0,0,0,0,-0.0299518553232446,0,0,-0.0214015019500834,0,0.0932278985135435,0,0,0,0,0,0,0,-0.0523304825454987,0,0,0,0.0829236747365357,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0645601830666557,0,0,0,0,0,0,0,0,0,0,0,0,0.0598657378029082,0,0.122492630808441,0,0.0355330902505444,0,0.00210537523340036,0,0,0,0.345441130473236,0,0,0,0,0,0,0,0,0.1186686860942,0,0,0,0,0.0796651907642496,0,0,0.139557322048672,0,0,0,0,-0.0999439516222296,-0.00846958424574093,0,0,0,0,0,0
X601898.SH,0.0772439371094081,0.334269853100206,0.0991327617067158,0,0,0,0,0,0,0.0653793582191488,0,0,0,0,0,0,0.024415101689923,0,0,0,0,0.170404822685896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220988245667602,0,0,0,0,0,0
X600188.SH,0,0,0.0480995147400362,0,0.157019355539333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129731533341741,0,0,0,0,0,0,0,0,0.427800466489222,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.275524979223101,0,0,0,0,0,0,0,0,0,0,0.118889337504455,0,0,0,0,0
X600660.SH,0,0,0,0.0261034145805975,0,0,0,0,-0.15457353128242,0,0,0,0,0,0,0,0,0,0.146056045125174,0,-0.182194231916164,0,0,0,0,0.372430825765262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207340494979585,0,0.160287564904628,0,0,0,0,0,0,0,-0.0261824398639927,-0.0106998786135841,-0.141837432015397,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412335011721768,0,0,0,0,0,0,0,0.254750667038265,0,0,0,0,0,0.411948099815687,0,0.128924705023033,0.161889717800991,0,0,0,0,0,0,0,0,0,0,0,-0.0121543472764223,0,0,0,0,0,0,0
X600019.SH,0,0,0.2961608801003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091033000406186,0.0240087865751991,0,0,0.289118264691316,0.00863185186758868,0,0,0,0,0.114294571587521,0,0,0,0.0523439602786355,0,0,0,0,0,0,0,0,0,0,0.0345419379801621,0,0,0,0,0,0,0,0,0,-0.0180358920528701,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0215573485551302,0,0,0,0.148287691740128,0,0,0,0,0.205181064295782,0,0,0,0,0,0,0,0,0,0,0,0.204753321345314,0.0362364198316847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237922394104225,0,0,0,0,0,0,0,-0.0136589121248852,0,0.0335822197283669,0,0,0,0,0,0,0
