,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X000708.SZ,X601699.SH,X600426.SH,X000301.SZ,X600362.SH,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600176.SH,X600985.SH,X000807.SZ,X000786.SZ,X000630.SZ,X000408.SZ,X000932.SZ,X600612.SH,X000933.SZ,X300037.SZ,X600219.SH,X600995.SH,X002128.SZ,X600348.SH,X600688.SH,X000629.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.708830752656562,0.227662083248133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121711417534479,0,0,0,0,0,0,0,0,-0.110784607951729,0,0,-0.0204315550662497,0,0,0,0,0,0.0224081398817869,0,0.0265198398471364,-0.151334108436991,0,0,0,0,0,0,0,-0.0359386369309694,0,0,0,0.000223000461421726,0,0,0,0,0,0
X600028.SH,0.587868480297063,0,0,0,0,0,0,0.0203308664115494,0,0,0,0.0298617743905444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748810350331878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013114199160019,0,0,0,0,0,0,-0.0066479024432563,0,0,0,0,0,0
X601088.SH,0.11805380615729,0.0379659331689847,0,0,0.127231397901376,0,0.198177598139825,0,0,0,0,0,0,-0.0137520948345029,0,0,0,-0.0683169253786875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826498569357879,0,0,0,0,0,0,0,0,-0.184904305794626,0,0,0,0,0,-0.00140523336573055,0,0,0,0,0.00704759041537371,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0362570190874349,0,0,0,0,0,0,0,0,0.0547304503537602,0,0,0,0,0,0,0,0.299979979516517,0,0.26979331209947,0,0,0.0972128975222997,0,0.0558769310171414,0,0,0.023005647540831,0,0,0,0,0,-0.246535678468178,0.20289379373835,0,0,0,0,0,0,0,0,0,0,0.102094394961185,-0.0153450720240066,-0.00118027823566576,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.167118179794432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256200175436125,0,0,0,0,0.140959952670872,0,0,0,0,0,0,0,0.113396342961593,0,0,0,0,0,0,0.243850947291445,0,0,0,0,0,0,0,0,0,0,0,-0.0042215927601296,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.21281253824991,0,0,0,0.0882096794237114,0,0,0.0146946435758314,0,0,0,0,0,0.0329273269795037,0,0,0,0,0,0,-0.0387750499615474,0,-0.0228105189971993,0,0,0,0,0,0,0,0,0.307556375387177,0.316378707078243,-0.0669396107338467,0,0,0,0,0,0,0,0,0,0,0,0.0189622669997832,-0.0254546877681819,0,0,0,0,0,0
X601898.SH,0.102836424826904,0,0.0237818902755916,0,0.224987115208536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047238270255587,0,0,0,0,0.0821650849602048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000671848496756873,0,0,0,0.031745486228163,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.139294682982022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302250772210639,0.064555026912984,0,0,0,0,0.0524625541237976,-0.0143425935183942,0,0,0,0,0,0,-0.0609685836677605,0,0,0,0,0,0,0,0,0,0,-0.00868344067582336,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173106145893711,0,0,0.328993953794587,0.0432541485126337,0,0,0.163404680594729,0,0,0,0.017458547216415,0,0,0.0424188662698371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113629797843651,0,0,0,0,0,0
X600547.SH,0,0.125671465850315,0,0,0.0323290179277101,0,0,0,0,0,0,0,0,0,0,-0.0292634078901396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45295990796198,0,0,0,0,0,0.0200887144647753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533124069388155,0,0,0,0,0,0,0
