,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600027.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X601992.SH,X600157.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X002466.SZ,X600352.SH,X000027.SZ,X600583.SH,X600309.SH,X000539.SZ,X600160.SH,X000792.SZ,X600660.SH,X000630.SZ,X000060.SZ,X600098.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600547.SH,X002470.SZ,X600489.SH,X600578.SH,X002004.SZ,X600863.SH,X600315.SH,X000629.SZ,X300072.SZ,X601918.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0311631346405975,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0274563093799444,0,0,0,0.00572359660506231,0,0.0717153458633021,0.0702581471123825,0,0,0.113614775928125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389934349022406,0,0,0,0,0,0,0
X600028.SH,0.27411300421509,0,0,0,0,0,0,0,0,0,0,0,0.0488166480073298,0,0,0,0,0,0,0.188042045571535,0,0,0.00941699473542978,0,0,0.0495826873329334,0,0,0,0,0,0,0.00363954826658943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01036977251537,0.00113619547954149,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.240324870681604,0,0,0,0,0,0,0,0.0256047558753969,0,0,0,0.113118364926252,0,0,0,0,0,0,0,0,0,0.0209791790590793,0,0,0.0594965387905702,0,0,0.0936499274113111,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0106340474472798,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602273255685467,0,0.00353086135700588,0,0.0924348646080396,0,0,0,0,0,0,0.132047541656214,0,0,0.0454956546531748,0,0,0,0.07083561273782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720405848319144,0,0,0,0,0,0,0,0.0220400978059228,0,0,0,0,0,0,0,0,0,0.322629578004567,0,0,0.145226340192924,0,0.046943460691544,0,0,0,0,0.0850762399710778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123024183438837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834428057239127,0,0,0.0500457709481941,0,0,0.256974540224412,0,0.0650381812833196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498781672878569,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527753012863891,0.0821258605655452,0,0,0,0,0.173134195292322,0.0791692825959996,0,0,0,0,0,0.00260159286764097,0,0,0.0804353406733588,0,0,0,0,0,0,0,0,0,0,0,0.0324911769714157,0,0,-0.0234807768394959,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330898504070785,0.154471528996282,0.212205909255418,0,0,0,0,0,0,0,0,0,0,0,0.0362940803089383,0.0470677594508451,0,0,0.0999386786155491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145439284112646,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0366548270350549,0,0,0,0,0,0.127747099689538,0,0,0,0,0,0,0,0,0,0,0,0,0.0602495283093619,0,0,0,0.035102584090684,0,0,0,0,0.0317051007350173,0,0,0,0,0,0,0,0,0,0.0291005072655091,0,0,-0.00277664018462811,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473650790505443,0.106838855708671,0.12283353089123,0,0,0.0952686440353648,0,0,0,0,0,0,0,0,0.0516079528641048,0,0,0,0.188893899080319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
