,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600362.SH,X601600.SH,X600547.SH,X600010.SH,X600111.SH,X002466.SZ,X000786.SZ,X600188.SH,X000301.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X000932.SZ,X600219.SH,X601991.SH,X600803.SH,X600801.SH,X600795.SH,X000807.SZ,X000898.SZ,X600489.SH,X000027.SZ,X600352.SH,X000825.SZ,X600688.SH,X600157.SH,X600315.SH,X600516.SH,X601168.SH,X600808.SH,X002353.SZ,X600027.SH,X601699.SH,X000723.SZ,X000959.SZ,X600486.SH,X600299.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.236153013295615,0,0,0,0,0,0,0,0,0,0,0.0334997749124068,0,0,0,0.0258243603316388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201288594294382,0,0,0,0,0,0,0,0,0,-0.0163909834338152,0,0,0,-0.00151767976425381,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0146037962591532,0,0,0,0,0,0,0,0,0,0.178583361913309,0,0,0,0,0,0,0,0.177216454869505,0.0103761768906013,0,0,0,0.0678139718725386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00105995563629174,0,0,0,-0.00289628525320803,0,0
X601088.SH,0,0,0,0,0,0,0.0930554270287176,0,0,0,0,0,0,0,0,0,0,0,0.0864672999632437,0.0133928540547423,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0757203845891338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101724940415428,0,0,0,0,0,-0.0032215795308418,0,0,0,0.0052586882231801,0,0
X600309.SH,0,0,0,0,0,0,0.023666025875352,0,0,0,0,0.0895243704776105,0,0,0,0.181475911020716,0.0341356979680386,0.243594188247123,0,0,0,0,0.1553434080008,0,0,0,0,0,0,0,0,0,0,-0.00628484135501343,0,0.0305682764945916,0,0,0.0907595756823224,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.055745702203521,0,0,0,-0.00965796904262629,0,0
X600585.SH,0,0,0,0.0102767925891653,0,0,0,0,0,0,0,0,0.0264609944389352,0,0,0,0,0,0,0,0,0,0.0536516764308766,0,0.0661871770544002,0,0,0,0.128466299758387,0,0,0,0,0,0,0,0,0,0,0.00976665889610494,0,0,0,0,0,0,0,0.0419384653401711,0,0,0,0,-0.00427129553549261,0,0,0,-0.00890667459301808,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510630051473135,0,0,0,0,0,0,0,0.363567375436932,0,0,0,0,0,0.0901060215163551,0.0170432448527521,0,0,0,0.232031685387954,0,0,0.00818339032793733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588178449215488,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.107468429715526,0,0,0.0448202887347347,0,0,0.00749650009487773,0.146670359763062,0.542974444420119,0.0637145578289492,0,0.229429062124327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133207630243136,0,0
X002271.SZ,0,0,0,0,0,-0.195517535044525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975160798448242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993573151299344,0,0,0,0,0,0,0,0.203635233260804,0,0,0,-0.0298014892116455,0,0,0,0,-0.051232848991291,0,0
X600660.SH,0,0,0,0,0,0,0.124876592131843,0,0,0,-0.228944625741331,0,0,0,0,0,0.0869913437271807,0.139066448616486,0,0,0,0,0,0.0499514597428988,0,0,0,0,0,0,0,0,0,-0.0747918276966539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104519622179568,0,0,0,-0.0345953205033484,0,0,0,0,-0.0375582503538456,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.134022653410521,0,-0.0790704792482833,0.255283286618589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361255767227193,0,0,0,-0.0723899854926609,0,0,0,0,0.0202280915234639,0,0.0851380923301759,0,0,0,0,0,0,0,0,0,-0.00567625812165659,0,0,0,-0.100120479727618,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.130397700812116,0,0,0,0.0499333573354223,0,0.169372490891565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563126243320605,0,0,0.0866602141144924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149874437728349,0,0,0,0.00185512436862515,0,0
X600362.SH,0,0,0,0,0,0,0.143964057205308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641209390043782,0,0,-0.0127377113416362,0,0,0,0,0,0,0.31529436778482,0,0,0,0,0,0,0,0,0.260761851515304,0,-0.0415962762742866,-3.46944695195361e-18,0,0,0,-0.0256255818655804,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.145298081408254,0,0,0,0.0964846392780424,3.46944695195361e-18,0,0,0,0,0,0,0,0.0256208893616488,0,0,0,0,0,0.336917674778672,0,0,0,0,0.0012476004111231,0,0,0,0,0.0543206150631516,0,0,0,0,0,0,0,0,0.0840641539845243,0,0.00419052221697563,0,0,0,0,-0.0220432572194299,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.1120679503325,0,0,0.0997838162635172,0.0537795117075393,0,0,0,0,0,0,0,0,0.00703412903502846,0,0,0,0,0,0,0,0,0.146436937384862,0,0.0720768090253054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365981681418915,0,0,0,0,-0.00304701404165124,0,0
X600010.SH,0,0,0,0,0,0,0.0648562474668755,0,0,0,0.107303003226865,0,0,0,0,0.0126226295016087,0.00397434168357738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171366020920411,0,0,0,0,0,8.67361737988404e-19,0.144433195460192,0,0,0,0,0.0681283177604249,0.0442554520509479,0,0,0,0,-0.0212487472362494,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.265378814173164,0,0,0.0671633996244846,0,0,0.145301463248921,0,0,0,0,0.538265679576379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184984044743887,0,0,0,0,0,0,0,0,0.0518529934320789,0,0,0,0,0,0,0,0,0,0,0,0,0.0307995669153664,0,0,0,-0.0522688720403426,0,0
X002466.SZ,0,0,0,0,0,0,0.61855971557167,0,0,0,0,0,0,0,0,0,0,0,-0.0295562981066742,0,0,0,0,0,0,0,0,0.209875567695692,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0529199035984033,0,0,0,0,0,0,0.0266973147216743,0.225909682028923,0,0.0132920514227043,0,0,0,0,-0.0563654714592279,0,0
X000786.SZ,0,0,0,0.254421828191493,0,0,0.0113909478816957,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.034394644359609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436517453563371,0.0988007430495853,0,0,0,0,0,0,0,0,-0.00435947425923847,0,0
X600188.SH,0,0,0,0,0,0,0,0,-0.201319177402635,0,0.226240044694817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534790721064575,0,0,0,0,0,0.095197115310308,0,0,-0.0803141657515601,0,0,0,0,0,0.053038543369951,0,0,0,0,0,0,0.182438143138703,0,0,0,0,-0.04577136487348,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.163322098122405,0,0.0353354403490037,0,0,0.0296752127887889,0,0,0.01076881755013,0,0,0,0,0,0,0,0.111465281835561,0.138769406004328,0,0,0,0.0900813464882783,0,0,0,0,0,0,0,0,0,0,0,0,0.0965139546185077,0,0,0,0,0,0.0291489682342584,0,0,0,0,0.00684825720055255,0,0,0,0,-0.0143045040177058,0,0
