,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600803.SH,X600176.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600348.SH,X600489.SH,X002080.SZ,X600096.SH,X600995.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600985.SH,X600688.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.50626246723274,0,0,0,0,0,0,0.14722528330492,0,0,0,0.0216643194370938,0,0,0,0.00905921274886975,0,0,0,0,0,0,0,-0.0385168405914648,0,0,0,0.0205886743569667,0.0195127352640742,0,0.0625090744681704,0,0.0529717150466665,0,0,0,0,0,0,0,0,0.0829616886273731,0,0,0,0,0,0,0,-0.00392797813090362,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.431643642328519,0,0,0,0,0.117013514062459,0,0.0285987941635495,0,0,0.0487007754885496,0,0,0,-0.0166027913566086,0,0,0,0,0,0,0,0.0383971002406382,0.0924390651367696,0,0,0,0,0,0.0173648692262042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120720989980544,0,0,0,0,0,0
X600028.SH,0.583908411502174,0,0,0,0,0,0,0,0.0129467718826279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656793948415582,0,0,0.0714204342099643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158065516138778,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0649515131015143,0,0,0,0,0,0,0,0,0,0,0.129437641151197,0,-0.0489944410691491,0.00944933742844926,0,0.1171828260169,0,0,0.0516669599256509,0,0.0524633457193044,0,0,0,0,0,0.167661487361872,0,0,-0.159244622577648,0,0,0,0,0,-0.00270648361469689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.458084419479919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411014148710753,0,0,0,0,0,0,0,0,0.0144426694662409,0,0,0.00535280493552028,0.143460784696401,0,0,0,0,0,0,0.0644320647805097,0,0,0,0,0,0.237370676691835,0,0,0,0,0,0,0,0,0.0565950189305584,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.358167275874127,0.0610401558658263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468942269153063,0,0,0,0,0,0.0837929873757019,0,0,0,0,0,0,0,0,0.0322821046408224,0,0,0.196300393942591,0,0,0,0,0,0,0.00435131661328114,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145600946545676,0,0,0,0,0,0,0,0,0,0,0,-0.0142478013831848,0.067340183990551,0,0.114513056798817,0,0,0.4264918701946,0,0,0,0,0,0,0,0,0,0,0,0.00440069678639886,0,0,0,0,-0.00684750547628766,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.343448677643103,0,0,0,0,0,0.0597284337708131,0,0,0,0,0,0.106024062205855,0,0,0,0,0,0,0,0,0.0290184824962226,0,0,0,0,0.330912512462231,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314406203231551,0,0.244284734150083,0,0,-0.00538628616122664,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.278239175453036,0,0,0,0,0,0,0,0.153722103809572,0,0,0,0,0,0,0,0,0.158408150041552,0,0,0,0,0,-0.0299039282708157,0,0,0.304321109813746,0.00190280057536397,0,0.0969229303793618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115070089454925,-0.00092560949503674,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.107989885638428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151031330560527,0,0.0732625901232928,0,0.334825215453346,0,0,0,0,0,0,0,0,0,0,-0.017213636194637,0,0.0813618874458187,0,0,0,0,0,0,0,-0.0288824986702623,0,0,0,0,0,0,0
X600019.SH,0.138863802356652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14676908227864,0.187240600989248,0.0456116133899214,0,0,0.0167500567210185,0,0,0,0,0,-0.0191894121308719,0,0.113179888083215,0,0,-0.0448868342482625,0,0,0,-0.016641323889511,0,0,0,0,0,0,0,0,0,-0.00303886414228175,0.0218206718876591,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00809242285931134,0,0,0.0458554649845619,0,0,0,0,0.245428968897809,0.0355605490831581,0,0,0.230946000281835,0,0,0,0.158664505063442,0,0,0,0.0277972375105996,0,0,0,0,0,-0.293051227819356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.107950466597347,0,0,0,0,0,0,0.100608618857865,0,0,0,0,0,0,0,0,0,0,0,-0.0153942869494888,0,0,0,0,0,0,-0.0128810258061517,0,0,0,0,0,0,0,0,0.181937301711294,0,0,0.142633394629182,0,0,0,0,0,0,-0.00677591656485388,0,0,0,0,0,0,0
