,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X600489.SH,X002466.SZ,X000786.SZ,X600299.SH,X600176.SH,X002460.SZ,X000898.SZ,X002353.SZ,X601158.SH,X600426.SH,X000883.SZ,X000709.SZ,X600612.SH,X600219.SH,X000629.SZ,X600583.SH,X600315.SH,X000027.SZ,X000630.SZ,X000792.SZ,X600985.SH,X000553.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542214152256256,0.0114844443937665,0,0,0.0671381721178463,0,0,0,0.0284550375583027,0,0,0,0.0586289705460462,0,0,0,0.0373689069492726,0,0.0458658727535032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070902874849991,0,0,0,0,0.0244186617520042,0,0
X600028.SH,0,0,0.0711094081511568,0,0.0125649554750231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540745943587995,0,0,0,0.0836140621908698,0,0,0,0,0,0,0,0.053902316361852,0,0,0,0.0522120370274989,0,0,0,0,-0.0334087345904307,0,0,0,-0.0297511059837522,0,0,0,0,0,0,0,-0.00491477647200482,0,0,0.115063091283174,0,-0.00682281189651278,0,0
X601088.SH,0,0,0,0.225987011386419,0,0,0,0,0,0.0413905725845867,0,0,0,0,0,0,0.0797738256365698,0,0.0448174382661386,0,0,-0.033776830665594,0.0799231008731921,0,0,0,0,-0.0497861724860411,0,0.138927056116619,0,0,0,0,-0.0912177132514536,0,0,0.033904309692902,0,0,0,0,0,0,0,0,-0.0722339514527521,0,0,0,0,0,0,0,0,0,0.0145731726756339,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845736612884052,0,0.586233871730201,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0243353266752802,0,-0.0221882868286553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056672329812619,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.120615424615092,0,0,0,0,0,0,0.0011129775115839,0,0,0,0,0.0929097300744823,0,0.135716913928077,0,0.0175680378759045,0,0,0.0404212925128965,0.0593400216009228,0,0,0.032595526234433,0,0,0.102945125131095,0,0,0,0.0487310667325952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0110804131435399,0,0,0,0.0192141832940973,0,0
X600019.SH,0,0,0.234059462637017,0,0,0,0,0,0.0970138624485462,0,0,0,0,0,0,0,0,0,0.00931222272110523,0.0202585309328961,0,0,0.0337040987119333,0,0,0,0,0,0,0.0527623183103061,0.0101601633153217,0,0.0211698983478334,0,0,0,0,0,0,0,0,0,0.0656419294848014,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592508477457892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02878352309685,-0.100222893479326,0,0,0,0,0,0.0593032297015346,0,0,0,0,0,0,0,0,0,0,0,0.103011881358284,0,0,0,0,0.00310384513623291,0,0,0,0,0.0432547148682261,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059409146569985,0,0,0,0.0713658524360718,0,0,0,0.311606546185197,0,0,0,0.02280800524248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189775618262855,0,0,0,0,0,0,0,0.0101114574244251,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230182022224897,0,0,0,0,0,0,0,0,0.116693817688313,0,0,0,0.0611143899062361,0,0,0,0.00634165376761311,0,0.0233488372484382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234897492984216,0,0,0,0.00222932878212697,0.0026718090129171,0,0,0,-0.00703111568111209,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240061497414198,0,0,0,0,0.0536741141701122,0,0,-0.0519287009593722,8.67361737988404e-19,0,0,0,0,0,0,0,0.138451177546102,0,0,0,0,0,0,0,0,0,0,0,0,0.00701717296838057,0,0,0,0.0518652478404265,0,0.0296442177230315,0,4.33680868994202e-19,0.00743483011945817,0,0,0,0.0250110194566657,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029046161057533,0,0,0,0,0,0,0,0,0,-0.0342333109041612,0,0.101410459594467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168194672147988,0,0,0,0.0279519907859274,0,0,0,0,-0.017711890705879,0,0,0,0.0712577710690516,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.100397819001505,0,0.0668269532953771,0,0,0,0,0,0,0.0749262266198701,0.142516038562958,0,0.0856418935860396,5.47414578778208e-05,8.67361737988404e-19,0,0,0,0,0,0.03771924810296,0,0,0,0.0527019345451815,0,0,0,0,0,0,0,0,0,0,0.1098167997947,0,0,0,0,0.0265785149938271,0,0,0,-0.0184477421764644,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0158225365303628,0,0,0.149091473388112,0.0377911434217583,0,0,0.0380857652798667,0,0,0.0659906494554808,0,0,0,0,0,0,-0.0359705816335836,0,0,0,0,0,0,0,0.161024578111888,0,0,0,0,0,0,0,0,0.00632891770437293,0,0
X600188.SH,0,0,0,0,0,0,-0.0810243329934094,0,0,0.200988112608445,0,0,0,0,0,0,0,0,0,0,0,0,0.0976494913521178,0.141722474721768,0,0,0.0734286096880408,0,0,0,0,0,0.0673548067680788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569475030192215,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170048137659485,0,0,0.0509063763924809,0.0602320971452022,0.0639180539861744,0,0.146313866243237,0.0612317274485653,0.0987769766203395,0.0227943927442864,0,0,0,0,0,0,0,0,0,0,0.0458372063917382,0,0,0,0,0,0,0,0,0,0.0374472562191991,0,-0.00860004763236796,0,0,0,0,-0.0040168691514267,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183465643171173,0,0,0,0.0171564599728094,0,0.0629758766975966,0,0.184173222672277,0.104032604643954,0,0,0.00871608515098127,0.0273279934964791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258959132085252,0,0,0,0,0,0,0
X000708.SZ,0,0,0.21391931749308,0,0,0,0.163282753510401,0,0,0,0,0,0,0.351615478238107,0,0,0,0,0.136566666056207,0,0,0,0,0,0,0.0749586235154219,0,0,0.0795718966442133,-0.0945763604211315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153533517845224,0,0,0,0.0150845535863726,0,0
X600795.SH,0,0,0,0,0.0529126954037911,0,0,0,0,0.0048927001356178,0.0134063705102817,0,0,0.0326657308729936,0,0,0.0177561914388261,0,0,0,0,0,0.0394147582617844,0.0286937627485471,0,-0.0197320019890017,0,0,0.0355069350297904,0,4.33680868994202e-19,0,0,0,0,0,0.00639766942796029,0,0,0.0607652158794826,0,0,0,0,0,0,0,0,0.0894312944642595,0,0,0,0,0,0,0,-0.00109424318845353,0,0
X600352.SH,0,0,0,0,0.126884252726126,0,0,0,0,0,0,0,0,0,0,0,0.0725151068379457,0,0,0,0,0,0.434144940114822,0,0,0,0,0,0,0,0,0,0,0,0.0502384541970471,0,0.011354126636034,0,0,0,0,0,0,0,-0.119731520735592,0,0,0.0236625606246638,0,0,0,0,0,0,0,0,-0.0361804468519831,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117801864979753,0,0,0,0,0,0,0,-0.0323950084935174,0.0764660532578182,0,0,0,0.042054410845296,0,0,0,0,0,0.0236327520801763,0.0938293063222977,0.00944228318639943,0,0,0,0,0,0,0,0.0352296738622008,0,0,0,0,0,0.0800889026825216,0,0,0,0.0341970435814918,0,0,0,-0.015521105900978,0,0
X600801.SH,0,0,0,0.624902798020901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757483530622484,0,0,0,0.0247878611195893,0,0,0,0.120154924517522,0,0,0,0,0,0.0141801034430991,0,0,0,0,0,0,0,0,0,0.019815285508027,0,0,0.011525615912805,0,8.67361737988404e-19,0.00420007799112997,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.136945673481659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152322234638983,0,0,0,0.0817447367341245,0,0.0938258643190054,0,0,0.0140085432025342,0,0,0,0,0,0,0,-0.125414614642422,0,0,0,0,0,0,0.267059884331413,0,0,0,0,0,0,0,0,0,-0.0236921122822627,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0.185238400602963,0.337572240607585,0,0,0,0,0,0,0.289997037430477,0,0.0857742984859052,0,0,0,0,0,0.540711494133785,0,0,0.0929042983664766,0.293218676893405,0,0,0,4.33680868994202e-19,0,0,0,0,0.149277226757975,0,0,0,0,0,0,0,0,0,0,0,0,0.0242242563741867,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0847513674731,0,0,0,0,0,0,0,0,0,0,0,0,0.0838792074569895,0,0,0,0.194922820407973,0,0,0,0.0729860260745381,0.0227162409621145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599304060045125,0,0,0,0,0,0,0,0,0,-0.0108762091459418,0,0
X600027.SH,0,0,0,0,0,0,0.0137152019697086,0.418840080152584,0,-0.0750020867058356,0,0,0,0,0,0,0,0,0,0,0,0.0259750682711656,0.0882907016339891,0,0,0.0708524403641355,0.0277085489768477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101876734354389,0,0,0,0.029919911718101,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956364795155868,0,0,0,0.287177695475014,0,0.0344338497454433,0,0,0,0,0,-0.0710262635606662,0,0,0,0,0,0,0,0.0233570384170948,0,0,-0.114550598196116,0,0,0,0,0,0,0.0196884015007278,0,0,0,0,0,0.0559428505151405,0,0,0,-0.0227284165232764,0,0
