,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X002271.SZ,X600027.SH,X600111.SH,X601992.SH,X000723.SZ,X600176.SH,X002460.SZ,X002466.SZ,X000898.SZ,X002353.SZ,X600516.SH,X600583.SH,X600299.SH,X600489.SH,X600426.SH,X000709.SZ,X601158.SH,X000883.SZ,X600219.SH,X600612.SH,X000792.SZ,X000553.SZ,X000629.SZ,X000027.SZ,X000825.SZ,X000630.SZ,X002110.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.116433949555246,0.0243677162121614,0,0,0,0,0,0,0,0,0,0.0907583987914904,0,0,0,0.0932110499512578,0,0,0,0,0,0,0,0.0558867814847182,0.00467223476397116,0.0657725759303063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161425897631621,0,0,0,0,0.013521674321794,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0220067683867724,0.0406564490747884,0,0,0,0,0,0.101891334567901,0,0,0,0,0,-0.0103239572353175,0,0,0,0,0.091754439847107,0,-0.00200515230136224,0,0,0.0296700526123637,0,0,0,0,0,0,0,0,0,0,-0.0335848363978524,0,0,0,0,0,0,0,0,0,0.00589190478963449,0,0,0,0,0,0
X601088.SH,0,0,0,0.13976648695268,0,0.30279065994693,0,0,0.0889794558576787,0,0,0,0,0,0,0,0.0442351125097292,0,0,0,0,0,0.00324308727048474,0,0,0,0,0,0,0,0,0,0.0449187700035399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000731443089937974,0,0,0,0,-0.0241548155665321,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0558594302466281,0,0,0,0,0,0,0.34131319068009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003396351708692,0,0,0,0,-0.0184590748122628,0,0
X600309.SH,0,0,0,0,0,0,0,0.0499631310248635,0,-0.0400614363557036,-0.0386424336987354,0,0,0,0,0,0.19693789759882,0,0,0.00338658273728818,0,0,0,0,0,0,0,0.0634374329480989,0.0804744082090844,0.0511090048888078,0,0,0.0118082868946828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340075146303532,0,0,0,0,0,0,0
X600019.SH,0,0,0.21771896532595,0,0,0,0,0.0524364809263946,0,0.0107453197460714,0.0385956053201352,0,0,0,0,0,0.0584730528646251,0,0,0.0374050800468946,0,0,0,0,0,0,0.0265627769464513,0,0,0,0,-0.0173042932918274,0,0.101259975827335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665766447481636,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540442266737081,0,0,0,0,0,0,0,0,0,0,0,0,-0.0827214761551136,0,0,0,0,0,1.18439708975039,0,0,0,0,0,0.130717657890038,0.0477435878044998,0,0,0,0,0,0,0,0,-0.0240401479335914,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266326275877177,0.184439068563974,0,0,0,0,0,0,0,0.00478934847798009,0.0775068358904345,0.0942052292728088,0,0,0,0,0,0,0,0,0.0176784004233442,0,0,0,0,0,0,0,0,0.00522759512527448,0,0,0,0,-0.0381998129531316,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195347188858292,0,0,0,0,0,0.033981967128245,0,0,0,0,0,0,0,0.0388985864379882,0,0,0,0,0.0620520927506469,0,-0.0297775541290928,0,0,0,0,0,0,0,0,0,0,0,0.0228588926764769,0,0,-0.0189671606548818,0,0,0,0,0.0493587271447954,0,0
X000708.SZ,0,0,0.372907672357151,0,0,0,0,0,0.056203400369829,0,0.357965229502672,0,0.0385064601475288,0,0,0.2152643939313,0.0329500711684918,0,0,0,0,-0.00383138082399599,0,0,0,0,0,0,0,0,0,0,0,0,0.272031490567744,0.209597772590376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346658963855172,-0.0195109198658607,-0.0662537378809493,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.120223210705373,0,0,0,0,0,0,0.179363009283182,0,0,0,0,0,0.0518850702754667,0,0,0,0.0982501261160607,0.0389663872284611,0,0.0555505303419749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309085036212862,0,0,0,0,0.05608193627228,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449351671377725,0,0,0,0,0,0,0,0,0,0,0,0.17455173373522,0.095368778693688,0,0.076865063910888,0.0055463524563142,0,0,0,0,0,0,0.00766629707582768,0,0,0,0,0,-0.00924514955669704,0,0,0.224200783802941,0,0,0,0.000872675632871149,0,0.00838012167931081,0.0092992299233866,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.00509998319998789,0,0,0.169103091538011,0,0,0,0.224256211321768,0,0,0.172419629126536,0,0.0398989303092516,0,0,0.0688654095185342,0,0,0,0,0,0,0,0.0709401967615625,0,0,-0.139874786756308,0,0,0,-0.0744856034330384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173522325318111,-0.0424883221798486,0,0,0,0.00135517451112324,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0201725636936407,-0.0434571305085409,0.0615967406021706,0.161910266533185,0,0,0,0,0.0440757510407181,0,0,-0.174023357505049,0,0,0.0423791603534123,0.0245617489729512,0,3.46944695195361e-18,0.0407806273736272,0,0.0266704709072315,0,0,-0.0420830526833052,0,-0.0548475372386197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199501056306979,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0459337590684638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955326107594646,0.110668685322722,0.0602703926087573,0.0559452619089037,0,0,0,0.00627648767680885,0.126504294232611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009131821839716,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.247280061437533,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336895311388253,0,0.066701992516075,0,0.125807336842031,0,0,0,0.0365004310804702,0,0,0,0,0.0599182500745493,0,0,0,0,0,0,0,0,0,0,0.100999877114938,0,0,0,0,0.0907245091389021,-0.00469443609148363,0,0,0,0,0.0153300893656846,0,0
X600801.SH,0,0,0.165306784130822,0.155583279099828,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0392478199714899,0,0,0,0,0.093531872106777,0,0,0,-0.00588031122814281,0,0,0,0,0,0,0,0,0,0,0,0.181492449428165,0,0,0.00365592014846482,0,0,0,0,0.0112482148295842,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.169570746984614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128248736330766,0.0326553334580297,0,0.0579398164108164,0,0.102466224985424,0.0563459904094904,0,0.0927312077475113,0,0.00343396588048901,0,0,0,0,0,0,0,0.0139976942929088,0,0,0,0,0,0,-0.00679106355908569,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,-0.0273020326337845,0,0,0,0,0,0.0199605830979704,0,0,0,0.0289305340442387,0,0,0,0,0.0114290729821739,0,0,0,0,0.0692056951183159,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046371268339424,0,0,0,0,0,0,0,0.0157532426723417,-0.0458499745941989,0,0,0,0.00542627806743995,0,0
