,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X002271.SZ,X600660.SH,X000301.SZ,X600111.SH,X002466.SZ,X000708.SZ,X601898.SH,X601600.SH,X600010.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600886.SH,X600176.SH,X000786.SZ,X600011.SH,X600219.SH,X000408.SZ,X000825.SZ,X000932.SZ,X600803.SH,X300037.SZ,X002080.SZ,X601991.SH,X600795.SH,X000027.SZ,X000898.SZ,X000807.SZ,X600352.SH,X000830.SZ,X600489.SH,X600688.SH,X000959.SZ,X600399.SH,X002353.SZ,X002409.SZ,X600549.SH,X601699.SH,X000012.SZ,X002145.SZ,X600801.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0260259297917684,0,0,0,0,0,0,0.0336759934942462,0,0.0434547359536891,0.0269418969883709,0,0,0,0,0,0,0,0,0,0,0,0.104462636455057,0,0,2.16840434497101e-19,0,0,0,0.00958668479479632,0,0,0,0,0,0.0978448367363447,0,0,0,0,0,0.0797987493383318,0,-0.0304467196278109,0,0,0,0.020205123861118,0,0,0,0,0,0,0
X600028.SH,0.207440157429339,0,0,0,0,0,0.0608648282217586,0,0,0,0,-0.0383438483230606,0,0,0,0,0.0327027236166223,0,0,0,0,0,0,0,0,0,0,0.0275358364773707,0,0,0,0,0,0,0,0.0384143165366581,0,0,0,0.0847350112732492,0.0264603539598584,-0.0578876589899382,0,0,0,0,0,-1.35157048579888e-05,0,0,0,0,0.0281361175349015,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0518188404588376,0.048431232514353,0,0,0.190467870134846,-6.7762635780344e-21,0,0,0,0,0,0,0,0.296615981997093,0,0,0.0309535370594404,0,0,0,0,0,0,0,0,0,0,0,0,0.00235735051339566,0,0,0,0,0,0,0,0.100380200021077,0,0,0,0,0,0,0,-0.01051948434657,-0.0256513624135074,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0454003586295338,0,0.0594616332397706,0,0.214870641330205,0,0,0,0,0,0,0,0,0.0133611302024225,0,0,0,-0.0631496460090623,0,0,0,0,0,0,0,0.0814767455435525,0,0,0,0,0,0,0,0,0,-0.0163756264155288,0,0,0,0.0293432581471633,0.0102961095731026,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.40347648760664,0,0,0,0,0,-6.93889390390723e-18,0,0.0487577199020279,0,0,0,0,0.250987079387864,0.0137454707754648,0,0.0190622829206204,0,0.137906371091626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138097823009773,-8.67361737988404e-19,0,0,0.128692497528835,0,0,0,-0.0247180017226228,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.020300186460618,0,-0.00423004241323423,0,0.0174535107305328,0,0,0,0,0,0,0,0,0.0363061381487142,0,0,0,0,0,0,0.0145740191997271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483344170964823,0,0.504853272801946,0,0,0,0.0510505803679934,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0510077015510186,0,0,0,0,0,0,0.0139859922072583,0,0,0,0,0,0,0,0,-0.00759857442694792,0,0.100644532262585,0,0,0,0,0,0.019947519756249,0.333512859785878,0.0775522650015729,0,0,0,0,0,0,0,0,0.039299096615152,0,0,-0.0522882887750649,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0.110212795798384,0,0,0,0,0,0,0,0,0,0,-0.0544342748767325,0,0,0,0,0,0,0,0,0,0,0,0.0353574585023573,0.0584186601548846,-0.0857190471599823,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0294267046131628,0,0,0.0651980297951453,0,-0.00384230954365955,0,0,-0.0750129830718659,0,0,0.0360724993206092,0,-0.00801808575585199,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0410399297610812,0.0172458817822399,0.189980411377487,-0.152963284506532,0,0,0,0,0,0,0,0,0,0,0,0.0451922030375893,0,0,0,0.204982177093784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483929872792087,0.109631862963832,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0.00825471579054048,0,0.0823932693609232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989279233319839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233823249315708,0,0,0,0,-0.00581695293167124,0.0906064305903482,0,0,0,0.01449101991612,0,0,0,0,0.117019360070471,0,0,0,0.288191313860165,0,0
