,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X002466.SZ,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X002460.SZ,X600795.SH,X300072.SZ,X600547.SH,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X600176.SH,X000786.SZ,X000898.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X600352.SH,X000553.SZ,X000792.SZ,X600489.SH,X000408.SZ,X601158.SH,X000825.SZ,X601699.SH,X600219.SH,X000883.SZ,X600549.SH,X000630.SZ,X600583.SH,X600808.SH,X600315.SH,X002470.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.214350270928776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11835682346837,0,0,0,0,0,0,0.0949893926082582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111651687415494,0,0,0,0.0331565686381435,0,-0.00360460688132194,0,0,0,0,0,0,0
X600028.SH,0.155779498360831,0,0.0984792593822349,0,0,0,0,0,0,0,0,0.00402543144991764,0.038065623903446,0,0.0155372083446938,0,0,0,0.228290969016992,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0172195313289341,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.26191780053309,0,0,0,0,0,-0.0283649737997989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392629550623169,0,0,0,0,0,0,0,0.40953442120371,0,0,0,0,0,0,-0.0176615710210856,0,0,0,0.00485398839545597,-3.46944695195361e-18,0,0,0,0,0,0
X600019.SH,0,0.131030349608005,0.144668823223584,0,0.00252622621864874,0,0,0,0,0,0,0,0.134083624500492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471594066477979,0,0,0,0,0,0,0,0,0,0,0.0305919474013778,-0.0625454296045499,0,0,0,0,0,0
X600585.SH,0,0,0.298484465451447,0.178239942335459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845893291514401,0.132571612753201,0,0,0,0,0,0,0,-0.0740450848488343,0,0,0,0,0.111485299751698,0,0,0,0,0,0,0,0,0.089455915716263,0,0,0.0066705262365219,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0723012490081495,0,0,0,0,0,0,0,0,0,0,0.0493942727337378,0,0,0,0,0,0,0,0,0,0.078131374236442,0.0246619270817365,0,0,0,0,0,0,0,0,0,0.119591719771665,0,0,0,0,0,-5.42101086242752e-20,-0.00728600323541656,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00992935231380888,0,0,0,0,0,0,0.137234545493421,0,0.0105822512427127,0.0304626938866215,0,0,0,0,0,0,0,0.0966883816032653,0,0,0,0,0,0,0,0,0,0,0,0,0.264682532698449,0,0,0,0,0,0.00358009591034671,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,-0.156357964919465,0,0,0,0,0,0,0.231060902996247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334763536384238,0,-0.183607275878271,0,0,0,0,0,0,0,0,0,0,-0.456220298762148,-0.0580701895357707,0,0.147197877747715,-0.265153346119878,-0.278621575206873,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264209792404868,0,0.229744800890131,0,0.0759489661891018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108162348920278,0.0331829706838896,0,0,0,0,0,0.0473167097890402,0,0,0,0,0,-0.00310022895913551,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427167167604316,0,0,-0.0693430566086455,0,0,0.168600184229545,0,0,0,0,0,0,0,0.00244494405167262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258997311795077,0,0,0,-0.014463734445801,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.109821703302029,0,0.304494236265,0,0,0,0,0,0,0,0,0,0,0,0,0.0113954866342666,0,0,0,0,0.107292328518579,0,0,0,0,0.0351801630953724,0,0,0,0,0.0607031492748869,0.0867573864978083,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.347796319848697,0,0,0,0.0033854508803976,0,0,0,-0.0603841559769567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15827050117166,0,0,0.0541690646825084,0,0,-0.0553907007115768,0.0610701871229405,0,0.0394989995675079,0,0,0,0
