,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X601600.SH,X300072.SZ,X600547.SH,X600795.SH,X600309.SH,X601991.SH,X600188.SH,X600362.SH,X600660.SH,X000709.SZ,X600886.SH,X600027.SH,X002466.SZ,X600157.SH,X600111.SH,X000959.SZ,X600339.SH,X000898.SZ,X600489.SH,X600008.SH,X601158.SH,X600299.SH,X002460.SZ,X600219.SH,X000408.SZ,X000883.SZ,X600352.SH,X600578.SH,X000401.SZ,X000630.SZ,X600160.SH,X600583.SH,X000792.SZ,X000723.SZ,X000539.SZ,X000786.SZ,X600176.SH,X000983.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0550475218335313,0,0,0,0.0244681781507074,0,0,0.120359606298628,0,0,0,-0.00554510489800243,-0.0086835303270241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225190410602297,0,0,-0.0528884733157238,0,0,0,0,0,0,0,0,0.0799265807959604,0,0,0,0,0,0,0,0,-0.0123229658048612,0.0054528952529377,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0454215951248738,0,0.00516343096756523,0,0.0731457184817359,0,0,0,0.0101464404337553,0,0,0,0.00300832388920333,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436916354423364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433117573098865,0,0,-0.0115602595449382,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.121726885406802,0,0,0,0,0,0,0,0,0.0035436718287436,0,0,0,0,0,0,0,0,0.0121609700723221,0.145963154641131,0,0,0,0,0,0,0,0,0,0,-0.0206250041401025,0,0,0,0,0,0,0,0,0.00717975113144252,0,0,-0.00247673609807812,-0.00422542340000075,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556597964836897,-0.0468304676789589,0,0.416868359699911,0.0682477223697,0,0,0,0,0,0,0,0,0.0209672818447655,-0.0329960138161071,0,0,0,0,0,0,0,0,0,0,0,0.00235365059089238,-0.0180247158455025,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674593440938161,0,0,0,0.0503654187572606,0,0.196069210984029,0,0,0,0,0.075222876921628,0,0,0.0953569909521207,0,0,-0.0513884693150754,0,0,0,0,0,0,0,0,0,0,0,0,0.0255987414653191,0,0,0,0,0.0467270359959312,-0.00918017061024227,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248105580151885,-0.0641058548691393,0,0.0671979707176273,0,0,0,0,0,0,0,0,0,0.076703159937508,-0.124751530426214,0,0,0,0,0,0,0,0,0,0.0333847748816076,0,0,0,0,-0.181175827637525,0,0,0,0.0659232674413711,0,0,0.0102018597383683,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0419473351735836,0,0,0.0974959214677415,0,0,0,-0.00541931711704994,0,0,0,0,0,0,0,0,0,0,0,0,0.253761569422353,0,0.0550148539743498,0,0,0,0,0,0,0,0,0.0699082810645322,0,0,0,0,0.132556858285237,0,-0.0169181909592483,0,0,0.197013875552614,0,0.00208860397410598,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522963989526495,0,0,-0.0699291935553063,0,0,0.0987709226515005,0,0,0,0.228436379618024,0,0,0,0,0,0,0,0,0.42818562152639,0,0,0,0,0,0,0,0,0,0,0,0.0357308270414325,0.032396738792385,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096473124834929,0,0,0,0,0,0,0,0,0.0363967222876288,0.0261727205899211,0,0.00974904289037339,0,0,0.0040559039557032,0.0267970991558926,0,0,0,0,0,0,0,0.248434733244753,0,0,0,0,0,0.144531353707524,0,0,0,-0.00127350199965204,0,0,0,0,0,0
X600688.SH,0.0364205600685306,0.350320211851891,0,0,0.0574870609668432,0,0,0,0,0,0.00757465198950801,0,0,0,0,0,0,0.0666568118218252,0,0,0,0,0,0.206371952096752,0,0,0,0,0,0,0,0,-0.055747265898237,0,0,0,0,0,0,0,-0.0170293791347613,0,0,0,0,0,0,0.00355344535092672,0,0,-0.00307818547140827,0,0,0,0,0,0,0
