,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600188.SH,X600352.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X600801.SH,X000709.SZ,X600176.SH,X002460.SZ,X600516.SH,X000786.SZ,X002466.SZ,X002271.SZ,X600489.SH,X000883.SZ,X000629.SZ,X600299.SH,X000553.SZ,X600219.SH,X601158.SH,X600808.SH,X600985.SH,X000630.SZ,X600583.SH,X000027.SZ,X601699.SH,X000301.SZ,X600339.SH,X000825.SZ,X002203.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0407027404359062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122174934678919,0,0,0.0341061180378321,0,0,0,0,0,0,0,0.0321575434174837,0,0,0,0,0.0456532291799066,0,0,0,0,0,0,0.0461330269061812,0,0,0,-0.00411911694763392,0,0,0,0,0.00724822921685405,0,0
X600028.SH,0,0,0.0260026267839242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427001106222714,-0.00826400013894315,0,0,0,0.0880932431967857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241939653767531,0,0,0.228139607855668,0,0,0,0,0,0,0,-0.0388077220600473,0,0,0,-0.00978652808839263,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0201408323931028,0.0372073472910452,0,0,0,0,0,0.23523977122739,0,0,0,0,0,0.0304464266816004,0,0,0.0580334562081027,0,0,0,0.0286498405270085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900771086790936,0,0,-0.0492878643938552,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.140833984230643,0,0,0,0,0,0,0,0,0,0,-0.00603121195218559,0,0,0,0.0173295554848017,0,0,0,0.463471042164903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120130241184409,0,0,0,0,0.0136460638932499,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0128260207513679,0,0,0,0,0,0.0994304599960703,0,0,0,0,0.039137968547773,0,0,0,0.222361207982515,0,0,0,0,0,0,0,0,0,0,0.0559011463870628,0,0,0,0,0.0197833356279415,0,0,0.0378381463139757,0,0,0,0,0,0,0,0,-0.042511693699935,0,0,0,0.00691901515282541,0,0
X600309.SH,0,0,0,0.281020439366734,0,0,0.219399044845207,0,0,0,0,0,0,0,0,0,0.158304479405769,0,0,0.0548030307115693,0,0,0,0,0,0,0,0,0.0924290666554807,0,0,0,0,0,0,0,0.100393812630153,0,0,0,0,-0.0367967293072898,0,0,0,0,0,0,0.0169185218132705,0,0,0,0,0,0,0,0.0258582001424221,0,0
X600011.SH,0,0,0,0,0,0.0497599996862939,0,0,0,0,0,0,0,0,0,0,0.183526576037368,0,0,0,0,0,0.302502388793433,0,0,0,0,-0.0442361086597076,0,0.0658356938414426,0,0,0.00593679606555086,0,0,0,-0.0678958840989594,0,0,0,0,0.168863226326243,0,0,0,0,0,0,0,0,0,0.0189069721477281,0,0,0,0,0.0363311158185926,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174445134691896,0,0.124140293359678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144271639640437,0.0621403334763282,0,0.386645099015632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106650379644779,0,0,0,-0.00807538578119728,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804574209706299,0,0,0,0.0640814233176083,0,0,0,0,0,0,0,0,0,-0.00344449721090158,0,0,0,0,0.00797235494726444,0,0,0.00396851688496841,0,0.0210791741856315,0,0
X601600.SH,0,0,0,0,0,0,0,0.189448703258013,0,0,0,0,0,0,0,0.139060233141533,0.0167960496399373,0.230469667556721,0,0,0.00471501456934302,0,0,0,0,0,0,0,0.0641012939963696,0,0,0,0,0,0,0,0.0886664551242609,0.0896129397008011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00290615348388343,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.309123201666015,0,0,0,0,0,0,0,0,0,0,0.0233778063616453,0.0483543038308911,0.011925433132477,0,0,0,0.017587254703122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704839558015466,0,0,0,0,0,0,0,0,0.0592950155686789,0,-0.00357146017694746,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230405792742286,0.0291357861862135,0.130449738663444,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.183019189336469,0,0,0.0960921313702431,0,0,0,0,0.0122951861303154,0,0,0,0,0.0328080901591497,0,0,0,0,-0.0525525909077033,0,0,0,0,0,0
